365,141142,timeout,445,100,230.65,8,4,0.3296,0,0.611898,63,17,207,188,50,22,107,23,42,"NA:N,SA:N",0A18|1A13|2A10|3A1|4A4|5A1|6A15|7A1|8E1|9E8|10E4|11N1|12E4
366,141466,timeout,324,100,83.89,6,6,0.3280,0,0.631851,49,82,153,122,49,9,54,12,30,"NA:N,SA:N",0E3|1A18|2A6|3E20|4A1|5A2|6A15|7A7|8E20|9E13|10E13|11N1|12E13
367,141870,timeout,404,100,234.64,9,3,0.3261,0,0.620447,46,17,168,187,49,22,107,20,36,"NA:A,SA:N",0A9|1A12|2A1|3A1|4A9|5A1|6A11|7A1|8A1|9E8|10E4|11N1|12E5
368,142260,timeout,390,100,265.70,10,3,0.3243,0,0.596202,51,40,170,170,50,25,87,24,48,"NA:N,SA:N",0A7|1A1|2A10|3A3|4A1|5A1|6A1|7A1|8E3|9E17|10E20|11A19|12A7
369,142596,timeout,336,100,57.81,6,6,0.3227,0,0.622631,45,53,152,134,50,6,70,8,39,"NA:N,SA:N",0E1|1A5|2A1|3E20|4A2|5A16|6A10|7A11|8E20|9E4|10E4|11N1|12E4
370,143053,timeout,457,100,101.12,9,3,0.3205,0,0.629228,180,57,284,123,50,8,57,7,45,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9E17|10E20|11N1|12E20
371,143532,timeout,479,100,150.49,9,3,0.3182,0,0.624864,176,43,280,149,50,13,78,13,49,"NA:A,SA:N",0A20|1A20|2A20|3A18|4A20|5A20|6A20|7A20|8A18|9E20|10E12|11N1|12E11
372,143954,timeout,422,100,146.72,7,5,0.3162,0,0.601663,42,24,187,185,50,14,113,15,45,"NA:N,SA:N",0A6|1A20|2A1|3A12|4A1|5A1|6E9|7A1|8E3|9E7|10E2|11N1|12E3
373,144371,timeout,417,100,148.47,8,4,0.3142,0,0.607304,64,30,198,170,49,14,97,15,45,"NA:N,SA:N",0A6|1A20|2A7|3A1|4A20|5A3|6A6|7A1|8E3|9E12|10E8|11N1|12E7
374,144784,timeout,413,100,281.33,7,5,0.3123,0,0.616525,9,20,156,209,48,27,124,26,46,"NA:N,SA:N",0A1|1A1|2A1|3E3|4A3|5A1|6E10|7A1|8A1|9E2|10E2|11N1|12E3
375,145112,timeout,328,100,119.28,9,3,0.3107,0,0.620850,57,51,150,128,50,11,59,11,38,"NA:A,SA:N",0A1|1A6|2A3|3A1|4A1|5A20|6A19|7A4|8A2|9E14|10E18|11N1|12E19
376,145570,timeout,458,100,181.73,9,3,0.3085,0,0.594697,180,54,272,136,50,16,62,15,47,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9E18|10E18|11N1|12E18
377,145990,timeout,420,100,230.20,6,6,0.3065,0,0.601033,39,24,177,193,50,23,112,25,44,"NA:N,SA:N",0A9|1A17|2A3|3E3|4A2|5A7|6E5|7A1|8E3|9E8|10E3|11N1|12E2
378,146416,timeout,426,100,184.11,9,3,0.3045,0,0.622220,91,26,213,164,49,17,88,17,45,"NA:A,SA:N",0A20|1A16|2A1|3A20|4A3|5A3|6A18|7A9|8A1|9E15|10E5|11N1|12E6
379,146788,timeout,372,100,176.67,9,4,0.3028,0,0.640480,50,17,152,170,50,17,93,18,39,"NA:N,SA:N",0E1|1E1|2A1|3E1|4A1|5A1|6A2|7A1|8A1|9A7|10E14|11A20|12A16
380,147228,timeout,440,100,136.10,9,3,0.3007,0,0.609003,179,59,268,122,50,12,52,12,47,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A19|9E19|10E20|11N1|12E20
381,147686,timeout,458,100,165.98,8,4,0.2985,0,0.625214,109,25,237,171,50,15,98,15,45,"NA:N,SA:N",0A20|1A20|2A20|3A4|4A4|5A2|6A20|7A19|8E1|9E14|10E5|11N1|12E5
382,148126,timeout,440,100,139.00,9,3,0.2964,0,0.643413,180,51,263,127,50,12,57,11,47,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9E18|10E17|11N1|12E16
383,148513,timeout,387,100,153.32,8,4,0.2946,0,0.674437,13,23,152,185,50,14,113,14,43,"NA:N,SA:N",0A4|1A3|2A1|3A1|4A1|5A1|6E13|7A1|8A1|9E4|10E3|11N1|12E3
384,148978,timeout,465,100,210.15,9,3,0.2924,0,0.648246,121,38,250,165,50,19,89,18,49,"NA:A,SA:N",0A18|1A20|2A5|3A1|4A13|5A20|6A20|7A20|8A4|9E17|10E10|11N1|12E11
385,149358,timeout,380,100,72.90,9,3,0.2905,0,0.666399,180,60,243,87,50,6,22,6,49,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9E20|10E20|11N1|12E20
386,149821,timeout,463,100,238.33,9,3,0.2884,0,0.659323,111,30,247,166,50,22,85,22,44,"NA:A,SA:N",0A11|1A20|2A1|3A1|4A20|5A20|6A15|7A20|8A3|9E12|10E9|11N1|12E9
387,150194,timeout,373,100,139.28,8,4,0.2866,0,0.676470,26,28,155,168,50,13,98,13,39,"NA:N,SA:N",0A1|1A3|2A1|3A1|4A5|5A5|6A8|7A2|8E8|9E8|10E6|11N1|12E6
388,150678,timeout,484,100,237.39,10,3,0.2843,0,0.676653,129,11,252,182,50,21,103,19,44,"NA:A,SA:N",0A20|1A20|2A6|3A5|4A20|5A6|6A20|7A15|8A2|9E3|10E6|11A15|12E2
389,151125,timeout,447,100,197.97,9,3,0.2822,0,0.668600,125,28,240,157,50,18,81,18,47,"NA:A,SA:N",0A20|1A11|2A4|3A7|4A20|5A20|6A20|7A20|8A3|9E18|10E5|11N1|12E5
390,151611,timeout,486,100,204.71,11,2,0.2798,0,0.679348,182,25,287,149,50,18,72,17,47,"NA:N,SA:N",0A20|1A20|2A6|3A8|4A20|5A15|6A13|7A20|8E5|9E20|10A20|11A20|12A20
391,152062,timeout,451,100,193.36,9,3,0.2777,0,0.676991,128,54,255,146,50,17,72,16,44,"NA:A,SA:N",0A20|1A20|2A20|3A4|4A15|5A6|6A20|7A20|8A3|9E20|10E17|11N1|12E17
392,152406,timeout,344,100,115.29,6,7,0.2761,0,0.674472,62,54,153,142,49,12,71,15,31,"NA:N,SA:N",0E1|1A1|2E1|3E1|4A1|5E1|6A1|7E10|8A19|9A20|10E20|11A20|12E20
393,152836,timeout,430,100,126.75,9,3,0.2740,0,0.696172,178,60,269,111,50,11,42,10,46,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A18|9E20|10E20|11N1|12E20
394,153236,timeout,400,100,88.25,9,3,0.2721,0,0.712034,129,46,222,128,50,7,63,6,41,"NA:A,SA:N",0A20|1A14|2A3|3A7|4A18|5A20|6A20|7A20|8A7|9E20|10E13|11N1|12E13
395,153701,timeout,465,100,123.55,9,3,0.2699,0,0.712503,179,54,284,131,50,10,64,8,49,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A19|9E19|10E17|11N1|12E18
396,154108,timeout,407,100,97.42,9,3,0.2680,0,0.683082,179,54,253,104,50,8,39,7,48,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A19|9E14|10E20|11N1|12E20
397,154543,timeout,435,100,104.25,9,3,0.2659,0,0.714956,102,35,230,155,50,9,88,9,45,"NA:A,SA:N",0A5|1A1|2A1|3A20|4A5|5A20|6A20|7A20|8A10|9E20|10E8|11N1|12E7
398,154977,timeout,434,100,130.39,9,3,0.2639,0,0.701782,178,42,255,130,49,11,61,10,46,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A18|9E18|10E12|11N1|12E12
399,155386,timeout,409,100,114.24,9,3,0.2619,0,0.719560,179,59,249,111,49,10,42,10,49,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A19|9E19|10E20|11N1|12E20
400,155829,timeout,443,100,135.83,9,3,0.2598,0,0.721917,180,49,267,126,50,12,55,12,46,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9E11|10E19|11N1|12E19
401,156195,timeout,366,100,76.56,9,3,0.2581,0,0.728565,180,60,235,81,50,6,17,5,48,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9E20|10E20|11N1|12E20
402,156583,timeout,388,100,73.88,9,3,0.2562,0,0.714191,180,58,239,100,49,6,34,6,45,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9E18|10E20|11N1|12E20
403,156981,timeout,398,100,58.93,10,3,0.2543,0,0.675606,200,58,254,94,50,4,30,4,47,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9E18|10E20|11A20|12E20
404,157334,loss,353,70,76.13,0,12,0.2527,0,0.703867,0,48,143,188,22,13,119,21,22,"NA:E,SA:N",0E1|1E1|2E1|3E3|4E1|5E5|6E12|7E6|8E3|9E9|10E3|11N1|12E3
405,157751,timeout,417,100,127.47,9,3,0.2507,0,0.745599,180,58,255,112,50,11,43,10,44,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9E18|10E20|11N1|12E20
406,158158,timeout,407,100,97.32,9,3,0.2487,0,0.734532,180,59,256,101,50,8,35,7,46,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9E19|10E20|11N1|12E20
407,158622,timeout,464,100,208.04,10,3,0.2465,0,0.716132,125,26,248,167,49,19,88,19,48,"NA:A,SA:N",0A14|1A20|2A3|3A4|4A3|5A20|6A20|7A20|8A1|9E19|10E3|11A20|12E4
408,159141,timeout,519,100,176.84,12,1,0.2441,0,0.706419,240,15,328,141,50,14,68,9,49,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9A20|10A20|11A20|12E15
409,159587,timeout,446,100,110.41,9,3,0.2420,0,0.702311,148,30,252,144,50,9,77,7,45,"NA:A,SA:N",0A20|1A20|2A14|3A13|4A20|5A20|6A20|7A20|8A1|9E3|10E14|11N1|12E13
410,160111,timeout,524,100,161.49,10,3,0.2395,0,0.732831,176,22,305,169,50,14,96,14,47,"NA:A,SA:N",0A15|1A20|2A6|3A20|4A20|5A20|6A20|7A20|8A15|9E3|10E2|11A20|12E17
411,160493,timeout,382,100,139.92,9,4,0.2377,0,0.736599,109,55,207,125,50,13,52,13,48,"NA:N,SA:N",0A18|1A20|2A1|3A1|4A13|5A12|6A6|7A18|8E20|9E11|10E12|11A20|12E12
412,160897,timeout,404,100,127.29,1,12,0.2357,0,0.718847,19,232,173,199,32,16,107,24,27,"NA:E,SA:N",0E20|1E19|2E19|3E19|4E19|5E19|6E19|7E19|8E20|9E19|10E20|11A19|12E20
413,161401,timeout,504,100,133.09,10,3,0.2333,0,0.724409,164,12,290,166,48,11,94,10,45,"NA:A,SA:N",0A20|1A20|2A7|3A20|4A20|5A20|6A20|7A20|8A4|9E3|10E2|11A13|12E7
414,161911,timeout,510,100,138.25,9,4,0.2309,0,0.710560,166,19,295,165,50,12,94,13,46,"NA:N,SA:N",0A20|1A20|2A14|3A20|4A20|5A20|6A19|7A13|8E3|9E4|10E6|11A20|12E6
415,162415,timeout,504,100,181.09,11,2,0.2285,0,0.720322,218,20,313,141,50,15,68,13,48,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9A20|10E3|11A18|12E17
416,162950,win,535,93,163.10,13,0,0.2260,0,0.691826,182,0,320,169,46,7,106,3,46,"NA:A,SA:A",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A17|8A2|9A3|10A1|11A15|12A4
417,163339,timeout,389,100,284.24,9,3,0.2241,0,0.723701,52,28,162,177,50,27,92,26,41,"NA:A,SA:N",0A2|1A2|2A1|3A1|4A12|5A1|6A20|7A11|8A2|9E20|10E4|11N1|12E4
418,163887,timeout,548,100,187.33,12,1,0.2215,0,0.736537,212,10,335,164,49,15,90,12,49,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9A10|10A2|11A20|12E10
419,164432,timeout,545,100,124.50,12,1,0.2189,0,0.715666,240,18,348,147,50,9,78,7,49,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9A20|10A20|11A20|12E18
420,164970,win,538,98,182.38,13,0,0.2164,0,0.711146,230,0,333,157,48,9,89,5,45,"NA:A,SA:A",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9A18|10A9|11A20|12A3
421,165512,timeout,542,100,145.72,10,3,0.2138,0,0.708952,192,11,324,168,50,12,97,12,50,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A13|9E3|10E3|11A19|12E5
422,165923,timeout,411,100,99.61,9,3,0.2119,0,0.732075,120,49,228,134,49,8,68,7,48,"NA:A,SA:N",0A20|1A20|2A1|3A8|4A6|5A8|6A20|7A20|8A17|9E20|10E15|11N1|12E14
423,166371,timeout,448,100,139.23,9,3,0.2097,0,0.734879,104,35,233,167,48,12,96,11,45,"NA:A,SA:N",0A20|1A16|2A1|3A2|4A1|5A5|6A20|7A20|8A19|9E12|10E12|11N1|12E11
424,166895,timeout,524,100,173.09,11,2,0.2072,0,0.729388,195,5,310,164,50,14,91,12,46,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A16|9A1|10E2|11A18|12E3
425,167377,timeout,482,100,113.67,10,3,0.2050,0,0.680170,168,24,282,150,50,9,82,8,46,"NA:A,SA:N",0A20|1A20|2A15|3A5|4A20|5A20|6A20|7A20|8A8|9E12|10E6|11A20|12E6
426,167897,timeout,520,100,205.40,12,1,0.2025,0,0.694392,215,11,315,155,50,17,79,14,48,"NA:A,SA:N",0A20|1A20|2A20|3A15|4A20|5A20|6A20|7A20|8A20|9A17|10A3|11A20|12E11
427,168310,timeout,413,100,128.13,9,3,0.2005,0,0.680876,89,36,208,156,49,11,87,10,43,"NA:A,SA:N",0A20|1A1|2A1|3A2|4A1|5A5|6A20|7A20|8A19|9E19|10E8|11N1|12E9
428,168646,timeout,336,100,64.66,9,3,0.1989,0,0.689955,113,60,188,99,49,5,36,4,47,"NA:A,SA:N",0A20|1A20|2A1|3A3|4A4|5A20|6A20|7A20|8A5|9E20|10E20|11N1|12E20
429,169208,timeout,562,100,164.72,11,2,0.1963,0,0.707042,199,20,342,170,50,13,99,11,50,"NA:A,SA:N",0A20|1A20|2A20|3A19|4A20|5A20|6A20|7A20|8A5|9A15|10E6|11A20|12E14
430,169693,timeout,485,100,133.70,10,3,0.1940,0,0.712189,144,16,272,163,50,11,93,10,46,"NA:A,SA:N",0A20|1A20|2A2|3A20|4A20|5A7|6A14|7A20|8A1|9E2|10E10|11A20|12E4
431,170059,timeout,366,100,142.61,9,3,0.1922,0,0.695930,46,37,162,154,50,13,83,12,41,"NA:A,SA:N",0A20|1A7|2A1|3A1|4A1|5A1|6A11|7A1|8A3|9E12|10E12|11N1|12E13
432,170503,timeout,444,100,104.69,9,4,0.1901,0,0.695816,123,27,242,152,50,9,84,9,46,"NA:N,SA:N",0A20|1A20|2A1|3A6|4A5|5A11|6A20|7A20|8E10|9E5|10E6|11A20|12E6
433,170863,timeout,360,100,129.10,8,4,0.1884,0,0.721645,26,37,150,160,50,12,91,12,42,"NA:N,SA:N",0A6|1A2|2A1|3A1|4A1|5A2|6A12|7A1|8E18|9E6|10E6|11N1|12E7
434,171384,timeout,521,100,193.01,10,3,0.1859,0,0.691533,165,13,297,174,50,17,97,17,49,"NA:A,SA:N",0A20|1A20|2A8|3A20|4A17|5A20|6A20|7A20|8A1|9E2|10E6|11A19|12E5
435,171926,win,542,96,222.22,13,0,0.1834,0,0.735664,220,0,333,162,47,13,91,9,44,"NA:A,SA:A",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A13|9A20|10A5|11A19|12A3
436,172421,timeout,495,100,217.05,11,2,0.1810,0,0.740797,158,18,277,168,50,19,90,17,49,"NA:A,SA:N",0A20|1A20|2A12|3A12|4A20|5A20|6A20|7A20|8A5|9A1|10E10|11A8|12E8
437,172870,timeout,449,100,197.09,9,3,0.1789,0,0.722065,134,36,237,162,50,18,86,17,44,"NA:A,SA:N",0A20|1A20|2A4|3A20|4A10|5A19|6A20|7A20|8A1|9E17|10E10|11N1|12E9
438,173356,win,486,85,222.01,13,0,0.1766,0,0.729652,182,0,292,152,42,13,87,9,40,"NA:A,SA:A",0A20|1A20|2A3|3A20|4A8|5A19|6A20|7A20|8A17|9A20|10A3|11A9|12A3
439,173732,timeout,376,100,199.66,8,4,0.1748,0,0.776937,15,35,150,176,50,19,100,19,44,"NA:N,SA:N",0A6|1A1|2A1|3A2|4A1|5A1|6E19|7A2|8A1|9E10|10E3|11N1|12E3
440,174110,timeout,378,100,80.23,9,3,0.1730,0,0.769392,82,60,202,126,50,6,63,4,43,"NA:A,SA:N",0A20|1A20|2A3|3A4|4A11|5A1|6A18|7A2|8A3|9E20|10E20|11N1|12E20
441,174476,timeout,366,100,96.16,9,3,0.1712,0,0.790085,140,57,218,99,49,8,33,6,49,"NA:A,SA:N",0A20|1A20|2A6|3A20|4A20|5A20|6A12|7A20|8A2|9E17|10E20|11N1|12E20
442,174998,timeout,522,100,160.27,11,2,0.1688,0,0.816715,199,15,312,160,50,13,88,10,45,"NA:A,SA:N",0A20|1A20|2A20|3A15|4A20|5A20|6A20|7A20|8A16|9A8|10E7|11A20|12E8
443,175587,timeout,589,100,170.49,12,1,0.1660,0,0.762165,212,3,359,180,50,13,108,10,46,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A11|9A20|10A1|11A20|12E3
444,176093,timeout,506,100,239.56,11,2,0.1636,0,0.748224,169,23,287,169,50,21,89,19,49,"NA:A,SA:N",0A20|1A20|2A12|3A7|4A20|5A20|6A20|7A20|8A7|9A3|10E11|11A20|12E12
445,176484,timeout,391,100,222.01,5,7,0.1617,0,0.781518,21,35,156,187,48,23,105,26,43,"NA:N,SA:N",0E1|1E4|2A1|3E1|4A17|5A1|6E17|7A1|8A1|9E6|10E3|11N1|12E3
446,176969,timeout,485,100,193.40,11,2,0.1594,0,0.764217,184,32,282,153,50,17,76,16,45,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A6|9A1|10E17|11A17|12E15
447,177287,timeout,318,100,62.63,9,3,0.1579,0,0.776204,99,60,172,96,50,5,33,4,45,"NA:A,SA:N",0A20|1A20|2A2|3A4|4A1|5A8|6A20|7A20|8A4|9E20|10E20|11N1|12E20
448,177625,timeout,338,100,76.08,9,3,0.1563,0,0.757774,94,55,180,108,50,6,45,5,48,"NA:A,SA:N",0A20|1A1|2A14|3A1|4A14|5A2|6A20|7A20|8A2|9E15|10E20|11N1|12E20
449,178159,timeout,534,100,147.94,10,3,0.1537,0,0.750941,178,32,315,169,50,12,98,11,47,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A1|9E2|10E12|11A17|12E18
450,178703,win,544,96,222.04,13,0,0.1512,0,0.742834,204,0,331,166,47,13,95,9,46,"NA:A,SA:A",0A20|1A20|2A17|3A16|4A20|5A20|6A20|7A20|8A17|9A12|10A2|11A17|12A3
451,179030,timeout,327,100,56.12,8,4,0.1496,0,0.717579,52,58,153,125,49,5,62,5,42,"NA:N,SA:N",0A12|1A8|2A1|3A1|4A1|5A1|6A19|7A9|8E19|9E13|10E13|11N1|12E13
452,179526,timeout,496,100,191.21,9,3,0.1473,0,0.748418,158,28,283,164,49,17,88,17,45,"NA:A,SA:N",0A20|1A20|2A20|3A3|4A20|5A20|6A20|7A20|8A15|9E12|10E8|11N1|12E8
453,179901,timeout,375,100,128.80,8,4,0.1455,0,0.741519,10,29,153,173,49,12,103,12,45,"NA:N,SA:N",0A1|1A1|2A1|3A3|4A1|5A1|6E14|7A1|8A1|9E9|10E3|11N1|12E3
454,180236,timeout,335,100,30.40,9,3,0.1439,0,0.734007,116,54,192,93,50,2,32,2,45,"NA:A,SA:N",0A20|1A20|2A2|3A6|4A7|5A20|6A20|7A20|8A1|9E14|10E20|11N1|12E20
455,180700,win,464,82,147.34,13,0,0.1417,0,0.731393,215,0,297,127,40,6,69,3,40,"NA:A,SA:A",0A20|1A20|2A20|3A9|4A20|5A20|6A20|7A20|8A20|9A20|10A3|11A20|12A3
456,181180,timeout,480,100,200.90,9,3,0.1394,0,0.739659,141,37,268,163,49,18,87,17,45,"NA:A,SA:N",0A20|1A20|2A18|3A8|4A20|5A20|6A14|7A20|8A1|9E15|10E11|11N1|12E11
457,181548,timeout,368,100,100.38,8,4,0.1376,0,0.708486,126,60,208,111,49,9,44,8,46,"NA:N,SA:N",0A20|1A20|2A4|3A9|4A20|5A20|6A13|7A20|8E3|9E17|10E20|11N1|12E20
458,181951,timeout,403,100,174.08,8,4,0.1357,0,0.752966,88,49,205,148,50,16,75,16,48,"NA:N,SA:N",0A20|1A19|2A1|3A1|4A5|5A2|6A20|7A20|8E3|9E17|10E14|11N1|12E15
459,182418,timeout,467,100,252.97,10,3,0.1335,0,0.751143,161,17,257,160,50,23,78,22,48,"NA:A,SA:N",0A20|1A20|2A4|3A19|4A20|5A20|6A17|7A20|8A1|9E3|10E10|11A20|12E4
460,182800,timeout,382,100,163.87,7,5,0.1317,0,0.753003,12,26,153,180,49,16,106,17,39,"NA:N,SA:N",0A1|1A1|2A1|3A6|4A1|5A1|6E6|7A1|8E3|9E10|10E3|11N1|12E4
461,183209,timeout,409,100,212.99,1,11,0.1298,0,0.717574,6,44,162,201,46,24,116,31,31,"NA:N,SA:N",0E1|1E1|2E1|3E1|4E1|5E1|6E19|7E2|8A6|9E11|10E3|11N1|12E3
462,183675,timeout,466,100,220.51,9,3,0.1275,0,0.764290,147,39,262,154,50,20,76,19,43,"NA:A,SA:N",0A20|1A20|2A17|3A20|4A20|5A20|6A9|7A20|8A1|9E15|10E12|11N1|12E12
463,184036,timeout,361,100,148.51,8,4,0.1258,0,0.735346,47,47,157,154,50,14,82,14,40,"NA:N,SA:N",0A16|1A1|2A1|3A1|4A1|5A1|6A6|7A20|8E19|9E10|10E9|11N1|12E9
464,184601,timeout,565,100,163.35,11,2,0.1231,0,0.746015,219,11,348,168,49,13,96,11,49,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9A19|10E3|11A20|12E8
465,184993,timeout,392,100,197.17,8,4,0.1213,0,0.736509,25,11,152,190,50,19,113,19,35,"NA:N,SA:N",0A17|1A1|2A1|3A1|4A1|5A2|6E3|7A1|8A1|9E3|10E2|11N1|12E3
466,185502,win,509,88,182.79,13,0,0.1189,0,0.739763,228,0,323,143,43,9,80,5,41,"NA:A,SA:A",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A19|9A20|10A6|11A20|12A3
467,186011,win,509,87,220.94,13,0,0.1164,0,0.739470,208,0,316,151,42,13,84,9,40,"NA:A,SA:A",0A20|1A20|2A19|3A16|4A20|5A20|6A20|7A20|8A10|9A20|10A3|11A17|12A3
468,186505,timeout,494,100,203.64,9,3,0.1141,0,0.746778,165,21,279,165,50,18,89,16,45,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A5|9E3|10E9|11N1|12E9
469,186848,timeout,343,100,123.73,9,3,0.1125,0,0.775590,85,57,177,116,50,11,47,10,46,"NA:A,SA:N",0A20|1A20|2A2|3A2|4A2|5A3|6A15|7A20|8A1|9E17|10E20|11N1|12E20
470,187366,timeout,518,100,204.78,12,1,0.1100,0,0.709008,179,12,299,170,49,17,93,14,45,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A15|9A1|10A1|11A2|12E12
471,187825,timeout,459,100,196.54,8,4,0.1078,0,0.748246,142,49,257,152,50,18,77,18,43,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A2|7A20|8E3|9E9|10E19|11N1|12E18
472,188119,timeout,294,100,104.49,2,10,0.1064,0,0.735166,40,71,124,122,48,13,49,19,36,"NA:N,SA:N",0E1|1E1|2E1|3E1|4E11|5E14|6E20|7A20|8A20|9E16|10E3|11N1|12E3
473,188449,timeout,330,100,120.45,8,4,0.1049,0,0.749906,74,67,163,118,49,11,50,10,41,"NA:N,SA:N",0A20|1A1|2A3|3A1|4A1|5A13|6A15|7A20|8E18|9E16|10E17|11N1|12E16
474,188802,timeout,353,100,85.88,9,3,0.1032,0,0.745834,119,52,193,111,49,7,46,6,45,"NA:A,SA:N",0A20|1A20|2A9|3A2|4A3|5A20|6A20|7A20|8A5|9E12|10E20|11N1|12E20
475,189142,timeout,340,100,68.40,8,4,0.1016,0,0.754353,136,58,197,93,50,6,29,6,45,"NA:N,SA:N",0A20|1A20|2A20|3A3|4A15|5A20|6A18|7A20|8E1|9E17|10E20|11N1|12E20
476,189526,timeout,384,100,221.64,3,9,0.0998,0,0.756395,26,59,155,183,46,24,97,29,26,"NA:N,SA:N",0E1|1E1|2E2|3E1|4E17|5A1|6E20|7A20|8A5|9E7|10E5|11N1|12E5
477,189851,timeout,325,100,42.75,8,4,0.0982,0,0.745276,55,71,156,121,48,3,60,2,29,"NA:N,SA:N",0A20|1A1|2A9|3A1|4A1|5A1|6A2|7A20|8E20|9E17|10E17|11N1|12E17
478,190361,timeout,510,100,151.80,12,1,0.0958,0,0.751056,176,12,296,165,49,12,94,9,37,"NA:A,SA:N",0A20|1A20|2A12|3A5|4A20|5A20|6A20|7A20|8A5|9A14|10A1|11A19|12E12
479,190700,timeout,339,100,87.54,9,3,0.0942,0,0.742208,96,59,183,107,49,7,43,5,43,"NA:A,SA:N",0A20|1A2|2A1|3A20|4A6|5A6|6A20|7A20|8A1|9E19|10E20|11N1|12E20
480,191100,timeout,400,100,207.05,9,3,0.0923,0,0.740238,45,16,170,181,49,19,103,18,33,"NA:A,SA:N",0A16|1A1|2A1|3A1|4A1|5A2|6A1|7A20|8A2|9E10|10E3|11N1|12E3
481,191673,timeout,573,100,170.73,12,1,0.0896,0,0.714567,211,13,353,171,49,13,99,9,47,"NA:A,SA:N",0A20|1A20|2A20|3A15|4A20|5A20|6A20|7A20|8A20|9A17|10A1|11A18|12E13
482,192158,win,485,81,230.50,13,0,0.0872,0,0.734472,175,0,288,158,39,14,93,10,35,"NA:A,SA:A",0A20|1A20|2A20|3A7|4A20|5A20|6A20|7A20|8A1|9A3|10A3|11A20|12A1
483,192540,timeout,382,100,238.72,7,5,0.0854,0,0.726633,60,39,168,165,49,23,85,23,39,"NA:N,SA:N",0A7|1A1|2A1|3E3|4A10|5A1|6E17|7A20|8A20|9E13|10E3|11N1|12E3
484,192916,timeout,376,100,125.91,9,3,0.0836,0,0.718312,20,17,152,176,48,11,106,9,42,"NA:A,SA:N",0A9|1A1|2A1|3A1|4A1|5A1|6A3|7A2|8A1|9E9|10E4|11N1|12E4
485,193454,win,538,100,195.43,13,0,0.0811,0,0.760838,182,0,316,173,49,10,104,5,44,"NA:A,SA:A",0A20|1A20|2A20|3A9|4A20|5A20|6A20|7A20|8A9|9A20|10A1|11A1|12A2
486,194032,timeout,578,100,197.73,12,1,0.0783,0,0.722985,221,8,356,173,49,16,97,13,43,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9A20|10A1|11A20|12E8
