121,45825,timeout,372,100,107.12,8,4,0.7823,0,0.562422,23,14,150,172,50,10,104,11,43,"NA:N,SA:N",0A1|1A9|2A2|3A2|4A2|5A5|6A1|7A1|8E6|9E2|10E3|11N1|12E3
122,46241,timeout,416,100,69.56,1,12,0.7804,0,0.562744,16,238,180,204,32,11,115,20,24,"NA:E,SA:N",0E20|1E20|2E20|3E20|4E20|5E20|6E20|7E20|8E20|9E20|10E18|11E20|12A16
123,46597,timeout,356,100,86.36,7,6,0.7787,0,0.538364,14,46,150,156,50,9,88,10,46,"NA:N,SA:N",0E3|1E3|2A1|3E17|4A1|5A4|6E15|7A3|8A1|9A1|10E5|11A3|12E3
124,46968,timeout,371,100,73.01,10,3,0.7769,0,0.571566,32,7,150,171,50,6,107,5,45,"NA:A,SA:N",0A6|1A1|2A1|3A3|4A1|5A15|6A1|7A1|8A1|9E3|10E2|11A2|12E2
125,47321,timeout,353,100,53.33,5,7,0.7752,0,0.595772,24,51,150,153,50,6,90,9,48,"NA:N,SA:N",0E1|1E4|2A20|3E15|4A1|5A1|6A1|7A1|8E13|9E3|10E7|11N1|12E8
126,47696,timeout,375,100,175.95,7,5,0.7734,0,0.533836,23,23,150,175,50,17,101,18,45,"NA:N,SA:N",0A3|1A2|2A1|3E8|4A1|5A14|6A1|7A1|8E8|9E3|10E2|11N1|12E2
127,48034,timeout,338,100,81.88,7,5,0.7718,0,0.548157,47,49,150,138,50,8,72,10,49,"NA:N,SA:N",0A14|1A1|2A18|3A10|4A2|5A1|6E17|7A1|8E15|9E6|10E5|11N1|12E6
128,48428,timeout,394,100,137.39,6,6,0.7700,0,0.569933,10,21,155,189,50,14,117,17,47,"NA:N,SA:N",0E2|1A4|2A1|3E8|4A1|5A2|6A1|7A1|8E5|9E3|10E1|11N1|12E2
129,48809,timeout,381,100,135.61,7,5,0.7682,0,0.558073,20,22,150,181,50,13,111,14,44,"NA:N,SA:N",0A2|1E4|2A4|3A1|4A10|5A1|6A1|7A1|8E8|9E2|10E4|11N1|12E4
130,49060,win,251,61,198.06,13,0,0.7670,0,0.543461,38,0,102,119,30,12,66,8,29,"NA:A,SA:A",0A1|1A2|2A1|3A3|4A1|5A6|6A2|7A10|8A1|9A3|10A2|11A5|12A1
131,49425,timeout,365,100,79.65,6,6,0.7652,0,0.546624,20,40,150,165,50,8,100,10,44,"NA:N,SA:N",0A10|1A6|2A1|3E19|4A1|5A1|6E11|7A1|8E3|9E2|10E3|11N1|12E2
132,49838,timeout,413,100,138.93,8,4,0.7633,0,0.544592,107,26,210,153,50,13,82,14,48,"NA:N,SA:N",0A20|1A20|2A2|3A20|4A15|5A7|6A18|7A5|8E5|9E12|10E4|11N1|12E5
133,50195,timeout,357,100,90.97,8,4,0.7616,0,0.584176,34,24,150,157,50,8,92,8,47,"NA:N,SA:N",0A20|1A6|2A2|3A1|4A2|5A1|6A1|7A1|8E11|9E4|10E4|11N1|12E5
134,50578,timeout,383,100,148.53,8,4,0.7598,0,0.576255,25,12,150,183,50,14,112,14,48,"NA:N,SA:N",0A7|1A1|2A3|3E5|4A1|5A1|6A2|7A9|8A1|9E1|10E3|11N1|12E3
135,50976,timeout,398,100,132.48,7,6,0.7579,0,0.529084,27,25,160,188,50,14,114,18,45,"NA:N,SA:N",0A4|1A4|2A1|3E3|4A4|5A9|6E3|7A1|8E2|9E5|10E4|11A4|12E8
136,51357,timeout,381,100,106.66,6,6,0.7561,0,0.550997,8,51,152,179,50,11,109,14,41,"NA:N,SA:N",0A1|1A1|2A3|3E18|4A1|5A1|6E17|7A1|8E6|9E4|10E3|11N1|12E3
137,51744,timeout,387,100,145.72,4,8,0.7542,0,0.551107,13,32,153,185,49,16,110,21,44,"NA:N,SA:N",0E1|1A6|2A1|3E1|4E19|5A4|6E2|7A2|8E2|9E3|10E2|11N1|12E2
138,52171,timeout,427,100,94.47,1,11,0.7522,0,0.578057,4,33,168,215,44,12,140,19,37,"NA:N,SA:N",0E1|1E1|2E1|3E4|4E8|5E1|6E3|7E4|8A4|9E6|10E2|11N1|12E2
139,52550,timeout,379,100,146.79,5,8,0.7504,0,0.543559,21,36,150,179,50,16,104,21,45,"NA:N,SA:N",0E1|1E1|2E2|3E1|4E6|5A1|6E2|7A1|8A1|9A17|10E20|11A1|12E3
140,53098,timeout,548,100,114.13,12,1,0.7478,0,0.553376,240,18,354,144,50,8,75,7,49,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9A20|10E18|11A20|12A20
141,53488,timeout,390,100,137.35,7,6,0.7459,0,0.577533,11,23,153,188,49,14,115,16,42,"NA:N,SA:N",0E1|1E2|2A1|3E1|4E11|5A1|6A1|7A1|8A2|9A2|10E7|11A3|12E1
142,53967,timeout,479,100,221.79,11,2,0.7437,0,0.507612,106,22,245,184,50,20,104,19,46,"NA:N,SA:A",0A20|1A20|2A4|3A3|4A3|5A11|6E8|7A2|8E14|9A2|10A9|11A20|12A12
143,54339,timeout,372,100,119.97,7,5,0.7419,0,0.535986,22,27,152,170,50,12,99,14,44,"NA:N,SA:N",0A8|1A1|2A1|3E15|4A8|5A2|6E4|7A1|8A1|9E5|10E2|11N1|12E1
144,54738,timeout,399,100,103.74,7,5,0.7400,0,0.548798,20,28,165,184,50,10,116,12,49,"NA:N,SA:N",0E1|1E18|2A5|3A1|4A4|5A1|6A2|7A6|8A1|9E2|10E3|11N1|12E4
145,55134,timeout,396,100,149.46,3,10,0.7381,0,0.547586,17,43,155,192,49,17,115,23,40,"NA:E,SA:N",0E1|1E1|2E1|3E2|4E1|5E1|6E7|7E6|8E3|9A4|10E20|11A11|12A2
146,55514,timeout,380,100,109.40,6,6,0.7363,0,0.545145,24,22,150,180,50,11,112,13,49,"NA:N,SA:N",0A9|1A9|2A1|3E9|4A1|5A1|6E1|7A3|8E5|9E2|10E2|11N1|12E3
147,55907,timeout,393,100,180.63,7,5,0.7344,0,0.541759,15,19,150,193,50,18,117,19,48,"NA:N,SA:N",0E3|1A4|2A2|3E8|4A1|5A1|6A2|7A4|8A1|9E2|10E3|11N1|12E3
148,56276,timeout,369,100,43.49,9,3,0.7327,0,0.577486,178,60,236,83,50,3,22,3,49,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A18|9E20|10E20|11N1|12E20
149,56655,timeout,379,100,102.19,3,9,0.7309,0,0.553249,8,50,150,179,50,12,110,16,43,"NA:N,SA:N",0E1|1E1|2E3|3E10|4E12|5A5|6E16|7A2|8A1|9E3|10E1|11N1|12E3
150,57015,loss,360,85,59.25,0,12,0.7292,0,0.569986,0,30,146,178,36,11,110,19,32,"NA:E,SA:N",0E1|1E1|2E1|3E1|4E1|5E3|6E1|7E4|8E3|9E7|10E4|11N1|12E3
151,57447,timeout,432,100,220.87,10,3,0.7271,0,0.526103,109,30,217,165,50,21,84,22,49,"NA:N,SA:N",0A20|1A5|2A18|3A5|4A20|5A6|6A13|7A1|8E3|9E7|10E20|11A17|12A4
152,57837,timeout,390,100,94.40,1,11,0.7253,0,0.570124,2,39,156,186,48,12,115,19,45,"NA:N,SA:N",0E1|1E1|2E1|3E2|4E4|5E4|6E4|7A2|8E11|9E3|10E4|11N1|12E4
153,58251,timeout,414,100,167.64,7,6,0.7233,0,0.560531,15,35,155,210,49,17,133,19,30,"NA:N,SA:N",0E1|1A1|2A1|3E1|4E3|5A1|6A1|7E5|8A1|9A1|10E18|11A9|12E7
154,58647,timeout,396,100,191.06,8,4,0.7214,0,0.583347,61,23,177,169,50,18,93,18,47,"NA:N,SA:N",0A20|1A9|2A5|3A2|4A12|5A1|6A11|7A1|8E7|9E8|10E4|11N1|12E4
155,59010,timeout,363,100,121.13,7,5,0.7197,0,0.537286,45,24,150,163,50,12,93,13,45,"NA:N,SA:N",0A20|1A1|2A1|3A1|4A20|5A1|6E10|7A1|8E2|9E5|10E3|11N1|12E4
156,59361,timeout,351,100,105.91,7,5,0.7180,0,0.545127,42,36,150,151,50,10,84,11,45,"NA:N,SA:N",0A12|1A4|2A3|3A16|4A3|5A3|6E19|7A1|8E10|9E2|10E2|11N1|12E3
157,59754,timeout,393,100,193.78,7,5,0.7162,0,0.563595,19,26,152,191,50,19,114,20,46,"NA:N,SA:N",0A1|1A10|2A3|3E2|4A1|5A2|6E14|7A1|8A1|9E2|10E4|11N1|12E4
158,60176,timeout,422,100,105.77,9,3,0.7142,0,0.562487,123,33,225,147,50,9,80,9,47,"NA:A,SA:N",0A20|1A20|2A20|3A13|4A7|5A12|6A20|7A6|8A5|9E18|10E8|11N1|12E7
159,60560,timeout,384,100,107.74,6,6,0.7123,0,0.541105,51,23,167,167,50,11,97,14,41,"NA:N,SA:N",0A18|1A14|2A11|3E1|4A2|5A5|6E2|7A1|8E3|9E9|10E4|11N1|12E4
160,60939,timeout,379,100,127.14,7,5,0.7105,0,0.553469,53,25,165,164,50,12,95,13,48,"NA:N,SA:N",0A20|1A13|2A1|3A1|4A1|5A2|6E6|7A15|8E7|9E7|10E2|11N1|12E3
161,61304,timeout,365,100,75.25,5,7,0.7088,0,0.546124,25,28,150,165,50,8,100,11,47,"NA:N,SA:N",0A7|1A3|2A1|3E1|4E3|5A1|6E9|7A13|8E6|9E3|10E3|11N1|12E3
162,61724,timeout,420,100,112.50,5,7,0.7068,0,0.549240,23,28,180,190,50,12,120,16,44,"NA:N,SA:N",0A10|1E6|2A4|3E1|4E2|5A1|6E3|7A7|8A1|9E10|10E3|11N1|12E3
163,62121,timeout,397,100,112.62,7,5,0.7049,0,0.564805,18,21,165,182,50,11,113,13,44,"NA:N,SA:N",0E3|1A1|2A1|3E8|4A1|5A12|6A1|7A1|8A1|9E3|10E3|11N1|12E4
164,62541,timeout,420,100,159.15,9,3,0.7029,0,0.553764,132,31,225,145,50,14,73,13,48,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A3|6A16|7A9|8A4|9E18|10E6|11N1|12E7
165,62951,timeout,410,100,122.10,1,12,0.7010,0,0.561588,14,133,170,198,42,15,118,22,39,"NA:E,SA:N",0E8|1E8|2E8|3E8|4E10|5E9|6E8|7E8|8E9|9E17|10E20|11E20|12A14
166,63328,timeout,377,100,102.02,7,5,0.6992,0,0.583785,32,19,152,175,50,10,106,12,48,"NA:N,SA:N",0A4|1A2|2A6|3A17|4A1|5A1|6E5|7A1|8E7|9E3|10E2|11N1|12E2
167,63706,timeout,378,100,141.78,6,6,0.6974,0,0.556750,22,22,150,178,50,15,104,19,45,"NA:N,SA:N",0A9|1A2|2A1|3E3|4A8|5A1|6E3|7A1|8E5|9E3|10E5|11N1|12E3
168,64109,loss,403,96,54.33,0,12,0.6955,0,0.561371,0,46,161,195,47,11,126,20,45,"NA:E,SA:N",0E1|1E1|2E1|3E6|4E5|5E3|6E11|7E4|8E3|9E7|10E2|11N1|12E2
169,64484,timeout,375,100,119.20,8,4,0.6937,0,0.559739,37,17,153,173,49,11,104,11,48,"NA:N,SA:N",0A18|1A2|2A6|3E5|4A1|5A4|6A4|7A1|8A1|9E5|10E4|11N1|12E3
170,65001,timeout,517,100,178.72,12,1,0.6912,0,0.542868,224,19,325,142,50,15,67,14,50,"NA:A,SA:N",0A20|1A20|2A5|3A20|4A20|5A20|6A20|7A20|8A20|9A19|10E19|11A20|12A20
171,65373,timeout,372,100,139.42,8,4,0.6895,0,0.565794,42,15,150,172,50,13,102,13,49,"NA:N,SA:N",0A4|1A8|2A7|3A19|4A1|5A1|6A1|7A1|8E7|9E2|10E3|11N1|12E3
172,65757,timeout,384,100,187.24,6,6,0.6877,0,0.551058,17,30,150,184,50,19,107,22,47,"NA:N,SA:N",0E1|1A8|2A1|3E4|4A1|5A3|6E16|7A1|8A3|9E1|10E4|11N1|12E4
173,66242,timeout,485,100,228.05,8,5,0.6854,0,0.550261,85,9,222,213,50,22,133,23,47,"NA:N,SA:A",0E1|1E1|2E2|3E1|4E4|5A1|6A1|7A15|8A3|9A10|10A20|11A20|12A15
174,66646,timeout,404,100,165.04,5,7,0.6834,0,0.564308,8,34,160,194,50,17,120,20,47,"NA:N,SA:N",0E3|1A1|2A4|3E8|4A1|5A1|6E9|7A1|8E1|9E7|10E3|11N1|12E3
175,67012,timeout,366,100,105.56,5,7,0.6817,0,0.554611,32,36,150,166,50,11,98,14,47,"NA:N,SA:N",0E1|1A20|2A3|3E11|4A3|5A1|6E5|7A5|8E10|9E3|10E3|11N1|12E3
176,67439,loss,427,97,84.32,0,12,0.6797,0,0.545902,0,52,170,218,39,14,138,22,30,"NA:E,SA:N",0E1|1E1|2E3|3E1|4E9|5E1|6E5|7E10|8E3|9E10|10E4|11N1|12E4
177,67870,timeout,431,100,232.91,12,1,0.6776,0,0.559058,49,4,183,198,50,21,117,19,46,"NA:A,SA:N",0A8|1A15|2A4|3A1|4A4|5A1|6A3|7A1|8A1|9E4|10A1|11A6|12A4
178,68253,timeout,383,100,147.43,7,5,0.6758,0,0.542118,11,23,150,183,50,15,109,18,41,"NA:N,SA:N",0A2|1A1|2A1|3A3|4A1|5A2|6E3|7A1|8E7|9E3|10E6|11N1|12E4
179,68618,loss,365,92,23.90,0,12,0.6741,0,0.567400,0,47,146,176,43,8,110,17,42,"NA:E,SA:N",0E1|1E1|2E1|3E11|4E2|5E3|6E8|7E4|8E3|9E7|10E3|11N1|12E3
180,68987,timeout,369,100,125.29,6,6,0.6723,0,0.546939,36,28,150,169,50,13,98,16,45,"NA:N,SA:N",0A7|1A3|2A17|3E4|4A6|5A2|6E6|7A1|8E11|9E3|10E2|11N1|12E2
181,69350,timeout,363,100,93.83,7,5,0.6706,0,0.551507,55,42,167,146,50,9,78,11,48,"NA:N,SA:N",0A16|1A13|2A6|3A2|4A14|5A3|6E6|7A1|8E14|9E7|10E7|11N1|12E8
182,69727,win,377,67,238.92,13,0,0.6688,0,0.547711,52,0,176,168,33,16,107,14,32,"NA:A,SA:A",0A12|1A5|2A1|3A1|4A19|5A1|6A2|7A1|8A1|9A3|10A3|11A1|12A2
183,70141,timeout,414,100,185.09,8,5,0.6668,0,0.538569,35,26,175,189,50,18,112,20,45,"NA:N,SA:N",0A1|1A1|2A1|3E2|4A2|5A1|6E1|7E2|8E1|9E20|10A20|11A8|12A1
184,70532,timeout,391,100,56.01,1,12,0.6650,0,0.565922,15,178,164,185,42,9,109,18,35,"NA:E,SA:N",0E13|1E13|2E13|3E13|4E14|5E14|6E13|7E13|8E13|9E19|10E20|11A15|12E20
185,70908,timeout,376,100,126.86,7,5,0.6632,0,0.566495,72,23,170,156,50,13,84,15,48,"NA:N,SA:N",0A20|1A19|2A20|3A2|4A1|5A5|6E2|7A5|8E8|9E2|10E7|11N1|12E4
186,71350,timeout,442,100,157.92,2,10,0.6611,0,0.587555,2,42,174,226,42,18,143,24,35,"NA:N,SA:N",0E1|1E1|2E1|3E1|4E15|5E4|6A1|7A1|8E10|9E3|10E3|11N1|12E3
187,71750,timeout,400,100,205.30,7,5,0.6592,0,0.571171,23,21,157,193,50,20,115,21,47,"NA:N,SA:N",0A2|1A1|2A1|3A3|4A10|5A5|6E3|7A1|8E7|9E5|10E3|11N1|12E3
188,72132,loss,382,86,120.42,0,12,0.6574,0,0.558590,0,52,149,197,36,18,120,27,33,"NA:E,SA:N",0E1|1E2|2E1|3E2|4E17|5E6|6E1|7E4|8E3|9E7|10E4|11N1|12E4
189,72506,timeout,374,100,93.54,5,7,0.6556,0,0.566462,15,31,150,174,50,10,107,12,48,"NA:N,SA:N",0E3|1A10|2A1|3E3|4A1|5A2|6E5|7A1|8E11|9E3|10E3|11N1|12E3
190,72757,loss,251,60,6.91,0,12,0.6544,0,0.547223,0,60,107,120,24,6,70,13,21,"NA:E,SA:N",0E1|1E1|2E8|3E4|4E13|5E7|6E7|7E3|8E7|9E3|10E3|11N1|12E3
191,73147,timeout,390,100,126.95,6,6,0.6526,0,0.590125,17,25,155,185,50,13,114,16,48,"NA:N,SA:N",0A1|1A12|2A1|3E3|4A1|5A1|6E11|7A1|8E5|9E3|10E2|11N1|12E1
192,73541,timeout,394,100,207.69,4,8,0.6507,0,0.555871,13,42,155,189,50,22,109,26,46,"NA:N,SA:N",0E1|1E1|2A2|3E8|4E6|5A1|6E19|7A9|8A1|9E3|10E2|11N1|12E2
193,73957,timeout,416,100,99.76,1,12,0.6487,0,0.593819,18,203,180,199,37,13,115,20,33,"NA:E,SA:N",0E16|1E16|2E16|3E16|4E16|5E16|6E16|7E16|8E15|9E20|10E20|11A18|12E20
194,74366,timeout,409,100,138.64,6,6,0.6468,0,0.595117,7,16,155,204,50,14,133,16,46,"NA:N,SA:N",0A2|1E3|2A1|3A1|4E3|5A1|6E3|7A1|8A1|9E3|10E2|11N1|12E2
195,74772,timeout,406,100,222.76,9,3,0.6448,0,0.566161,28,9,157,199,50,21,120,20,45,"NA:A,SA:N",0A4|1A11|2A1|3A1|4A3|5A3|6A3|7A1|8A1|9E3|10E3|11N1|12E3
196,75178,timeout,406,100,163.66,7,6,0.6429,0,0.572035,26,26,155,202,49,17,124,19,45,"NA:N,SA:N",0E1|1E1|2E1|3E1|4A1|5A1|6E2|7A2|8A1|9A1|10A1|11A19|12E20
197,75611,timeout,433,100,192.23,1,11,0.6408,0,0.583140,1,48,168,221,44,22,136,29,38,"NA:N,SA:N",0E1|1E2|2E2|3E3|4E20|5E3|6E6|7A1|8E5|9E2|10E1|11N1|12E3
198,75991,timeout,380,100,125.65,6,6,0.6390,0,0.581301,20,37,155,175,50,13,104,16,49,"NA:N,SA:N",0A14|1A1|2A1|3E6|4A2|5A1|6E16|7A1|8E7|9E3|10E3|11N1|12E2
199,76368,timeout,377,100,87.17,8,4,0.6373,0,0.570360,17,24,150,177,50,8,111,9,47,"NA:N,SA:N",0A1|1A4|2A3|3A4|4A2|5A1|6E15|7A1|8A1|9E4|10E2|11N1|12E3
200,76792,timeout,424,100,107.79,2,10,0.6352,0,0.562995,8,40,170,210,44,13,133,19,35,"NA:N,SA:N",0E1|1E1|2E1|3E4|4E14|5A6|6E8|7A2|8E4|9E2|10E3|11N1|12E2
201,77002,win,210,39,132.70,13,0,0.6342,0,0.620303,92,0,121,70,19,6,32,4,19,"NA:A,SA:A",0A18|1A11|2A3|3A2|4A3|5A6|6A13|7A13|8A1|9A3|10A3|11A4|12A12
202,77194,win,192,31,132.52,13,0,0.6333,0,0.604642,82,0,111,66,15,6,32,5,15,"NA:A,SA:A",0A20|1A20|2A13|3A3|4A6|5A1|6A10|7A1|8A2|9A1|10A3|11A1|12A1
203,77578,timeout,384,100,86.39,1,11,0.6315,0,0.583024,1,32,153,182,49,11,113,18,44,"NA:N,SA:N",0E1|1E1|2E1|3E2|4E5|5E3|6E6|7A1|8E4|9E3|10E3|11N1|12E3
204,77960,timeout,382,100,159.32,6,6,0.6297,0,0.574063,18,21,150,182,50,16,109,17,45,"NA:N,SA:N",0A11|1A1|2A2|3E9|4A2|5A1|6E1|7A1|8E4|9E2|10E3|11N1|12E2
205,78347,timeout,387,100,126.02,6,6,0.6279,0,0.613667,10,28,153,185,49,13,113,16,45,"NA:N,SA:N",0A5|1A1|2A1|3E3|4A1|5A1|6E11|7A1|8E4|9E5|10E3|11N1|12E2
206,78764,timeout,417,100,156.92,8,4,0.6259,0,0.599708,31,27,183,185,49,15,111,16,46,"NA:N,SA:N",0A2|1A15|2A5|3A1|4A1|5A3|6E12|7A3|8A1|9E9|10E3|11N1|12E3
207,79226,timeout,462,100,177.32,11,2,0.6237,0,0.559824,87,7,224,188,50,16,112,16,48,"NA:A,SA:N",0A17|1A1|2A3|3A4|4A1|5A8|6A3|7A20|8A5|9E3|10E4|11A20|12A5
208,79581,timeout,355,100,59.35,5,7,0.6220,0,0.576803,30,58,150,155,50,7,90,11,46,"NA:N,SA:N",0E3|1A7|2A19|3E17|4A1|5A1|6E19|7A2|8E10|9E3|10E3|11N1|12E3
209,79984,loss,403,98,87.18,0,12,0.6201,0,0.587095,0,52,158,200,45,14,125,22,38,"NA:E,SA:N",0E1|1E1|2E3|3E1|4E11|5E4|6E10|7E3|8E5|9E4|10E4|11N1|12E5
210,80381,timeout,397,100,184.02,7,5,0.6182,0,0.584974,8,22,152,195,50,18,119,19,48,"NA:N,SA:N",0A1|1A1|2A1|3E8|4A1|5A2|6E8|7A1|8A1|9E2|10E2|11N1|12E2
211,80763,timeout,382,100,119.72,4,8,0.6164,0,0.605192,18,34,150,182,50,13,112,17,42,"NA:N,SA:N",0E1|1E1|2E1|3E10|4E3|5A1|6A1|7A3|8A13|9E12|10E3|11N1|12E3
212,81126,timeout,363,100,139.23,7,5,0.6147,0,0.573308,34,32,150,163,50,14,91,16,49,"NA:N,SA:N",0A9|1A18|2A1|3A1|4A3|5A1|6E16|7A1|8E5|9E3|10E4|11N1|12E4
213,81508,timeout,382,100,153.82,7,5,0.6128,0,0.583525,14,20,150,182,50,15,110,16,48,"NA:N,SA:N",0A2|1A2|2A1|3E3|4A1|5A3|6E10|7A2|8A3|9E1|10E3|11N1|12E3
214,81898,timeout,390,100,115.75,4,9,0.6110,0,0.589893,13,39,152,188,50,13,116,18,46,"NA:N,SA:N",0E1|1E1|2E1|3E1|4E1|5E1|6E12|7E1|8A1|9A5|10A5|11A2|12E20
215,82350,timeout,452,100,152.52,2,10,0.6088,0,0.594764,2,48,182,229,41,18,144,25,33,"NA:N,SA:N",0E1|1E1|2E1|3E3|4E16|5E3|6A1|7A1|8E14|9E5|10E2|11N1|12E2
216,82749,timeout,399,100,166.44,6,6,0.6069,0,0.608042,13,25,165,184,50,17,109,20,48,"NA:N,SA:N",0E2|1A2|2A1|3E8|4A1|5A6|6A1|7A2|8E2|9E3|10E5|11N1|12E5
217,83131,timeout,382,100,92.92,3,9,0.6051,0,0.612790,15,53,155,178,49,11,108,16,42,"NA:N,SA:N",0E1|1E1|2E1|3E12|4E12|5A9|6E18|7A1|8A5|9E3|10E3|11N1|12E2
218,83381,loss,250,54,36.05,0,12,0.6039,0,0.612725,0,38,98,131,21,9,81,17,20,"NA:E,SA:N",0E1|1E1|2E1|3E1|4E1|5E3|6E8|7E5|8E3|9E8|10E3|11N1|12E3
219,83769,timeout,388,100,136.53,8,4,0.6021,0,0.605564,72,42,182,156,50,13,84,14,48,"NA:N,SA:N",0A20|1A20|2A20|3A1|4A5|5A4|6A1|7A1|8E9|9E13|10E10|11N1|12E10
220,84172,timeout,403,100,145.58,7,5,0.6002,0,0.623608,15,16,162,191,50,14,119,15,48,"NA:N,SA:N",0A4|1A4|2A1|3E1|4A1|5A2|6E8|7A2|8A1|9E2|10E2|11N1|12E3
221,84575,timeout,403,100,187.93,8,5,0.5983,0,0.620127,29,32,156,199,48,19,119,21,44,"NA:N,SA:N",0E1|1A1|2A2|3A1|4A1|5A1|6A1|7A2|8E3|9E6|10E15|11A20|12E7
222,84943,timeout,368,100,149.88,7,5,0.5965,0,0.601784,40,27,150,168,50,14,98,14,49,"NA:N,SA:N",0A1|1A3|2A19|3A13|4A2|5A1|6E9|7A1|8E5|9E3|10E5|11N1|12E5
223,85335,timeout,392,100,113.27,5,7,0.5947,0,0.634256,8,56,163,180,49,12,110,15,47,"NA:N,SA:N",0E1|1E4|2A1|3E15|4A4|5A1|6E20|7A1|8A1|9E9|10E2|11N1|12E5
224,85722,timeout,387,100,170.17,7,5,0.5928,0,0.608599,12,30,157,180,50,17,104,19,47,"NA:N,SA:N",0A2|1A3|2A1|3A3|4A1|5A1|6E3|7A1|8E17|9E5|10E3|11N1|12E2
225,86122,timeout,400,100,143.35,6,6,0.5909,0,0.642443,7,22,152,198,50,15,124,18,49,"NA:N,SA:N",0A1|1A1|2A2|3E1|4A1|5A1|6E10|7A1|8E2|9E3|10E3|11N1|12E3
226,86516,timeout,394,100,134.14,7,5,0.5890,0,0.609699,43,42,177,167,50,13,95,15,48,"NA:N,SA:N",0A16|1A17|2A5|3A1|4A1|5A2|6E5|7A1|8E14|9E10|10E7|11N1|12E6
227,86916,timeout,400,100,149.30,8,4,0.5871,0,0.640771,107,26,200,150,50,14,78,15,49,"NA:N,SA:N",0A20|1A20|2A3|3A7|4A20|5A19|6A16|7A2|8E4|9E12|10E6|11N1|12E4
228,87402,timeout,486,100,111.86,12,1,0.5848,0,0.602645,240,18,313,124,49,8,55,5,47,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9A20|10E18|11A20|12A20
229,87767,timeout,365,100,102.10,7,5,0.5831,0,0.640892,40,44,155,160,50,10,92,12,49,"NA:N,SA:N",0A8|1A1|2A20|3A2|4A6|5A1|6E18|7A2|8E13|9E3|10E5|11N1|12E5
230,88172,timeout,405,100,147.65,6,6,0.5812,0,0.615245,22,22,170,185,50,15,112,18,47,"NA:N,SA:N",0A15|1A2|2A1|3E5|4A1|5A1|6E1|7A2|8E6|9E4|10E3|11N1|12E3
231,88531,timeout,359,100,151.04,8,4,0.5795,0,0.624182,31,49,152,157,50,14,85,14,43,"NA:N,SA:N",0A7|1A2|2A1|3E18|4A6|5A1|6A8|7A3|8A3|9E19|10E6|11N1|12E6
232,88941,timeout,410,100,177.80,7,5,0.5775,0,0.606450,49,22,177,183,50,17,108,18,47,"NA:N,SA:N",0A20|1A8|2A2|3A16|4A1|5A1|6E1|7A1|8E3|9E11|10E4|11N1|12E3
233,89332,loss,391,92,44.16,0,12,0.5757,0,0.636757,0,43,156,196,39,10,124,19,28,"NA:E,SA:N",0E1|1E1|2E1|3E1|4E3|5E1|6E1|7E14|8E3|9E7|10E5|11N1|12E5
234,89692,timeout,360,100,94.55,7,5,0.5740,0,0.636512,42,26,152,158,50,9,91,10,46,"NA:N,SA:N",0A20|1A4|2A1|3A1|4A12|5A3|6E4|7A1|8E14|9E3|10E3|11N1|12E2
235,89991,timeout,299,100,-0.81,6,6,0.5725,0,0.586934,73,67,150,99,50,0,42,2,40,"NA:N,SA:N",0A19|1A17|2A2|3E17|4A20|5A3|6E16|7A12|8E14|9E7|10E6|11N1|12E7
236,90379,timeout,388,100,127.63,8,4,0.5707,0,0.632719,77,20,185,153,50,12,83,13,48,"NA:N,SA:N",0A20|1A20|2A8|3A6|4A15|5A5|6A2|7A1|8E6|9E6|10E4|11N1|12E4
237,90789,timeout,410,100,190.05,8,4,0.5688,0,0.645417,70,24,185,175,50,18,99,19,48,"NA:N,SA:N",0A12|1A20|2A1|3A17|4A9|5A5|6A5|7A1|8E3|9E10|10E4|11N1|12E7
238,91155,timeout,366,100,171.41,7,5,0.5670,0,0.644325,39,34,155,161,50,17,86,19,50,"NA:N,SA:N",0A20|1A10|2A1|3A4|4A2|5A1|6E5|7A1|8E16|9E3|10E5|11N1|12E5
239,91607,timeout,452,100,163.82,8,4,0.5649,0,0.623032,88,41,230,172,50,15,100,15,48,"NA:N,SA:N",0A20|1A20|2A2|3A12|4A9|5A20|6A4|7A1|8E11|9E17|10E7|11N1|12E6
240,92014,timeout,407,100,119.07,4,8,0.5629,0,0.646698,5,43,161,199,47,13,125,17,39,"NA:N,SA:N",0E1|1E1|2A1|3E3|4E6|5A2|6E20|7A1|8A1|9E6|10E3|11N1|12E3
241,92415,timeout,401,100,127.61,9,3,0.5610,0,0.633219,104,24,200,151,50,11,82,11,46,"NA:A,SA:N",0A20|1A20|2A18|3A18|4A1|5A6|6A18|7A2|8A1|9E17|10E3|11N1|12E4
242,92816,timeout,401,100,105.36,8,4,0.5591,0,0.600095,156,66,235,116,50,10,47,12,49,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A19|5A20|6A18|7A19|8E20|9E17|10E15|11N1|12E14
