120,18298,timeout,150,30,-10.27,6,6,0.1308,0,0.219495,59,45,90,30,30,4,18,7,29,"NA:N,SA:N",0A5|1A11|2A6|3E8|4A20|5A1|6E20|7A16|8E5|9E6|10E3|11N1|12E3
121,18452,timeout,154,30,-28.67,4,7,0.1235,0,0.234324,54,46,93,31,30,1,22,4,30,"NA:N,SA:N",0E1|1E20|2A20|3A5|4A20|5A9|6E14|7N1|8E4|9E3|10E2|11N1|12E2
122,18600,timeout,148,30,-28.29,3,7,0.1165,0,0.219192,59,49,88,30,30,4,20,7,29,"NA:N,SA:N",0E3|1A19|2A20|3E20|4A20|5N1|6E16|7N1|8E3|9E2|10E3|11N1|12E2
123,18750,timeout,150,30,-18.12,7,5,0.1094,0,0.220408,59,50,90,30,30,3,18,5,30,"NA:N,SA:N",0A3|1A12|2A12|3E18|4A20|5A1|6E20|7A6|8A5|9E4|10E3|11N1|12E5
124,18900,timeout,150,30,-15.16,5,6,0.1023,0,0.215985,61,49,90,30,30,3,20,6,30,"NA:N,SA:N",0A1|1A19|2A20|3E19|4A20|5A1|6E9|7N1|8E10|9E4|10E3|11N1|12E4
125,19050,timeout,150,30,-28.44,4,6,0.0951,0,0.218942,53,49,90,30,30,1,22,3,30,"NA:N,SA:N",0E16|1A19|2A15|3E20|4A18|5N1|6A1|7N1|8E2|9E3|10E4|11N1|12E4
126,19200,timeout,150,30,-16.41,6,6,0.0880,0,0.214567,52,48,90,30,30,2,21,4,29,"NA:N,SA:N",0A14|1A1|2A5|3E14|4A20|5A1|6E20|7A11|8E6|9E3|10E3|11N1|12E2
127,19345,timeout,145,30,-21.23,4,7,0.0811,0,0.222779,59,39,85,30,30,4,18,8,29,"NA:N,SA:N",0E1|1A19|2A17|3E18|4A20|5A3|6E2|7N1|8E9|9E3|10E3|11N1|12E3
128,19495,timeout,150,30,-20.82,4,6,0.0740,0,0.202441,53,43,90,30,30,2,22,4,30,"NA:N,SA:N",0E1|1A14|2N1|3E16|4A20|5N1|6E20|7A18|8A1|9E2|10E3|11N1|12E1
129,19645,timeout,150,30,-23.94,5,7,0.0669,0,0.218630,57,55,90,30,30,1,20,5,30,"NA:N,SA:N",0E1|1A10|2A15|3E18|4A20|5A1|6E19|7A11|8E1|9E10|10E3|11N1|12E3
130,19795,timeout,150,30,-4.76,8,4,0.0597,0,0.203540,53,44,90,30,30,0,22,1,30,"NA:N,SA:N",0A1|1A16|2A1|3A4|4A9|5A2|6A19|7A1|8E17|9E14|10E6|11N1|12E7
131,19945,timeout,150,30,-19.69,6,4,0.0526,0,0.206515,75,41,90,30,30,0,14,2,30,"NA:N,SA:N",0A3|1A20|2A20|3A2|4A20|5N1|6A10|7N1|8E7|9E10|10E17|11N1|12E7
132,20095,timeout,150,30,-15.42,5,5,0.0500,0,0.205296,51,41,90,30,30,1,23,3,29,"NA:N,SA:N",0A14|1A20|2A3|3A8|4A6|5N1|6E3|7N1|8E9|9E16|10E6|11N1|12E7
133,20245,timeout,150,30,-19.07,4,7,0.0500,0,0.208964,52,56,90,30,30,4,19,8,30,"NA:N,SA:N",0E3|1A9|2A20|3E17|4A20|5A3|6E3|7N1|8E12|9E11|10E5|11N1|12E5
134,20395,timeout,150,30,-27.89,4,6,0.0500,0,0.214286,54,49,90,30,30,4,20,7,30,"NA:N,SA:N",0E1|1A14|2A20|3E20|4A19|5N1|6A1|7N1|8E14|9E4|10E5|11N1|12E5
135,20545,timeout,150,30,-56.56,4,6,0.0500,0,0.201770,51,41,90,30,30,1,24,2,30,"NA:N,SA:N",0E12|1A10|2A20|3E20|4A20|5N1|6A1|7N1|8E3|9E2|10E2|11N1|12E2
136,20695,timeout,150,30,-42.10,4,6,0.0500,0,0.216092,64,44,90,30,30,8,17,10,30,"NA:N,SA:N",0E6|1A20|2A20|3E20|4A20|5N1|6A4|7N1|8E11|9E2|10E3|11N1|12E2
137,20845,timeout,150,30,-12.19,6,6,0.0500,0,0.205066,50,45,90,30,30,0,22,3,29,"NA:N,SA:N",0A9|1A1|2A1|3E3|4A20|5A4|6E2|7A15|8E17|9E9|10E7|11N1|12E7
138,20995,timeout,150,30,-13.55,7,5,0.0500,0,0.211857,50,50,90,30,30,1,22,2,30,"NA:N,SA:N",0A1|1A1|2A1|3A16|4A1|5A10|6E18|7A20|8E20|9E4|10E4|11N1|12E4
139,21145,timeout,150,30,-15.60,6,6,0.0500,0,0.196597,54,47,90,30,30,0,21,3,30,"NA:N,SA:N",0A19|1A1|2A2|3E14|4A20|5A1|6E17|7A11|8E6|9E6|10E2|11N1|12E2
140,21295,timeout,150,30,-8.14,6,4,0.0500,0,0.206578,45,43,90,30,30,0,24,1,30,"NA:N,SA:N",0A1|1A20|2A3|3A14|4A6|5N1|6A1|7N1|8E8|9E16|10E10|11N1|12E9
141,21445,timeout,150,30,0.62,8,4,0.0500,0,0.202113,48,42,90,30,30,0,22,1,30,"NA:N,SA:N",0A1|1A1|2A2|3A4|4A5|5A6|6A18|7A11|8E20|9E8|10E7|11N1|12E7
142,21595,timeout,150,30,-23.11,4,6,0.0500,0,0.210799,51,44,90,30,30,2,21,5,30,"NA:N,SA:N",0A3|1A8|2A20|3E13|4A20|5N1|6E2|7N1|8E11|9E10|10E4|11N1|12E4
143,21738,timeout,143,30,-33.16,2,8,0.0500,0,0.209405,38,48,83,30,30,1,23,5,17,"NA:N,SA:N",0E4|1E6|2A20|3E20|4A18|5N1|6E9|7N1|8E2|9E2|10E2|11N1|12E3
144,21888,timeout,150,30,-27.64,4,6,0.0500,0,0.202446,68,39,90,30,30,3,21,5,28,"NA:N,SA:N",0E2|1A16|2A20|3E20|4A20|5N1|6A12|7N1|8E10|9E2|10E3|11N1|12E2
145,22035,timeout,147,30,-24.53,3,9,0.0500,0,0.196576,58,46,87,30,30,1,22,6,30,"NA:N,SA:N",0E1|1E1|2A18|3E1|4E19|5A20|6E10|7A20|8E3|9E3|10E4|11N1|12E4
146,22185,timeout,150,30,-18.79,5,6,0.0500,0,0.189997,54,38,90,30,30,1,22,4,30,"NA:N,SA:N",0A11|1A20|2A19|3E3|4A3|5A1|6E17|7N1|8E4|9E5|10E4|11N1|12E5
147,22335,timeout,150,30,-27.33,4,6,0.0500,0,0.207341,50,53,90,30,30,3,21,6,30,"NA:N,SA:N",0E1|1E4|2A19|3E20|4E20|5N1|6A20|7N1|8A1|9A10|10E4|11N1|12E4
148,22485,timeout,150,30,-20.84,5,6,0.0500,0,0.211417,52,46,90,30,30,2,21,5,29,"NA:N,SA:N",0E1|1E20|2A20|3E12|4A18|5N1|6A5|7A8|8A1|9E6|10E4|11N1|12E3
149,22635,timeout,150,30,-21.13,4,6,0.0500,0,0.197756,60,41,90,30,30,3,21,6,30,"NA:N,SA:N",0E1|1E14|2A20|3E16|4A18|5N1|6A20|7N1|8A2|9E4|10E3|11N1|12E3
150,22785,timeout,150,30,-33.75,3,9,0.0500,0,0.207836,51,54,90,30,30,0,22,6,30,"NA:N,SA:N",0E1|1E1|2A11|3E1|4E18|5A20|6E12|7A20|8E10|9E5|10E3|11N1|12E3
151,22919,timeout,134,30,-30.59,2,8,0.0500,0,0.205574,36,47,74,30,30,0,22,5,29,"NA:N,SA:N",0E1|1E20|2A20|3E2|4A16|5N1|6E6|7N1|8E3|9E3|10E6|11N1|12E6
152,23065,timeout,146,30,-27.79,3,7,0.0500,0,0.205020,42,48,86,30,30,0,23,3,28,"NA:N,SA:N",0E5|1A7|2A20|3E20|4A15|5N1|6E12|7N1|8E2|9E3|10E3|11N1|12E3
153,23215,timeout,150,30,-23.82,4,8,0.0500,0,0.210190,57,50,90,30,30,1,21,6,30,"NA:N,SA:N",0E1|1E8|2A18|3E4|4A18|5A1|6E20|7A20|8E4|9E5|10E4|11N1|12E4
154,23365,timeout,150,30,-23.79,4,6,0.0500,0,0.206504,46,45,90,30,30,2,23,4,30,"NA:N,SA:N",0E1|1E19|2A20|3E19|4A19|5N1|6A4|7N1|8A3|9E2|10E2|11N1|12E2
155,23503,timeout,138,30,-28.73,2,8,0.0500,0,0.209717,36,46,78,30,30,0,24,4,30,"NA:N,SA:N",0E1|1E20|2A20|3E4|4A16|5N1|6E7|7N1|8E3|9E3|10E4|11N1|12E4
156,23653,timeout,150,30,-18.96,5,7,0.0500,0,0.206543,56,53,90,30,30,1,19,5,29,"NA:N,SA:N",0E1|1A2|2A13|3E12|4A20|5A1|6E20|7A20|8E1|9E11|10E4|11N1|12E4
157,23803,timeout,150,30,-19.39,5,7,0.0500,0,0.193917,64,44,90,30,30,5,18,8,25,"NA:N,SA:N",0E3|1A7|2A20|3E14|4A20|5A1|6E16|7A16|8E4|9E2|10E2|11N1|12E3
158,23953,timeout,150,30,-19.17,5,7,0.0500,0,0.223763,57,50,90,30,30,2,19,6,30,"NA:N,SA:N",0E3|1A3|2A11|3E1|4A20|5A3|6E20|7A20|8E9|9E10|10E4|11N1|12E3
159,24103,timeout,150,30,-36.73,5,7,0.0500,0,0.208137,56,46,90,30,30,1,20,5,28,"NA:N,SA:N",0E1|1E10|2A15|3E6|4A19|5A1|6E20|7A20|8A1|9E4|10E2|11N1|12E3
160,24253,timeout,150,30,-25.37,4,8,0.0500,0,0.206713,51,52,90,30,30,1,21,6,29,"NA:N,SA:N",0E1|1E7|2A20|3E1|4A1|5A10|6E20|7A20|8E12|9E5|10E3|11N1|12E3
161,24403,timeout,150,30,-23.58,6,6,0.0500,0,0.196283,64,40,90,30,30,2,20,5,29,"NA:N,SA:N",0E1|1E18|2A20|3E15|4A8|5A14|6A1|7A20|8A1|9E1|10E2|11N1|12E3
162,24553,timeout,150,30,-11.74,6,6,0.0500,0,0.208872,49,52,90,30,30,2,20,5,30,"NA:N,SA:N",0A2|1A1|2A3|3E1|4A3|5A20|6E20|7A20|8E16|9E9|10E3|11N1|12E3
163,24700,timeout,147,30,-27.52,3,9,0.0500,0,0.201083,51,46,87,30,30,0,23,5,28,"NA:N,SA:N",0E1|1E3|2A18|3E6|4E20|5A13|6E4|7A20|8E5|9E3|10E2|11N1|12E2
164,24850,timeout,150,30,-22.30,4,8,0.0500,0,0.214539,43,58,90,30,30,0,22,5,26,"NA:N,SA:N",0E1|1E6|2A8|3E10|4A14|5A1|6E20|7A20|8E9|9E4|10E4|11N1|12E4
165,25000,timeout,150,30,-23.88,5,7,0.0500,0,0.207157,55,50,90,30,30,3,18,6,28,"NA:N,SA:N",0E1|1A1|2A20|3E1|4A6|5A9|6E18|7A19|8E19|9E3|10E4|11N1|12E4
166,25150,timeout,150,30,-33.43,3,9,0.0500,0,0.192530,46,56,90,30,30,0,22,6,29,"NA:N,SA:N",0E1|1E6|2A19|3E1|4E20|5A7|6E9|7A20|8E7|9E4|10E3|11N1|12E5
167,25300,timeout,150,30,-36.52,4,8,0.0500,0,0.208348,50,55,90,30,30,2,19,8,27,"NA:N,SA:N",0E1|1E2|2A19|3E1|4E20|5A10|6E16|7A20|8A1|9E5|10E5|11N1|12E5
168,25450,timeout,150,30,-29.90,3,9,0.0500,0,0.209718,46,59,90,30,30,2,20,8,30,"NA:N,SA:N",0E1|1E8|2A18|3E6|4E20|5A8|6E8|7A20|8E7|9E3|10E3|11N1|12E3
169,25600,timeout,150,30,-33.00,4,8,0.0500,0,0.203337,57,53,90,30,30,4,18,8,27,"NA:N,SA:N",0E1|1E1|2A17|3E1|4A3|5A17|6E20|7A20|8E18|9E4|10E4|11N1|12E4
170,25750,timeout,150,30,-15.38,6,6,0.0500,0,0.210504,63,41,90,30,30,2,19,6,30,"NA:N,SA:N",0A1|1A3|2A12|3E1|4A7|5A20|6E17|7A20|8E6|9E7|10E6|11N1|12E4
171,25900,timeout,150,30,-29.63,3,9,0.0500,0,0.216419,52,49,90,30,30,1,21,6,29,"NA:N,SA:N",0E2|1E1|2A12|3E1|4E14|5A20|6E16|7A20|8E8|9E2|10E3|11N1|12E2
172,26050,timeout,150,30,-22.77,4,8,0.0500,0,0.221607,51,49,90,30,30,1,21,5,30,"NA:N,SA:N",0E1|1E9|2A15|3E1|4A12|5A4|6E20|7A20|8E11|9E3|10E2|11N1|12E2
173,26200,timeout,150,30,-26.36,5,7,0.0500,0,0.203779,61,41,90,30,30,2,20,6,28,"NA:N,SA:N",0E1|1E2|2A20|3E8|4A12|5A8|6E20|7A20|8A1|9E3|10E4|11N1|12E3
174,26350,timeout,150,30,-24.42,4,8,0.0500,0,0.222266,59,48,90,30,30,2,19,7,30,"NA:N,SA:N",0E1|1E3|2A1|3E3|4A20|5A18|6E20|7A20|8E12|9E3|10E3|11N1|12E3
175,26500,timeout,150,30,-22.40,4,8,0.0500,0,0.238656,56,54,90,30,30,3,20,7,30,"NA:N,SA:N",0E1|1E3|2A3|3E4|4A18|5A15|6E20|7A20|8E18|9E2|10E3|11N1|12E3
176,26650,timeout,150,30,-33.72,3,9,0.0500,0,0.207817,49,56,90,30,30,2,20,7,30,"NA:N,SA:N",0E1|1E1|2A9|3E1|4E20|5A20|6E14|7A20|8E10|9E3|10E3|11N1|12E3
177,26800,timeout,150,30,-28.06,3,9,0.0500,0,0.222528,51,49,90,30,30,0,22,5,29,"NA:N,SA:N",0E2|1E1|2A11|3E1|4E17|5A20|6E13|7A20|8E4|9E3|10E4|11N1|12E4
178,26946,timeout,146,30,-29.67,3,9,0.0500,0,0.234662,45,55,86,30,30,1,21,7,26,"NA:N,SA:N",0E1|1E1|2A5|3E1|4E20|5A20|6E7|7A20|8E10|9E7|10E4|11N1|12E4
179,27096,timeout,150,30,-27.67,5,7,0.0500,0,0.222136,55,53,90,30,30,3,18,6,29,"NA:N,SA:N",0E3|1E3|2A8|3A1|4A6|5A20|6E20|7A20|8E20|9E2|10E2|11N1|12E3
180,27246,timeout,150,30,-26.09,4,8,0.0500,0,0.248860,47,56,90,30,30,0,21,5,26,"NA:N,SA:N",0E1|1E1|2A4|3E1|4A3|5A20|6E20|7A20|8E18|9E5|10E5|11N1|12E5
181,27396,timeout,150,30,-19.09,6,6,0.0500,0,0.246123,59,55,90,30,30,6,17,8,30,"NA:N,SA:N",0E8|1A11|2A10|3A1|4A4|5A13|6E20|7A20|8E20|9E2|10E3|11N1|12E2
182,27546,timeout,150,30,-18.49,7,5,0.0500,0,0.238087,60,54,90,30,30,4,16,6,28,"NA:N,SA:N",0A7|1A1|2A20|3A1|4A7|5A4|6E20|7A20|8E19|9E3|10E5|11N1|12E7
183,27696,timeout,150,30,-9.55,6,6,0.0500,0,0.240988,56,43,90,30,30,2,20,5,29,"NA:N,SA:N",0A4|1A17|2A1|3E7|4A12|5A2|6E14|7A20|8E13|9E3|10E3|11N1|12E3
184,27846,timeout,150,30,-14.34,6,6,0.0500,0,0.250992,51,49,90,30,30,3,19,6,27,"NA:N,SA:N",0A3|1A3|2A1|3E1|4A4|5A20|6E19|7A20|8E17|9E4|10E4|11N1|12E4
185,27996,timeout,150,30,-13.22,6,6,0.0500,0,0.251959,63,50,90,30,30,1,21,4,28,"NA:N,SA:N",0A9|1A4|2A1|3E9|4A20|5A9|6E20|7A20|8E10|9E3|10E4|11N1|12E4
186,28146,timeout,150,30,2.65,8,4,0.0500,0,0.241663,56,39,90,30,30,0,21,1,28,"NA:N,SA:N",0A18|1A2|2A1|3A1|4A4|5A9|6A1|7A20|8E19|9E7|10E6|11N1|12E7
187,28296,timeout,150,30,-28.99,4,8,0.0500,0,0.253155,60,57,90,30,30,6,17,10,28,"NA:N,SA:N",0E1|1E6|2A12|3E3|4A14|5A14|6E20|7A20|8E20|9E3|10E2|11N1|12E2
188,28446,timeout,150,30,-26.66,4,8,0.0500,0,0.238562,44,59,90,30,30,1,20,6,29,"NA:N,SA:N",0E1|1E6|2A1|3E1|4A14|5A9|6E20|7A20|8E20|9E5|10E3|11N1|12E3
189,28596,timeout,150,30,-19.18,6,6,0.0500,0,0.239498,57,52,90,30,30,8,14,10,30,"NA:N,SA:N",0A18|1A1|2A1|3E6|4A6|5A11|6E20|7A20|8E20|9E2|10E1|11N1|12E3
190,28756,timeout,160,30,-25.07,7,5,0.0500,0,0.238574,69,52,100,30,30,3,19,5,29,"NA:N,SA:N",0A15|1A1|2A1|3E11|4A18|5A13|6E20|7A20|8A1|9E13|10E4|11N1|12E4
191,28906,timeout,150,30,-15.81,6,6,0.0500,0,0.235123,65,53,90,30,30,6,15,9,27,"NA:N,SA:N",0A10|1A1|2A1|3E3|4A18|5A15|6E17|7A20|8E19|9E9|10E3|11N1|12E2
192,29061,timeout,155,30,-12.74,6,6,0.0500,0,0.226678,55,57,95,30,30,4,17,7,28,"NA:N,SA:N",0A2|1A1|2A4|3E15|4A20|5A8|6E20|7A20|8E2|9E11|10E4|11N1|12E5
193,29211,timeout,150,30,-14.14,6,6,0.0500,0,0.230561,54,49,90,30,30,1,21,3,30,"NA:N,SA:N",0A5|1A1|2A3|3E12|4A14|5A11|6E20|7A20|8E10|9E2|10E2|11N1|12E3
194,29361,timeout,150,30,-22.82,8,4,0.0500,0,0.242975,67,53,90,30,30,7,15,8,29,"NA:N,SA:N",0A10|1A1|2A5|3A3|4A20|5A7|6E18|7A20|8A1|9E19|10E8|11N1|12E8
195,29511,timeout,150,30,-9.98,6,6,0.0500,0,0.233760,66,45,90,30,30,3,19,5,30,"NA:N,SA:N",0A1|1A20|2A2|3E6|4A20|5A3|6E20|7A20|8E13|9E1|10E3|11N1|12E2
196,29661,timeout,150,30,-25.17,4,8,0.0500,0,0.237679,62,46,90,30,30,2,21,6,29,"NA:N,SA:N",0A16|1E1|2A6|3E1|4E11|5A20|6E17|7A20|8E5|9E3|10E4|11N1|12E4
197,29811,timeout,150,30,-17.07,5,7,0.0500,0,0.250389,60,45,90,30,30,3,20,6,30,"NA:N,SA:N",0E1|1E13|2A1|3A2|4A17|5A20|6E20|7A20|8E4|9E2|10E3|11N1|12E2
198,29961,timeout,150,30,-23.63,4,8,0.0500,0,0.248873,51,53,90,30,30,4,19,8,30,"NA:N,SA:N",0E1|1E16|2A2|3E4|4A20|5A9|6E20|7A20|8E5|9E2|10E2|11N1|12E3
199,30111,timeout,150,30,-14.77,6,6,0.0500,0,0.233715,50,49,90,30,30,2,21,4,28,"NA:N,SA:N",0A12|1A1|2A1|3E3|4A15|5A1|6E13|7A20|8E14|9E6|10E7|11N1|12E6
200,30261,timeout,150,30,-47.03,5,7,0.0500,0,0.220389,54,48,90,30,30,2,21,5,30,"NA:N,SA:N",0E1|1E14|2A1|3E6|4A17|5A15|6E20|7A20|8A1|9E3|10E2|11N1|12E2
201,30411,timeout,150,30,-26.93,4,8,0.0500,0,0.230419,55,57,90,30,30,7,16,11,30,"NA:N,SA:N",0E1|1E9|2A1|3E3|4A19|5A15|6E20|7A20|8E17|9E2|10E2|11N1|12E3
202,30561,timeout,150,30,-18.47,5,7,0.0500,0,0.245765,65,49,90,30,30,3,19,6,30,"NA:N,SA:N",0E1|1A3|2A5|3E14|4A20|5A17|6E20|7A20|8E3|9E3|10E4|11N1|12E4
203,30711,timeout,150,30,-9.37,7,5,0.0500,0,0.233553,66,50,90,30,30,6,16,8,30,"NA:N,SA:N",0A6|1A5|2A13|3A3|4A17|5A2|6E18|7A20|8E16|9E10|10E3|11N1|12E3
204,30861,timeout,150,30,-14.14,6,6,0.0500,0,0.239755,61,47,90,30,30,1,21,3,29,"NA:N,SA:N",0A10|1A2|2A3|3E15|4A20|5A6|6E20|7A20|8E8|9E1|10E1|11N1|12E2
205,31011,timeout,150,30,-9.77,7,5,0.0500,0,0.218445,54,50,90,30,30,3,20,4,29,"NA:N,SA:N",0A1|1A9|2A1|3A19|4A3|5A1|6E19|7A20|8E20|9E3|10E4|11N1|12E4
206,31161,timeout,150,30,-24.38,4,8,0.0500,0,0.231757,49,64,90,30,30,5,17,10,30,"NA:N,SA:N",0E1|1E3|2A2|3E7|4A20|5A7|6E20|7A20|8E19|9E9|10E2|11N1|12E3
207,31311,timeout,150,30,-23.57,4,8,0.0500,0,0.233207,49,61,90,30,30,5,18,9,30,"NA:N,SA:N",0E1|1E13|2A13|3E3|4A15|5A1|6E20|7A20|8E17|9E2|10E3|11N1|12E2
208,31461,timeout,150,30,-19.89,4,8,0.0500,0,0.243750,54,55,90,30,30,3,20,7,30,"NA:N,SA:N",0E1|1E8|2A7|3E6|4A20|5A7|6E20|7A20|8E11|9E3|10E3|11N1|12E3
209,31611,timeout,150,30,-21.06,4,8,0.0500,0,0.231967,59,49,90,30,30,2,20,7,28,"NA:N,SA:N",0E1|1E7|2A18|3E3|4A20|5A1|6E20|7A20|8E3|9E3|10E5|11N1|12E7
210,31761,timeout,150,30,-15.26,6,6,0.0500,0,0.235762,58,52,90,30,30,4,17,7,30,"NA:N,SA:N",0A13|1A1|2A1|3E7|4A20|5A3|6E20|7A20|8E13|9E7|10E2|11N1|12E3
211,31911,timeout,150,30,-16.90,6,6,0.0500,0,0.233419,59,47,90,30,30,4,16,6,30,"NA:N,SA:N",0A4|1A2|2A3|3E3|4A13|5A17|6E16|7A20|8E17|9E6|10E3|11N1|12E2
212,32061,timeout,150,30,-18.74,5,7,0.0500,0,0.228934,61,49,90,30,30,4,18,7,28,"NA:N,SA:N",0E2|1A16|2A1|3E14|4A11|5A13|6E20|7A20|8E4|9E3|10E3|11N1|12E3
213,32211,timeout,150,30,-23.79,4,8,0.0500,0,0.221654,56,56,90,30,30,2,21,6,30,"NA:N,SA:N",0E1|1E8|2A8|3E2|4A17|5A11|6E20|7A20|8E18|9E2|10E2|11N1|12E3
214,32365,timeout,154,30,-29.04,4,8,0.0500,0,0.225616,56,57,93,31,30,3,18,7,29,"NA:N,SA:N",0E1|1E2|2A12|3E12|4A20|5A4|6E20|7A20|8E14|9E3|10E2|11N1|12E3
215,32515,timeout,150,30,-30.75,7,5,0.0500,0,0.225278,58,48,90,30,30,6,16,8,29,"NA:N,SA:N",0A2|1A1|2A4|3E1|4A18|5A12|6E20|7A20|8A1|9E16|10E6|11N1|12E5
216,32665,timeout,150,30,-19.90,6,6,0.0500,0,0.227008,61,54,90,30,30,6,16,9,30,"NA:N,SA:N",0A2|1A1|2A10|3E3|4A20|5A8|6E17|7A20|8E20|9E5|10E4|11N1|12E5
217,32812,timeout,147,30,-28.94,3,9,0.0500,0,0.227744,54,48,87,30,30,3,19,9,28,"NA:N,SA:N",0E1|1E1|2A20|3E1|4E18|5A14|6E12|7A20|8E6|9E3|10E3|11N1|12E3
218,32962,timeout,150,30,-28.14,4,8,0.0500,0,0.244333,55,56,90,30,30,3,19,7,29,"NA:N,SA:N",0E1|1E3|2A8|3E5|4A20|5A7|6E20|7A20|8E20|9E3|10E2|11N1|12E2
219,33112,timeout,150,30,-11.83,6,6,0.0500,0,0.231950,61,45,90,30,30,1,20,4,30,"NA:N,SA:N",0A15|1A1|2A4|3E3|4A20|5A1|6E14|7A20|8E12|9E4|10E6|11N1|12E6
220,33262,timeout,150,30,-18.13,5,7,0.0500,0,0.237000,53,52,90,30,30,5,17,9,28,"NA:N,SA:N",0E1|1E12|2A11|3A3|4A14|5A5|6E20|7A20|8E11|9E3|10E2|11N1|12E3
221,33412,timeout,150,30,-18.79,5,7,0.0500,0,0.239583,59,49,90,30,30,4,19,6,30,"NA:N,SA:N",0E1|1E10|2A20|3A3|4A6|5A10|6E20|7A20|8E10|9E3|10E3|11N1|12E2
222,33562,timeout,150,30,-31.83,3,9,0.0500,0,0.229299,45,53,90,30,30,2,20,7,30,"NA:N,SA:N",0E2|1E8|2A18|3E1|4E20|5A7|6E8|7A20|8E8|9E2|10E2|11N1|12E2
223,33712,timeout,150,30,-9.95,6,6,0.0500,0,0.223459,58,47,90,30,30,2,20,5,30,"NA:N,SA:N",0A14|1A1|2A1|3E3|4A20|5A2|6E17|7A20|8E13|9E9|10E2|11N1|12E3
224,33862,timeout,150,30,-43.99,5,7,0.0500,0,0.235353,59,53,90,30,30,4,18,8,30,"NA:N,SA:N",0E1|1E18|2A11|3E3|4A15|5A8|6E20|7A20|8A5|9E5|10E3|11N1|12E3
225,34012,timeout,150,30,-12.13,6,6,0.0500,0,0.230008,60,43,90,30,30,2,20,4,30,"NA:N,SA:N",0A4|1A1|2A14|3E5|4A20|5A1|6E20|7A20|8E5|9E4|10E5|11N1|12E4
226,34162,timeout,150,30,-13.85,6,6,0.0500,0,0.236525,59,44,90,30,30,7,15,10,30,"NA:N,SA:N",0A17|1A1|2A1|3E1|4A19|5A1|6E17|7A20|8E17|9E3|10E3|11N1|12E3
227,34312,timeout,150,30,-33.31,3,9,0.0500,0,0.245641,44,57,90,30,30,2,21,7,30,"NA:N,SA:N",0E1|1E3|2A20|3E3|4E20|5A4|6E15|7A20|8E6|9E3|10E3|11N1|12E3
228,34462,timeout,150,30,-21.02,5,7,0.0500,0,0.225637,60,54,90,30,30,4,18,8,30,"NA:N,SA:N",0E1|1E11|2A20|3A3|4A13|5A4|6E20|7A20|8E10|9E7|10E2|11N1|12E3
229,34612,timeout,150,30,-30.06,3,9,0.0500,0,0.242413,53,53,90,30,30,2,21,7,30,"NA:N,SA:N",0E1|1E1|2A18|3E2|4E18|5A16|6E20|7A19|8E5|9E2|10E2|11N1|12E2
230,34762,timeout,150,30,-29.80,3,9,0.0500,0,0.243696,53,52,90,30,30,1,20,7,30,"NA:N,SA:N",0E2|1E4|2A18|3E1|4E20|5A20|6E9|7A15|8E1|9E9|10E3|11N1|12E3
231,34912,timeout,150,30,-30.05,5,7,0.0500,0,0.237685,54,53,90,30,30,2,20,6,29,"NA:N,SA:N",0E1|1E16|2A12|3E3|4A6|5A2|6E20|7A20|8A14|9E5|10E3|11N1|12E5
232,35062,timeout,150,30,-24.43,5,7,0.0500,0,0.241906,65,46,90,30,30,5,17,9,29,"NA:N,SA:N",0E1|1E10|2A20|3E3|4A12|5A9|6E20|7A20|8A4|9E6|10E3|11N1|12E3
233,35212,timeout,150,30,-30.74,3,9,0.0500,0,0.217923,55,46,90,30,30,1,22,6,30,"NA:N,SA:N",0E3|1E2|2A19|3E1|4E20|5A19|6E11|7A17|8E2|9E3|10E2|11N1|12E2
234,35382,timeout,170,30,-14.99,6,6,0.0500,0,0.246452,78,48,110,30,30,0,20,3,28,"NA:N,SA:N",0A16|1A1|2A20|3E5|4A19|5A2|6E9|7A20|8E13|9E11|10E5|11N1|12E5
235,35532,timeout,150,30,-21.79,4,8,0.0500,0,0.235595,59,52,90,30,30,3,19,8,29,"NA:N,SA:N",0E1|1E9|2A19|3E1|4A17|5A3|6E20|7A20|8E6|9E9|10E3|11N1|12E3
236,35682,timeout,150,30,-26.95,4,8,0.0500,0,0.233906,48,63,90,30,30,4,18,9,28,"NA:N,SA:N",0E1|1E13|2A14|3E3|4A13|5A1|6E20|7A20|8E12|9E7|10E3|11N1|12E4
237,35832,timeout,150,30,-37.40,5,7,0.0500,0,0.234239,58,60,90,30,30,2,16,6,29,"NA:N,SA:N",0E1|1E14|2A20|3E3|4A10|5A7|6E20|7A20|8A1|9E6|10E5|11N1|12E11
238,35982,timeout,150,30,-25.67,4,8,0.0500,0,0.226588,61,58,90,30,30,6,16,11,30,"NA:N,SA:N",0E1|1E15|2A9|3E3|4A12|5A20|6E20|7A20|8E10|9E3|10E3|11N1|12E3
239,36132,timeout,150,30,-21.89,5,7,0.0500,0,0.237531,58,48,90,30,30,3,20,6,29,"NA:N,SA:N",0E1|1E12|2A20|3A1|4A12|5A5|6E20|7A20|8E8|9E3|10E2|11N1|12E2
240,36282,timeout,150,30,-24.04,5,7,0.0500,0,0.243806,57,58,90,30,30,5,18,8,30,"NA:N,SA:N",0E2|1E10|2A16|3A1|4A20|5A1|6E20|7A19|8E17|9E3|10E3|11N1|12E3
