120,44608,timeout,344,100,-269.92,8,5,0.8587,0,1.452715,64,42,150,144,50,7,79,8,46,"NA:N,SA:N",0E1|1E1|2A1|3E11|4E11|5A2|6A10|7A20|8A13|9A2|10A13|11A3|12E18
121,44953,timeout,345,100,-252.35,5,7,0.8576,0,1.693680,43,40,150,145,50,9,79,12,46,"NA:N,SA:N",0E1|1E2|2A16|3E5|4A1|5A7|6E20|7A18|8A1|9E6|10E3|11N1|12E3
122,45353,timeout,400,100,-330.62,7,6,0.8564,0,1.685223,87,26,198,152,50,5,89,7,49,"NA:N,SA:A",0E2|1E1|2E3|3E7|4E10|5A17|6E3|7A6|8A6|9A20|10A1|11A17|12A20
123,45690,timeout,337,100,-125.44,6,6,0.8553,0,1.582046,106,59,180,107,50,4,45,7,44,"NA:N,SA:N",0A13|1A20|2A20|3E7|4A18|5A15|6E11|7A20|8E15|9E12|10E7|11N1|12E7
124,46036,timeout,346,100,-305.58,6,6,0.8542,0,1.498070,50,34,153,144,49,5,81,7,47,"NA:N,SA:N",0E1|1A3|2A1|3E14|4A20|5A20|6A1|7A5|8E10|9E3|10E3|11N1|12E3
125,46405,timeout,369,100,-195.26,12,1,0.8531,0,1.691329,47,18,159,160,50,12,90,8,45,"NA:N,SA:A",0A3|1A10|2A2|3E18|4A2|5A2|6A7|7A6|8A1|9A6|10A1|11A5|12A2
126,46744,timeout,339,100,-293.47,6,6,0.8520,0,1.672884,42,38,150,139,50,5,77,7,44,"NA:N,SA:N",0E1|1E3|2A16|3E8|4A1|5A1|6A4|7A5|8A15|9E20|10E3|11N1|12E3
127,47125,timeout,381,100,-157.00,10,3,0.8508,0,1.615809,34,33,160,171,50,18,94,17,48,"NA:N,SA:N",0A2|1E3|2A1|3A1|4E15|5A7|6A1|7A1|8A3|9A12|10A1|11A5|12E15
128,47472,timeout,347,100,-331.34,4,8,0.8497,0,1.556259,30,50,153,145,49,5,82,9,40,"NA:N,SA:N",0E1|1E1|2A5|3E8|4E19|5A1|6E12|7A20|8A4|9E3|10E3|11N1|12E3
129,47837,timeout,365,100,-236.87,6,6,0.8485,0,1.618941,66,30,165,150,50,10,82,13,45,"NA:N,SA:N",0A19|1A18|2A5|3E3|4A1|5A3|6E8|7A20|8E4|9E10|10E2|11N1|12E3
130,48187,timeout,350,100,-144.88,8,4,0.8474,0,1.536073,100,31,178,123,49,5,59,6,49,"NA:N,SA:N",0A8|1A20|2A15|3A15|4A9|5A11|6A2|7A20|8E8|9E13|10E5|11N1|12E5
131,48594,timeout,407,100,-174.98,9,3,0.8461,0,1.566573,130,34,230,127,50,3,66,3,45,"NA:A,SA:N",0A20|1A20|2A17|3A11|4A15|5A5|6A20|7A20|8A2|9E20|10E7|11N1|12E7
132,48935,timeout,341,100,-276.35,7,6,0.8450,0,1.708409,48,50,150,141,50,8,74,11,47,"NA:N,SA:N",0E1|1E5|2A1|3E10|4A13|5A1|6E20|7A12|8A12|9A5|10E7|11A4|12E7
133,49275,timeout,340,100,-337.31,5,7,0.8440,0,1.555882,36,47,152,138,50,3,77,6,37,"NA:N,SA:N",0E1|1E5|2A15|3E16|4A1|5A2|6E14|7A14|8A4|9E5|10E3|11N1|12E3
134,49605,timeout,330,100,-105.08,8,4,0.8429,0,1.584588,107,60,177,103,50,3,40,5,45,"NA:N,SA:N",0A20|1A20|2A6|3A4|4A20|5A20|6A10|7A7|8E12|9E16|10E16|11N1|12E16
135,50012,timeout,407,100,-74.61,9,3,0.8416,0,1.539137,179,47,247,110,50,4,49,3,44,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A19|9E19|10E14|11N1|12E14
136,50350,timeout,338,100,-222.31,8,5,0.8406,0,1.519842,63,38,156,132,50,5,69,6,47,"NA:N,SA:A",0E1|1E1|2A15|3E5|4E16|5A20|6E15|7A10|8A6|9A1|10A4|11A3|12A4
137,50705,timeout,355,100,-407.03,2,11,0.8394,0,1.601249,14,61,150,155,50,5,92,12,40,"NA:E,SA:N",0E3|1E3|2E3|3E3|4E9|5E3|6E2|7E3|8E9|9E3|10E20|11A13|12A1
138,51059,timeout,354,100,-380.22,5,7,0.8383,0,1.675820,32,32,153,153,48,5,89,8,45,"NA:N,SA:N",0E3|1A9|2A16|3E4|4E15|5A1|6E2|7A5|8A1|9E3|10E3|11N1|12E2
139,51409,timeout,350,100,-371.09,6,6,0.8372,0,1.692806,41,42,155,146,49,3,85,4,44,"NA:N,SA:N",0E3|1A15|2A17|3E20|4A1|5A5|6E11|7A1|8A2|9E3|10E2|11N1|12E3
140,51764,timeout,355,100,-300.95,8,4,0.8361,0,1.522109,46,27,152,155,48,6,89,6,47,"NA:N,SA:N",0A2|1A19|2A15|3A4|4E12|5A1|6A1|7A1|8A3|9E4|10E6|11N1|12E5
141,52120,timeout,356,100,-235.87,8,5,0.8350,0,1.624537,48,22,150,156,50,11,87,12,46,"NA:N,SA:N",0E1|1E1|2E1|3A2|4E2|5A3|6A1|7A13|8A20|9A1|10E17|11A6|12A2
142,52486,timeout,366,100,-240.14,8,4,0.8338,0,1.464904,85,20,172,144,50,7,80,6,47,"NA:N,SA:N",0A17|1A5|2A20|3A4|4A20|5A3|6A1|7A15|8E7|9E7|10E3|11N1|12E3
143,52826,timeout,340,100,-314.03,6,6,0.8327,0,1.682978,27,64,150,140,50,5,78,7,49,"NA:N,SA:N",0E8|1E7|2A1|3E20|4A10|5A7|6A5|7A1|8A3|9E20|10E4|11N1|12E5
144,53177,timeout,351,100,-293.03,7,6,0.8316,0,1.560197,43,46,152,149,50,9,81,11,46,"NA:N,SA:N",0E1|1E1|2A3|3E6|4E20|5A3|6A18|7A6|8A1|9A5|10E15|11A7|12E3
145,53532,timeout,355,100,-234.16,10,3,0.8305,0,1.531938,52,22,152,153,50,9,85,8,45,"NA:N,SA:N",0A4|1A10|2A2|3A5|4E10|5A2|6E9|7A18|8A2|9A6|10E3|11A2|12A1
146,53904,timeout,372,100,-384.07,3,10,0.8293,0,1.466728,21,41,155,167,50,8,100,15,46,"NA:N,SA:N",0E1|1E1|2E1|3E1|4E1|5E4|6E1|7E9|8A1|9A19|10E20|11A1|12E2
147,54250,timeout,346,100,-360.40,4,8,0.8282,0,1.599542,28,53,152,144,50,5,81,9,42,"NA:N,SA:N",0E1|1E14|2A19|3A4|4E18|5A4|6E12|7A1|8E2|9E3|10E2|11N1|12E1
148,54586,timeout,336,100,-172.07,6,6,0.8271,0,1.564027,50,50,153,134,49,9,67,11,46,"NA:N,SA:N",0E1|1A2|2A1|3E14|4E20|5A20|6A6|7A20|8A1|9E7|10E4|11N1|12E4
149,54942,timeout,356,100,-344.76,7,5,0.8260,0,1.527125,39,27,152,154,50,6,90,7,41,"NA:N,SA:N",0A1|1A1|2A4|3E3|4A17|5A4|6E15|7A11|8A1|9E3|10E3|11N1|12E3
150,55290,timeout,348,100,-431.44,3,9,0.8249,0,1.462581,19,56,152,146,50,4,83,10,45,"NA:N,SA:N",0E1|1E9|2E1|3E1|4E20|5A1|6A7|7A11|8E15|9E4|10E2|11N1|12E3
151,55670,timeout,380,100,-229.50,8,4,0.8237,0,1.533972,63,18,175,155,50,9,88,10,44,"NA:N,SA:N",0A3|1A4|2A1|3A9|4A6|5A20|6A6|7A14|8E3|9E6|10E5|11N1|12E4
152,56001,timeout,331,100,-307.06,7,6,0.8227,0,1.478820,39,65,153,130,48,2,67,5,40,"NA:N,SA:N",0E8|1E13|2A20|3E19|4A4|5A5|6E17|7A1|8A4|9A3|10E3|11A2|12E5
153,56334,timeout,333,100,-304.08,8,4,0.8216,0,1.366315,48,52,150,133,50,3,72,4,46,"NA:N,SA:N",0A6|1E18|2A1|3A14|4A1|5A3|6A20|7A2|8A1|9E20|10E7|11N1|12E7
154,56684,timeout,350,100,-382.49,3,10,0.8205,0,1.481070,27,117,153,149,48,4,86,9,42,"NA:E,SA:N",0E9|1E9|2E9|3E9|4E9|5E9|6E14|7E9|8E20|9A14|10E20|11A12|12A1
155,57029,timeout,345,100,-256.58,10,3,0.8194,0,1.486339,40,51,152,143,50,7,78,6,47,"NA:N,SA:A",0E11|1A5|2A2|3E20|4A1|5A1|6E20|7A17|8A1|9A5|10A4|11A1|12A3
156,57358,timeout,329,100,-324.26,4,8,0.8184,0,1.418388,31,69,150,129,50,3,69,7,46,"NA:N,SA:N",0E2|1E11|2A20|3E16|4A1|5A9|6E18|7A1|8E13|9E4|10E2|11N1|12E3
157,57706,timeout,348,100,-339.46,6,6,0.8173,0,1.331317,43,37,152,146,50,5,83,7,43,"NA:N,SA:N",0E3|1A1|2A12|3E20|4A20|5A4|6A1|7A5|8E7|9E3|10E2|11N1|12E2
158,58053,timeout,347,100,-245.35,7,6,0.8162,0,1.316747,47,62,153,145,49,12,75,12,44,"NA:N,SA:N",0E1|1E1|2A3|3E1|4E20|5A14|6E19|7A1|8A1|9A7|10A20|11A1|12E20
159,58401,timeout,348,100,-322.34,5,7,0.8151,0,1.363271,36,52,152,146,50,5,82,9,45,"NA:N,SA:N",0E1|1A2|2A12|3E6|4E15|5A2|6E17|7A1|8A19|9E7|10E3|11N1|12E3
160,58742,timeout,341,100,-146.74,7,5,0.8140,0,1.424217,62,43,157,134,50,9,66,11,48,"NA:N,SA:N",0A14|1A11|2A1|3A15|4A3|5A2|6E16|7A16|8E13|9E5|10E4|11N1|12E5
161,59068,timeout,326,100,-299.67,6,6,0.8130,0,1.373926,48,64,153,125,48,2,64,4,47,"NA:N,SA:N",0E1|1A1|2A20|3E20|4A1|5A20|6E20|7A1|8A5|9E11|10E5|11N1|12E7
162,59419,timeout,351,100,-286.27,8,5,0.8118,0,1.388815,46,47,155,146,50,7,80,9,43,"NA:N,SA:N",0E1|1E3|2A1|3E17|4E20|5A1|6A13|7A2|8A2|9A20|10A3|11A4|12E6
163,59746,timeout,327,100,-202.06,4,8,0.8108,0,1.348111,62,37,150,127,50,6,63,10,50,"NA:N,SA:N",0E1|1E1|2A20|3E7|4E6|5A10|6A12|7A20|8E15|9E3|10E2|11N1|12E2
164,60091,timeout,345,100,-268.75,6,7,0.8097,0,1.336067,38,45,150,145,50,8,79,11,46,"NA:N,SA:N",0E1|1E1|2E1|3E17|4E20|5A5|6A6|7A1|8A20|9A2|10E3|11A4|12E2
165,60438,timeout,347,100,-272.71,3,9,0.8086,0,1.291941,35,52,150,147,50,9,80,15,44,"NA:N,SA:N",0E1|1E2|2E1|3E8|4E20|5E5|6A18|7A16|8A1|9E9|10E3|11N1|12E3
166,60769,timeout,331,100,-117.02,8,4,0.8076,0,1.386592,70,51,152,129,50,10,62,9,48,"NA:N,SA:N",0A20|1A6|2A20|3A7|4A3|5A2|6E18|7A1|8A11|9E20|10E6|11N1|12E7
167,61095,timeout,326,100,-282.71,5,7,0.8065,0,1.248506,57,38,150,126,50,3,66,6,46,"NA:N,SA:N",0E1|1E13|2A19|3E1|4A20|5A12|6A4|7A2|8E14|9E3|10E3|11N1|12E3
168,61439,timeout,344,100,-340.61,4,8,0.8054,0,1.240272,28,47,148,146,50,5,84,9,45,"NA:N,SA:N",0E1|1E1|2A6|3E8|4E13|5A1|6E13|7A1|8A20|9E6|10E3|11N1|12E2
169,61787,timeout,348,100,-254.70,9,4,0.8043,0,1.294241,59,33,155,143,50,7,77,8,45,"NA:N,SA:N",0E1|1A16|2A13|3E7|4A1|5A2|6E6|7A1|8A5|9A2|10A16|11A3|12E19
170,62141,timeout,354,100,-159.61,10,3,0.8032,0,1.295771,43,36,150,154,50,14,83,12,45,"NA:N,SA:N",0A3|1E9|2A1|3A2|4A4|5A1|6E7|7A1|8A4|9A20|10A6|11A1|12E20
171,62472,timeout,331,100,-210.92,6,6,0.8022,0,1.314627,60,38,150,131,50,6,68,8,46,"NA:N,SA:N",0A1|1E3|2A4|3A12|4E15|5A20|6E7|7A19|8A4|9E5|10E4|11N1|12E4
172,62830,timeout,358,100,-296.73,7,5,0.8010,0,1.241292,33,32,152,156,50,9,88,11,47,"NA:N,SA:N",0A5|1A17|2A3|3E1|4A1|5A3|6E15|7A1|8A3|9E11|10E2|11N1|12E3
173,63177,timeout,347,100,-198.70,6,6,0.7999,0,1.412262,40,42,152,145,50,10,76,13,40,"NA:N,SA:N",0A3|1A2|2A20|3A3|4E20|5A1|6E8|7A11|8E3|9E5|10E3|11N1|12E3
174,63535,timeout,358,100,-237.73,7,5,0.7988,0,1.331606,37,22,150,158,50,12,89,13,44,"NA:N,SA:N",0A5|1A1|2A5|3A8|4E3|5A1|6A4|7E11|8A13|9E2|10E3|11N1|12E3
175,63859,timeout,324,100,-192.93,8,4,0.7978,0,1.246734,76,33,150,124,50,4,62,5,47,"NA:N,SA:N",0A4|1A20|2A15|3A5|4A3|5A9|6A19|7A1|8E18|9E5|10E3|11N1|12E7
176,64212,timeout,353,100,-387.71,6,6,0.7967,0,1.288953,40,29,152,151,50,4,90,5,44,"NA:N,SA:N",0A19|1E2|2A1|3A1|4E15|5A17|6E3|7A1|8A1|9E3|10E3|11N1|12E3
177,64555,timeout,343,100,-308.79,7,6,0.7956,0,1.289000,38,49,153,141,49,5,77,7,46,"NA:N,SA:N",0E1|1E3|2A9|3E6|4E15|5A1|6E14|7A3|8A3|9A19|10A2|11A1|12E10
178,64883,timeout,328,100,-181.83,8,4,0.7945,0,1.281284,92,64,170,108,50,2,48,3,45,"NA:N,SA:N",0A4|1A20|2A20|3E18|4A1|5A6|6A4|7A20|8A17|9E17|10E14|11N1|12E15
179,65221,timeout,338,100,-257.15,7,5,0.7935,0,1.347033,45,53,153,137,48,6,73,6,45,"NA:N,SA:N",0A1|1A2|2A7|3E10|4A19|5A2|6E20|7A1|8A13|9E20|10E2|11N1|12E1
180,65548,timeout,327,100,-203.16,7,5,0.7924,0,1.257326,59,51,153,125,49,5,62,6,46,"NA:N,SA:N",0A4|1A12|2A20|3E20|4A18|5A2|6E18|7A2|8A1|9E3|10E5|11N1|12E5
181,65869,timeout,321,100,-237.13,5,7,0.7914,0,1.321648,68,60,155,117,49,3,56,5,44,"NA:N,SA:N",0E1|1A17|2A10|3E15|4A1|5A20|6E20|7A20|8E15|9E3|10E3|11N1|12E3
182,66237,timeout,368,100,-29.88,9,3,0.7902,0,1.296486,180,59,232,86,50,0,25,2,43,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9E19|10E20|11N1|12E20
183,66583,timeout,346,100,-311.57,7,5,0.7892,0,1.351783,54,48,165,131,50,1,72,3,48,"NA:N,SA:N",0A9|1A2|2A4|3E18|4A16|5A20|6E12|7A1|8A2|9E11|10E3|11N1|12E4
184,66909,timeout,326,100,-248.39,6,6,0.7881,0,1.329100,39,62,150,126,50,4,64,7,47,"NA:N,SA:N",0E7|1E7|2A10|3E18|4A1|5A4|6A1|7A3|8A20|9E20|10E3|11N1|12E7
185,67261,timeout,352,100,-236.12,9,4,0.7870,0,1.280251,57,41,155,148,49,10,78,10,42,"NA:N,SA:N",0A16|1A8|2A3|3E16|4A1|5A3|6E13|7A4|8A20|9A1|10E10|11A1|12E2
186,67611,timeout,350,100,-384.05,6,7,0.7859,0,1.270120,45,33,155,146,49,3,83,6,38,"NA:N,SA:N",0E1|1E1|2A2|3E3|4E3|5A6|6E18|7A20|8A1|9A15|10E4|11A1|12E3
187,67920,timeout,309,100,-192.78,5,7,0.7849,0,1.255098,54,78,150,109,50,4,48,7,45,"NA:N,SA:N",0E7|1A1|2A20|3E20|4A7|5A6|6E20|7A20|8E20|9E3|10E4|11N1|12E4
188,68270,timeout,350,100,-355.51,4,9,0.7838,0,1.236965,35,51,150,150,50,6,86,11,45,"NA:N,SA:N",0E1|1E3|2E1|3E7|4E12|5E2|6E8|7E8|8A18|9A1|10A1|11A15|12E9
189,68603,timeout,333,100,-185.53,7,6,0.7828,0,1.235578,45,64,153,132,48,7,66,8,45,"NA:N,SA:N",0E1|1E1|2E9|3A1|4E18|5E15|6A1|7A4|8A1|9A17|10A1|11A20|12E20
190,68927,timeout,324,100,-227.16,6,6,0.7817,0,1.231154,57,49,153,122,49,4,60,6,42,"NA:N,SA:N",0E3|1A11|2A2|3E6|4A13|5A1|6E20|7A10|8A20|9E11|10E4|11N1|12E5
191,69291,timeout,364,100,-294.75,6,7,0.7806,0,1.220930,31,41,152,162,50,12,91,15,47,"NA:N,SA:N",0E1|1E1|2E1|3E3|4A1|5E3|6E13|7A1|8A2|9A7|10E19|11A1|12A19
192,69610,timeout,319,100,-226.49,8,4,0.7796,0,1.223825,65,58,155,114,50,2,54,3,44,"NA:N,SA:N",0A13|1A20|2A1|3E18|4A17|5A2|6A1|7A10|8A1|9E20|10E10|11N1|12E10
193,69934,timeout,324,100,-301.34,4,8,0.7785,0,1.180480,53,43,150,124,50,1,66,5,46,"NA:N,SA:N",0E1|1E4|2A6|3E9|4A19|5A18|6E17|7A10|8E1|9E3|10E4|11N1|12E4
194,70260,timeout,326,100,-310.50,4,8,0.7775,0,1.299561,42,67,150,126,50,2,67,6,41,"NA:N,SA:N",0E1|1E8|2A12|3E14|4E20|5A2|6E13|7A20|8A8|9E3|10E4|11N1|12E4
195,70600,timeout,340,100,-291.49,4,8,0.7764,0,1.203425,39,54,153,138,49,5,75,9,40,"NA:N,SA:N",0E1|1E2|2A12|3E10|4E20|5A19|6E3|7A1|8A7|9E7|10E6|11N1|12E5
196,70943,timeout,343,100,-314.71,10,3,0.7753,0,1.223170,47,36,152,141,50,4,78,3,47,"NA:N,SA:N",0E18|1A13|2A4|3E15|4A3|5A3|6A1|7A13|8A6|9A2|10E3|11A1|12A1
197,71287,timeout,344,100,-331.46,6,6,0.7743,0,1.203582,36,33,150,144,50,4,82,7,48,"NA:N,SA:N",0A6|1E13|2A8|3A14|4A1|5A1|6E7|7A6|8E2|9E5|10E3|11N1|12E3
198,71628,timeout,341,100,-325.41,2,11,0.7732,0,1.192291,32,116,150,141,50,6,78,12,39,"NA:E,SA:N",0E7|1E6|2E7|3E7|4E6|5E6|6E13|7E6|8E18|9A12|10E20|11A20|12E20
199,71979,timeout,351,100,-303.96,6,6,0.7721,0,1.202753,43,40,155,147,49,6,83,7,46,"NA:N,SA:N",0E1|1A2|2A3|3E13|4A20|5A2|6A2|7A14|8E18|9E3|10E3|11N1|12E2
200,72307,timeout,328,100,-325.23,7,5,0.7710,0,1.221034,60,31,150,128,50,1,70,2,47,"NA:N,SA:N",0A14|1A1|2A2|3E17|4A20|5A18|6A2|7A3|8E1|9E3|10E3|11N1|12E7
201,72655,timeout,348,100,-285.59,7,5,0.7699,0,1.171469,31,39,152,146,50,6,82,7,45,"NA:N,SA:N",0E11|1A5|2A1|3E20|4A4|5A2|6A2|7A16|8A1|9E2|10E3|11N1|12E3
202,72994,timeout,339,100,-328.51,6,6,0.7689,0,1.089286,47,38,152,137,50,2,76,5,47,"NA:N,SA:N",0A3|1A17|2A5|3E10|4A1|5A3|6E18|7A18|8E3|9E3|10E2|11N1|12E2
203,73329,timeout,335,100,-288.02,5,7,0.7678,0,1.136864,52,51,152,133,50,5,69,9,46,"NA:N,SA:N",0E1|1E1|2A20|3E14|4E13|5A6|6A18|7A7|8A1|9E15|10E3|11N1|12E4
204,73667,timeout,338,100,-203.19,6,6,0.7667,0,1.205782,59,29,150,138,50,9,72,11,47,"NA:N,SA:N",0A10|1A1|2A14|3E5|4A20|5A13|6E3|7A1|8E14|9E2|10E2|11N1|12E3
205,74070,timeout,403,100,18.21,9,3,0.7654,0,1.349189,177,59,255,98,50,5,36,4,50,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A17|9E19|10E20|11N1|12E20
206,74412,timeout,342,100,-292.42,7,5,0.7644,0,1.197363,51,33,152,140,50,4,78,5,47,"NA:N,SA:N",0A5|1A15|2A4|3A3|4A19|5A4|6E16|7A1|8E6|9E3|10E4|11N1|12E4
207,74742,timeout,330,100,-270.91,3,9,0.7633,0,1.202869,46,62,150,130,50,5,69,9,48,"NA:N,SA:N",0E1|1E1|2E1|3E14|4E18|5A20|6E9|7A16|8A10|9E7|10E5|11N1|12E6
208,75056,timeout,314,100,-240.63,5,7,0.7623,0,1.151602,55,64,150,114,50,2,55,5,42,"NA:N,SA:N",0E7|1E10|2A6|3E16|4A17|5A20|6E20|7A1|8A11|9E6|10E3|11N1|12E2
209,75416,timeout,360,100,-272.36,7,5,0.7612,0,1.321459,75,35,175,135,50,3,74,5,48,"NA:N,SA:N",0E1|1A12|2A7|3E11|4A20|5A12|6A4|7A1|8A19|9E11|10E6|11N1|12E6
210,75751,timeout,335,100,-127.96,8,5,0.7601,0,1.186186,95,42,166,119,50,8,54,8,49,"NA:N,SA:A",0E1|1E3|2A16|3E3|4E15|5A16|6E20|7A1|8A20|9A20|10A16|11A4|12A2
211,76084,timeout,333,100,-185.10,8,5,0.7591,0,1.234264,51,46,150,133,50,7,68,8,47,"NA:N,SA:N",0E1|1A6|2A1|3E1|4E19|5A6|6E20|7A14|8A17|9A3|10A3|11A1|12E5
212,76411,timeout,327,100,-123.04,10,3,0.7580,0,1.177067,82,39,152,125,50,9,58,7,43,"NA:N,SA:N",0A2|1A1|2A18|3E1|4A4|5A20|6E18|7A4|8A6|9A20|10E20|11A1|12A6
213,76732,timeout,321,100,-284.76,5,7,0.7570,0,1.158668,60,54,152,119,50,1,59,5,45,"NA:N,SA:N",0E1|1A16|2A20|3E15|4A2|5A6|6E18|7A16|8E11|9E3|10E3|11N1|12E3
214,77054,timeout,322,100,-277.85,7,5,0.7560,0,1.223262,58,48,150,122,50,2,61,5,45,"NA:N,SA:N",0A15|1A18|2A1|3E17|4A1|5A20|6E14|7A2|8A1|9E9|10E5|11N1|12E3
215,77416,timeout,362,100,-464.15,5,7,0.7548,0,1.215511,31,31,152,160,50,3,100,5,47,"NA:N,SA:N",0E1|1E1|2A6|3E3|4E11|5A19|6E10|7A3|8A1|9A2|10E3|11N1|12E2
216,77754,timeout,338,100,-295.28,7,5,0.7538,0,1.180990,37,51,150,138,50,5,76,6,48,"NA:N,SA:N",0A4|1A4|2A20|3E19|4A1|5A3|6E20|7A4|8A1|9E2|10E5|11N1|12E5
217,78053,timeout,299,100,-181.53,7,5,0.7528,0,1.156956,75,64,150,99,50,1,41,2,47,"NA:N,SA:N",0A20|1A6|2A20|3E18|4A5|5A18|6A1|7A5|8E20|9E9|10E9|11N1|12E8
218,78382,timeout,329,100,-257.22,7,6,0.7518,0,1.193867,63,53,155,125,49,5,61,6,42,"NA:N,SA:N",0E1|1E1|2A1|3E1|4E19|5A20|6A3|7A10|8A1|9A12|10E20|11A16|12E11
219,78723,timeout,341,100,-203.82,7,6,0.7507,0,1.187447,43,32,150,141,50,9,74,10,43,"NA:N,SA:N",0E1|1E2|2A14|3E3|4E20|5A13|6A3|7A1|8A2|9A9|10E2|11A1|12E4
220,79053,timeout,330,100,-314.36,2,10,0.7497,0,1.200636,33,53,147,135,48,3,74,7,37,"NA:N,SA:N",0E1|1E1|2E7|3E5|4E19|5A18|6E8|7A15|8E5|9E2|10E3|11N1|12E2
221,79380,timeout,327,100,-167.66,10,3,0.7486,0,1.174144,63,39,152,125,50,5,62,3,45,"NA:N,SA:N",0E16|1A4|2A1|3E20|4A17|5A6|6A20|7A1|8A1|9A11|10A1|11A1|12E3
222,79716,timeout,336,100,-341.04,6,6,0.7476,0,1.200835,47,42,153,134,49,2,75,3,47,"NA:N,SA:N",0E1|1E13|2A2|3A14|4A2|5A5|6E20|7A20|8A4|9E2|10E3|11N1|12E3
223,80027,timeout,311,100,-179.00,5,7,0.7466,0,1.156727,58,79,152,109,50,4,47,7,48,"NA:N,SA:N",0E10|1A7|2A6|3E20|4A20|5A20|6E20|7A5|8E18|9E3|10E4|11N1|12E4
224,80354,timeout,327,100,-225.16,7,5,0.7455,0,1.146232,63,43,153,125,49,4,63,5,47,"NA:N,SA:N",0A12|1A1|2A1|3E4|4A18|5A11|6E20|7A19|8A1|9E12|10E4|11N1|12E3
225,80671,timeout,317,100,-240.94,6,6,0.7445,0,1.216183,77,50,152,115,50,2,55,4,44,"NA:N,SA:N",0A20|1A17|2A12|3A18|4E20|5A2|6A8|7E20|8E1|9E3|10E3|11N1|12E3
226,80984,timeout,313,100,-231.47,4,8,0.7436,0,1.164018,51,75,153,111,49,2,51,6,47,"NA:N,SA:N",0E5|1E17|2A20|3E20|4E3|5A1|6A15|7A15|8E20|9E3|10E4|11N1|12E3
227,81321,timeout,337,100,-290.66,5,7,0.7425,0,1.124615,57,55,155,133,49,4,69,8,46,"NA:N,SA:N",0E1|1E5|2A17|3E3|4E20|5A1|6A2|7A20|8A17|9E20|10E3|11N1|12E3
228,81660,timeout,339,100,-394.98,8,5,0.7414,0,1.196494,33,55,153,137,49,3,76,3,42,"NA:N,SA:N",0A3|1E14|2A1|3A5|4E19|5A2|6E20|7A1|8A17|9A1|10E1|11A3|12E1
229,82002,timeout,342,100,-303.21,6,7,0.7403,0,1.140425,50,47,155,137,50,4,74,8,46,"NA:N,SA:N",0E1|1E5|2E2|3E3|4E20|5A20|6E15|7A8|8A5|9A11|10A1|11A5|12E1
230,82330,timeout,328,100,-283.48,5,8,0.7393,0,1.187936,49,60,150,128,50,5,65,9,46,"NA:N,SA:N",0E1|1E1|2E1|3E9|4E10|5E3|6E15|7A5|8A20|9A20|10E20|11A3|12A1
231,82680,timeout,350,100,-271.15,6,6,0.7382,0,1.199742,41,29,152,148,50,7,82,10,43,"NA:N,SA:N",0A15|1E5|2A7|3A1|4E1|5A16|6E16|7A1|8A1|9E1|10E3|11N1|12E3
232,82993,timeout,313,100,-229.44,7,5,0.7372,0,1.141849,58,62,150,113,50,2,54,3,46,"NA:N,SA:N",0A7|1A3|2A5|3E19|4A20|5A2|6E20|7A1|8A20|9E15|10E4|11N1|12E4
233,83309,timeout,316,100,-263.02,6,6,0.7362,0,1.153146,60,59,153,114,49,0,55,3,44,"NA:N,SA:N",0A13|1A20|2A1|3E17|4A16|5A2|6E18|7A8|8E12|9E5|10E3|11N1|12E4
234,83626,timeout,317,100,-212.25,6,6,0.7352,0,1.143349,64,55,150,117,50,5,54,7,50,"NA:N,SA:N",0E1|1A12|2A11|3E20|4A18|5A2|6A1|7A20|8E20|9E4|10E5|11N1|12E5
235,83944,timeout,318,100,-210.56,7,5,0.7342,0,1.145559,77,54,155,114,49,3,52,4,47,"NA:N,SA:N",0A17|1A20|2A10|3E16|4A5|5A1|6A4|7A20|8E20|9E6|10E6|11N1|12E6
236,84248,timeout,304,100,-277.62,4,8,0.7332,0,1.134244,57,75,150,104,50,0,47,4,47,"NA:N,SA:N",0E1|1E2|2A20|3E20|4A13|5A20|6E20|7A4|8E18|9E5|10E4|11N1|12E5
237,84561,timeout,313,100,-240.22,6,6,0.7322,0,1.158485,65,50,150,113,50,1,55,3,47,"NA:N,SA:N",0E6|1A20|2A10|3E17|4A19|5A1|6E18|7A14|8A1|9E3|10E3|11N1|12E3
238,84861,timeout,300,100,-193.38,4,8,0.7313,0,1.135989,65,82,153,99,48,0,41,3,45,"NA:N,SA:N",0E1|1E20|2A20|3E14|4A18|5A20|6E20|7A7|8E15|9E4|10E4|11N1|12E4
239,85166,timeout,305,100,-238.24,4,8,0.7303,0,1.128699,56,83,150,105,50,1,47,4,48,"NA:N,SA:N",0E15|1E12|2A3|3E18|4E12|5A20|6A13|7A20|8E18|9E2|10E3|11N1|12E3
240,85488,timeout,322,100,-220.58,5,7,0.7293,0,1.150355,55,56,150,122,50,5,60,8,44,"NA:N,SA:N",0E1|1E6|2A1|3A15|4E20|5A4|6A16|7A19|8E20|9E3|10E3|11N1|12E3
