241,87460,timeout,320,100,-1495.47,3,9,0.7230,0,49.572085,57,67,152,118,50,3,56,8,41,"NA:N,SA:N",0E8|1E1|2A17|3E17|4E18|5A20|6E1|7A20|8E10|9E3|10E5|11N1|12E4
242,87800,timeout,340,100,-591.70,3,9,0.7220,0,46.933085,47,41,150,140,50,9,74,13,39,"NA:N,SA:N",0E1|1E1|2A14|3E2|4E18|5A18|6E10|7A15|8E2|9E2|10E3|11N1|12E2
243,88114,timeout,314,100,-1095.02,4,8,0.7210,0,45.605057,67,60,152,112,50,2,52,6,43,"NA:N,SA:N",0E1|1E1|2A9|3E13|4E19|5A20|6E5|7A18|8A20|9E15|10E2|11N1|12E4
244,88456,timeout,342,100,-1720.54,5,7,0.7199,0,44.862373,59,27,150,142,50,10,73,14,41,"NA:N,SA:N",0A3|1E1|2A10|3E3|4E5|5A20|6A6|7A20|8E9|9E3|10E4|11N1|12E2
245,88769,timeout,313,100,-949.32,4,8,0.7189,0,46.683552,61,63,150,113,50,5,53,7,39,"NA:N,SA:N",0E2|1E1|2A19|3E13|4E19|5A20|6E17|7A18|8A4|9E5|10E3|11N1|12E3
246,89092,timeout,323,100,-713.76,3,9,0.7179,0,44.562841,54,65,152,123,48,2,62,6,40,"NA:N,SA:N",0E1|1E11|2A20|3E4|4E20|5A20|6E18|7A14|8E1|9E4|10E3|11N1|12E3
247,89442,timeout,350,100,-1069.35,5,7,0.7168,0,45.437701,47,33,158,143,49,6,78,10,44,"NA:N,SA:N",0A3|1E3|2A1|3E1|4E13|5A18|6A5|7A20|8E2|9E8|10E4|11N1|12E2
248,89814,timeout,372,100,-5.63,9,3,0.7156,0,44.880525,180,58,235,87,50,4,24,4,48,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A20|9E18|10E20|11N1|12E20
249,90144,timeout,330,100,-1171.57,4,8,0.7145,0,46.364702,58,45,153,128,49,4,67,7,40,"NA:N,SA:N",0E1|1E2|2A18|3E8|4E20|5A20|6E6|7A19|8A1|9E2|10E3|11N1|12E3
250,90470,timeout,326,100,-1185.74,8,5,0.7135,0,47.293251,66,41,150,126,50,5,63,6,40,"NA:N,SA:N",0E1|1E13|2A20|3E9|4A17|5A15|6E16|7A1|8A2|9A7|10A3|11A1|12E2
251,90826,timeout,356,100,-2069.45,9,4,0.7124,0,47.572400,68,39,164,142,50,11,73,10,38,"NA:N,SA:A",0E1|1A5|2A2|3E1|4E19|5A15|6E18|7A19|8A4|9A5|10A6|11A4|12A8
252,91156,timeout,330,100,-792.55,6,6,0.7113,0,48.551139,69,49,155,126,49,6,60,9,45,"NA:N,SA:N",0E1|1E14|2A7|3E15|4A10|5A20|6A10|7A20|8A2|9E7|10E6|11N1|12E6
253,91481,timeout,325,100,-1077.90,5,7,0.7103,0,48.859640,74,42,153,124,48,6,60,7,38,"NA:N,SA:N",0A5|1E1|2A20|3E3|4E17|5A20|6E10|7A18|8A11|9E5|10E3|11N1|12E3
254,91798,timeout,317,100,-385.51,3,9,0.7093,0,49.260548,39,65,144,125,48,2,64,6,34,"NA:N,SA:N",0E1|1E1|2A3|3E2|4E20|5A16|6E16|7A20|8E16|9E3|10E3|11N1|12E3
255,92114,timeout,316,100,-1959.92,4,8,0.7083,0,47.911571,60,64,152,114,50,3,54,6,37,"NA:N,SA:N",0E1|1E1|2A2|3E15|4E16|5A20|6E18|7A19|8A19|9E9|10E2|11N1|12E2
256,92444,timeout,330,100,-345.32,5,7,0.7073,0,49.893537,46,55,150,130,50,7,66,9,39,"NA:N,SA:N",0A1|1E3|2A20|3A1|4E17|5A6|6E13|7A18|8E13|9E3|10E3|11N1|12E3
257,92757,timeout,313,100,-907.61,5,7,0.7063,0,52.600822,76,57,150,113,50,7,49,10,44,"NA:N,SA:N",0A16|1E9|2A15|3A7|4E20|5A20|6E15|7A18|8E6|9E2|10E2|11N1|12E3
258,93078,timeout,321,100,-788.88,5,7,0.7053,0,54.505543,66,45,150,121,50,4,60,7,47,"NA:N,SA:N",0E1|1A2|2A20|3E4|4A4|5A20|6E20|7A20|8E12|9E3|10E2|11N1|12E3
259,93435,timeout,357,100,-1382.20,7,6,0.7041,0,55.755043,75,61,182,125,50,5,60,9,38,"NA:N,SA:A",0E2|1E3|2E14|3E2|4E20|5A1|6E20|7A8|8A13|9A10|10A20|11A3|12A20
260,93742,timeout,307,100,-1365.52,5,7,0.7032,0,56.125845,83,63,153,105,49,2,44,6,47,"NA:N,SA:N",0E1|1E1|2A13|3E18|4E15|5A20|6A20|7A20|8A10|9E13|10E8|11N1|12E7
261,94049,timeout,307,100,-633.95,4,8,0.7022,0,57.428290,65,63,150,107,50,2,49,5,46,"NA:N,SA:N",0E1|1E15|2A20|3E3|4A5|5A20|6E20|7A20|8E16|9E2|10E2|11N1|12E4
262,94386,timeout,337,100,-1392.45,8,5,0.7011,0,55.578689,75,39,157,131,49,9,62,11,41,"NA:N,SA:A",0E1|1E6|2A12|3E6|4E6|5A20|6E20|7A20|8A1|9A15|10A5|11A1|12A1
263,94693,timeout,307,100,-1241.48,5,7,0.7001,0,57.463214,73,61,150,107,50,2,48,5,44,"NA:N,SA:N",0E1|1E13|2A20|3E19|4E9|5A14|6A14|7A20|8A5|9E9|10E5|11N1|12E5
264,95015,timeout,322,100,-1235.57,6,6,0.6991,0,56.380525,77,50,152,120,50,5,56,8,48,"NA:N,SA:N",0A2|1A2|2A18|3E1|4E16|5A20|6E13|7A18|8A17|9E13|10E4|11N1|12E3
265,95328,timeout,313,100,-1030.00,6,6,0.6981,0,58.107062,70,62,152,111,50,5,46,9,46,"NA:N,SA:N",0A1|1A5|2A7|3E13|4A19|5A20|6E19|7A18|8E19|9E5|10E4|11N1|12E2
266,95640,timeout,312,100,-1286.61,6,7,0.6971,0,56.198970,71,61,153,111,48,3,49,5,42,"NA:N,SA:N",0E1|1E6|2A18|3E9|4E20|5A6|6E20|7A20|8A9|9A13|10E2|11A5|12E3
267,95986,timeout,346,100,-625.25,8,4,0.6960,0,58.727878,61,27,152,144,50,10,76,10,42,"NA:N,SA:N",0A4|1A1|2A16|3A1|4E14|5A5|6A1|7A18|8A15|9E7|10E3|11N1|12E3
268,96290,timeout,304,100,-607.02,6,6,0.6951,0,60.202166,77,74,150,104,50,3,44,5,45,"NA:N,SA:N",0A4|1A2|2A20|3E10|4A11|5A20|6E20|7A20|8E20|9E8|10E8|11N1|12E8
269,96610,timeout,320,100,-998.04,5,7,0.6941,0,60.278084,58,66,150,120,50,9,54,12,45,"NA:N,SA:N",0A9|1E1|2E14|3A1|4E20|5A19|6A20|7A9|8E20|9E3|10E4|11N1|12E4
270,96931,timeout,321,100,-913.87,7,5,0.6931,0,62.022458,72,50,150,121,50,8,55,9,44,"NA:N,SA:N",0A5|1A2|2A20|3A4|4A1|5A20|6E19|7A20|8E18|9E5|10E4|11N1|12E4
271,97247,timeout,316,100,-596.39,6,7,0.6921,0,61.186973,67,55,150,116,50,6,53,8,43,"NA:N,SA:N",0E1|1E6|2A15|3E1|4E20|5A20|6E20|7A16|8A8|9A7|10E3|11A1|12E4
272,97581,timeout,334,100,-1442.53,6,7,0.6910,0,61.154174,53,51,155,130,49,5,66,7,35,"NA:N,SA:N",0E1|1E1|2A3|3E8|4E17|5A20|6E20|7A19|8A3|9A5|10E2|11A3|12E2
273,97901,timeout,320,100,-809.34,4,8,0.6900,0,61.391178,62,53,148,123,49,5,60,8,39,"NA:N,SA:N",0A8|1E3|2A20|3E1|4E15|5A15|6E14|7A19|8E14|9E2|10E2|11N1|12E2
274,98228,timeout,327,100,-1261.35,5,7,0.6889,0,62.250702,63,55,150,127,50,10,60,13,42,"NA:N,SA:N",0A10|1E3|2A12|3A1|4E20|5A20|6E15|7A20|8E6|9E2|10E5|11N1|12E4
275,98527,timeout,299,100,-1140.66,6,6,0.6880,0,62.098522,88,75,155,95,49,3,34,4,43,"NA:N,SA:N",0A15|1A1|2A20|3E18|4A12|5A20|6E20|7A20|8E20|9E5|10E5|11N1|12E7
276,98845,timeout,318,100,-951.68,3,9,0.6870,0,64.686411,52,76,150,118,50,4,56,10,40,"NA:N,SA:N",0E3|1E1|2E8|3E17|4E20|5A18|6E20|7A20|8A14|9E1|10E3|11N1|12E3
277,99148,timeout,303,100,-1304.28,5,7,0.6860,0,66.022175,78,77,155,99,49,1,40,3,41,"NA:N,SA:N",0E2|1E20|2A19|3E20|4A16|5A20|6A19|7A4|8E20|9E5|10E5|11N1|12E5
278,99457,timeout,309,100,-946.60,4,8,0.6851,0,68.291644,76,75,155,104,50,1,45,6,45,"NA:N,SA:N",0E1|1E20|2A20|3E4|4A16|5A20|6E20|7A20|8E12|9E8|10E5|11N1|12E5
279,99764,timeout,307,100,-771.84,5,7,0.6841,0,68.075819,70,58,150,107,50,3,47,6,41,"NA:N,SA:N",0A9|1E14|2A19|3A4|4E20|5A20|6E8|7A18|8E5|9E4|10E3|11N1|12E4
280,100068,timeout,304,100,-949.69,6,6,0.6831,0,68.255069,74,59,150,104,50,1,45,4,45,"NA:N,SA:N",0A1|1A20|2A20|3E19|4A5|5A13|6E14|7A15|8E19|9E3|10E2|11N1|12E2
281,100369,timeout,301,100,-767.80,4,8,0.6822,0,67.501977,68,71,150,101,50,2,43,5,38,"NA:N,SA:N",0E1|1E1|2A8|3E4|4E19|5A20|6E20|7A20|8A20|9E20|10E3|11N1|12E3
282,100715,timeout,346,100,-1064.67,5,7,0.6811,0,65.997796,54,34,150,146,50,8,80,11,44,"NA:N,SA:N",0A5|1E1|2A8|3E1|4E13|5A19|6E10|7A20|8A2|9E5|10E2|11N1|12E2
283,101028,timeout,313,100,-994.98,6,6,0.6801,0,66.502529,67,59,148,115,50,8,50,9,39,"NA:N,SA:N",0A5|1A18|2A4|3A2|4E20|5A20|6E19|7A18|8E16|9E2|10E1|11N1|12E1
284,101360,timeout,332,100,-1597.56,6,6,0.6790,0,69.739463,59,53,152,130,50,6,66,8,41,"NA:N,SA:N",0A3|1A3|2A18|3E4|4E16|5A7|6A9|7A19|8E20|9E4|10E3|11N1|12E6
285,101706,timeout,346,100,-2386.36,3,10,0.6779,0,68.943260,34,70,150,146,50,6,80,13,44,"NA:E,SA:N",0E1|1E1|2E1|3E1|4E2|5E6|6E17|7E6|8E15|9A11|10E20|11A20|12A3
286,102033,timeout,327,100,-606.49,5,7,0.6769,0,68.026485,70,47,152,125,50,8,59,11,45,"NA:N,SA:N",0A12|1E3|2A18|3A1|4E8|5A19|6E12|7A20|8E17|9E3|10E2|11N1|12E2
287,102377,timeout,344,100,-278.68,6,6,0.6758,0,69.284853,89,54,172,122,50,8,55,11,49,"NA:N,SA:N",0A4|1A7|2A18|3E1|4A20|5A20|6E20|7A20|8E10|9E13|10E5|11N1|12E5
288,102717,timeout,340,100,-1719.04,4,8,0.6747,0,67.692000,40,47,150,140,50,5,79,8,43,"NA:N,SA:N",0E1|1E2|2A19|3E2|4E20|5A13|6E15|7A1|8A7|9E2|10E3|11N1|12E2
289,103024,timeout,307,100,-277.10,4,8,0.6738,0,68.427885,62,68,144,114,49,7,49,11,40,"NA:N,SA:N",0A4|1E5|2A18|3E1|4E18|5A20|6E18|7A20|8E18|9E3|10E2|11N1|12E3
290,103355,timeout,331,100,-620.10,6,7,0.6727,0,70.312698,55,48,150,131,50,11,62,14,39,"NA:N,SA:N",0E1|1E1|2E3|3E2|4E17|5A15|6E20|7A12|8A10|9A15|10A2|11A1|12E4
291,103676,timeout,321,100,-1387.57,4,8,0.6717,0,71.605441,70,51,155,117,49,2,57,5,42,"NA:N,SA:N",0E1|1E1|2A18|3E1|4E18|5A20|6E19|7A13|8A19|9E5|10E3|11N1|12E3
292,103990,timeout,314,100,-1340.77,5,7,0.6707,0,73.089172,72,59,153,113,48,1,53,4,42,"NA:N,SA:N",0E1|1E8|2A5|3E14|4A14|5A20|6E20|7A13|8A20|9E8|10E3|11N1|12E5
293,104296,timeout,306,100,-542.85,3,9,0.6697,0,72.539218,56,70,146,111,49,4,50,8,42,"NA:N,SA:N",0E1|1E1|2A16|3E1|4E20|5A20|6E19|7A20|8E20|9E2|10E3|11N1|12E3
294,104607,timeout,311,100,-1478.42,5,7,0.6687,0,73.317301,89,60,152,109,50,6,45,9,43,"NA:N,SA:N",0E1|1E11|2A20|3E15|4E18|5A20|6A19|7A18|8A12|9E7|10E4|11N1|12E4
295,104937,timeout,330,100,-1044.58,5,7,0.6677,0,75.474189,56,56,150,130,50,10,63,13,45,"NA:N,SA:N",0E1|1E6|2A12|3E6|4E20|5A19|6A5|7A19|8A1|9E18|10E2|11N1|12E3
296,105297,timeout,360,100,-869.67,7,5,0.6666,0,77.846689,87,35,177,133,50,8,66,10,46,"NA:N,SA:N",0A6|1A1|2A20|3E1|4A8|5A20|6E16|7A20|8A12|9E6|10E5|11N1|12E7
297,105619,timeout,322,100,-829.72,4,8,0.6655,0,74.234106,65,48,152,120,50,4,59,7,42,"NA:N,SA:N",0E1|1E1|2A15|3E6|4E16|5A20|6E16|7A19|8A11|9E2|10E3|11N1|12E3
298,105937,timeout,318,100,-330.50,5,7,0.6645,0,74.434739,61,68,152,116,50,6,52,9,39,"NA:N,SA:N",0A8|1E3|2A2|3E1|4E17|5A15|6E20|7A20|8A16|9E19|10E4|11N1|12E4
299,106259,timeout,322,100,-645.43,6,6,0.6635,0,77.765106,85,68,165,107,50,5,44,8,47,"NA:N,SA:N",0A9|1A1|2A18|3E19|4A17|5A20|6E20|7A20|8E16|9E7|10E3|11N1|12E3
300,106563,timeout,304,100,-2116.63,4,8,0.6626,0,77.945444,76,73,152,103,49,2,43,6,44,"NA:N,SA:N",0E1|1E1|2A20|3E18|4E13|5A18|6A18|7A20|8E16|9E8|10E8|11N1|12E8
301,106889,timeout,326,100,-1067.97,5,8,0.6615,0,76.116614,62,62,155,122,49,2,59,7,41,"NA:N,SA:N",0E1|1E1|2E3|3E6|4E20|5A16|6E20|7A20|8A3|9A3|10E10|11A20|12E1
302,107226,timeout,337,100,-790.50,5,7,0.6605,0,80.168110,50,42,152,135,50,6,71,9,45,"NA:N,SA:N",0E1|1A1|2A8|3E2|4E19|5A5|6E12|7A16|8A20|9E2|10E3|11N1|12E3
303,107537,timeout,311,100,-525.05,5,7,0.6595,0,82.161304,81,58,155,107,49,2,46,5,44,"NA:N,SA:N",0E1|1E18|2A20|3E8|4A19|5A20|6E20|7A20|8A2|9E3|10E4|11N1|12E4
304,107873,timeout,336,100,-1347.16,7,5,0.6584,0,82.051248,96,59,175,112,49,1,51,3,47,"NA:N,SA:N",0A3|1A20|2A20|3E19|4A12|5A20|6A1|7A20|8E18|9E11|10E5|11N1|12E6
305,108163,timeout,290,100,-1430.81,4,8,0.6575,0,79.886293,78,83,148,92,50,3,31,7,42,"NA:N,SA:N",0E1|1E8|2A20|3E11|4E20|5A20|6E20|7A18|8A20|9E18|10E3|11N1|12E2
306,108470,timeout,307,100,-1246.22,5,7,0.6565,0,80.923090,87,62,152,107,48,4,44,6,43,"NA:N,SA:N",0E1|1E14|2A13|3E16|4A20|5A14|6E20|7A20|8A20|9E4|10E3|11N1|12E4
307,108768,timeout,298,100,-890.30,3,9,0.6556,0,76.602999,60,74,142,106,50,3,44,9,42,"NA:N,SA:N",0E1|1E11|2A20|3E3|4E20|5A20|6E13|7A20|8E18|9E3|10E3|11N1|12E2
308,109080,timeout,312,100,-1550.69,6,7,0.6546,0,77.449763,72,65,152,110,50,2,50,4,43,"NA:N,SA:N",0E1|1E1|2A12|3E17|4E18|5A18|6E20|7A20|8A1|9A3|10E7|11A18|12E1
309,109387,timeout,307,100,-1612.59,4,8,0.6536,0,79.424050,76,65,153,106,48,2,46,5,44,"NA:N,SA:N",0E1|1E1|2A20|3E12|4E17|5A20|6E12|7A20|8A16|9E18|10E2|11N1|12E2
310,109744,timeout,357,100,-1465.03,7,6,0.6525,0,79.954527,50,44,150,157,50,17,83,18,38,"NA:N,SA:N",0E1|1E1|2A1|3E1|4E3|5A1|6E18|7A8|8A1|9A20|10A1|11A18|12E20
311,110091,timeout,347,100,-586.40,8,4,0.6514,0,81.932326,103,55,182,115,50,3,53,4,44,"NA:N,SA:N",0A13|1A2|2A20|3E20|4A20|5A20|6A5|7A20|8A3|9E17|10E9|11N1|12E9
312,110431,timeout,340,100,-660.42,7,5,0.6503,0,81.389619,76,45,162,128,50,5,64,7,44,"NA:N,SA:N",0A4|1A19|2A5|3E12|4A7|5A20|6E18|7A20|8A1|9E7|10E4|11N1|12E4
313,110753,timeout,322,100,-1919.86,3,9,0.6493,0,78.827504,51,74,152,120,50,6,56,11,42,"NA:N,SA:N",0E1|1E1|2E19|3E15|4E14|5A18|6A14|7A19|8E17|9E2|10E3|11N1|12E2
314,111123,timeout,370,100,5.86,9,3,0.6481,0,80.977374,178,58,241,79,50,1,19,1,49,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A18|9E19|10E19|11N1|12E20
315,111399,timeout,276,100,-512.18,3,9,0.6472,0,76.090985,60,84,133,93,50,1,33,7,41,"NA:N,SA:N",0E1|1E19|2A20|3E1|4E20|5A20|6E18|7A20|8E18|9E3|10E2|11N1|12E2
316,111711,timeout,312,100,-521.51,4,8,0.6462,0,73.679464,79,71,155,108,49,3,46,7,41,"NA:N,SA:N",0E1|1E2|2A19|3E1|4E20|5A20|6E20|7A20|8A20|9E17|10E5|11N1|12E5
317,112027,timeout,316,100,-1434.27,4,8,0.6452,0,72.378320,49,64,150,116,50,2,57,6,44,"NA:N,SA:N",0E4|1E1|2A6|3E12|4E20|5A20|6A3|7A20|8E16|9E3|10E4|11N1|12E4
318,112328,timeout,301,100,-424.72,2,10,0.6443,0,73.815933,36,56,131,121,49,1,61,7,38,"NA:N,SA:N",0E1|1E1|2E1|3E14|4E20|5A19|6E6|7A17|8E5|9E3|10E3|11N1|12E2
319,112648,timeout,320,100,-1510.67,5,8,0.6433,0,73.425207,73,54,150,120,50,8,54,11,39,"NA:N,SA:N",0E1|1E1|2E3|3E3|4E3|5A1|6E20|7A20|8A15|9A17|10E20|11A20|12E3
320,112916,timeout,268,100,-296.37,3,9,0.6424,0,74.090672,59,76,126,92,50,2,32,8,37,"NA:N,SA:N",0E1|1E1|2E10|3E6|4E20|5A19|6E20|7A20|8A20|9E14|10E2|11N1|12E2
321,113210,timeout,294,100,-1048.71,3,9,0.6415,0,71.799687,56,77,142,106,46,0,47,3,39,"NA:N,SA:N",0E1|1E11|2A18|3E12|4E20|5A18|6E15|7A20|8E9|9E3|10E3|11N1|12E3
322,113532,timeout,322,100,-1000.29,7,5,0.6405,0,71.994478,78,54,155,118,49,7,52,8,43,"NA:N,SA:N",0A5|1A4|2A18|3A19|4E15|5A11|6A1|7A20|8E20|9E7|10E6|11N1|12E6
323,113838,timeout,306,100,-652.38,5,7,0.6395,0,69.624579,85,79,160,96,50,2,36,6,48,"NA:N,SA:N",0E5|1E15|2A16|3E20|4E20|5A19|6A20|7A20|8A10|9E5|10E7|11N1|12E7
324,114141,timeout,303,100,-807.29,7,5,0.6386,0,68.723011,92,48,150,103,50,3,44,3,47,"NA:N,SA:N",0A5|1A2|2A20|3A14|4A11|5A20|6E15|7A20|8E13|9E7|10E7|11N1|12E6
325,114452,timeout,311,100,-771.36,3,9,0.6376,0,66.016870,60,45,135,126,50,5,62,11,43,"NA:N,SA:N",0E1|1E1|2A20|3E1|4E17|5A20|6E7|7A20|8E9|9E3|10E3|11N1|12E3
326,114742,timeout,290,100,-988.44,3,9,0.6367,0,67.116047,59,63,134,107,49,2,47,5,43,"NA:N,SA:N",0E1|1E6|2A20|3E4|4E20|5A20|6E13|7A19|8E8|9E3|10E4|11N1|12E4
327,115074,timeout,332,100,-432.40,7,5,0.6356,0,65.417891,66,39,150,132,50,8,67,9,45,"NA:N,SA:N",0A3|1A1|2A20|3A1|4A1|5A20|6E19|7A20|8E5|9E5|10E5|11N1|12E5
328,115409,timeout,335,100,-679.07,4,8,0.6345,0,62.729765,58,53,152,133,50,10,65,13,42,"NA:N,SA:N",0E2|1E10|2A19|3A1|4E12|5A20|6E10|7A18|8E5|9E5|10E5|11N1|12E4
329,115713,timeout,304,100,-1856.51,3,9,0.6336,0,63.766231,56,75,140,114,50,5,52,10,41,"NA:N,SA:N",0E1|1E1|2E6|3E20|4E20|5A17|6A20|7A19|8E20|9E2|10E2|11N1|12E3
330,116014,timeout,301,100,-143.89,4,8,0.6326,0,62.735524,65,55,138,113,50,5,51,8,39,"NA:N,SA:N",0A12|1E7|2A17|3E1|4E20|5A20|6E8|7A16|8E10|9E3|10E3|11N1|12E3
331,116313,timeout,299,100,-1057.72,3,9,0.6317,0,58.787364,57,75,144,108,47,1,48,5,44,"NA:N,SA:N",0E3|1E13|2A18|3E1|4E20|5A19|6E13|7A20|8E12|9E5|10E4|11N1|12E4
332,116626,timeout,313,100,-884.43,4,8,0.6307,0,57.897807,75,66,155,109,49,0,50,4,47,"NA:N,SA:N",0E1|1E4|2A20|3E14|4A19|5A20|6E20|7A16|8E12|9E3|10E3|11N1|12E9
333,116953,timeout,327,100,-1048.95,7,6,0.6296,0,58.629762,64,60,150,127,50,10,58,12,46,"NA:N,SA:N",0A3|1E1|2A20|3E1|4E20|5A6|6E20|7A14|8A2|9A18|10E12|11A1|12E6
334,117252,timeout,299,100,-666.11,5,7,0.6287,0,59.466641,68,71,145,104,50,3,44,6,35,"NA:N,SA:N",0A6|1A2|2A20|3E2|4E20|5A20|6E20|7A20|8E20|9E3|10E3|11N1|12E3
335,117549,timeout,297,100,-97.00,4,8,0.6278,0,57.150732,75,60,144,103,50,4,42,8,44,"NA:N,SA:N",0E1|1E1|2A15|3E1|4E20|5A20|6E20|7A20|8A20|9E8|10E4|11N1|12E5
336,117843,timeout,294,100,-995.78,4,8,0.6268,0,56.127069,70,90,150,97,47,2,37,4,35,"NA:N,SA:N",0E1|1E10|2A19|3E14|4E20|5A16|6E20|7A20|8A15|9E20|10E3|11N1|12E2
337,118124,timeout,281,100,-235.66,3,9,0.6259,0,54.679764,59,61,127,104,50,4,43,9,40,"NA:N,SA:N",0E1|1E2|2A19|3E1|4E20|5A20|6E14|7A20|8E14|9E3|10E3|11N1|12E3
338,118431,timeout,307,100,-632.42,5,7,0.6250,0,53.951014,69,58,150,107,50,4,46,7,38,"NA:N,SA:N",0A13|1E18|2A19|3A1|4E16|5A16|6E4|7A20|8E13|9E3|10E2|11N1|12E2
339,118762,timeout,331,100,-2142.85,7,5,0.6239,0,54.439090,53,53,150,131,50,8,66,9,43,"NA:N,SA:N",0A1|1A2|2A1|3A6|4E18|5A7|6A16|7A20|8E20|9E5|10E5|11N1|12E5
340,119087,timeout,325,100,-1140.93,7,6,0.6229,0,52.146316,68,51,153,123,49,5,60,6,44,"NA:N,SA:N",0A1|1E2|2A10|3E1|4E15|5A1|6E20|7A20|8A19|9A16|10E10|11A1|12E3
341,119403,timeout,316,100,-1478.78,5,7,0.6219,0,52.144970,73,63,153,114,49,5,51,8,45,"NA:N,SA:N",0E1|1E9|2A13|3E4|4E20|5A20|6A2|7A20|8A18|9E20|10E4|11N1|12E5
342,119716,timeout,313,100,-806.73,4,8,0.6209,0,50.868864,69,65,153,112,48,3,51,6,44,"NA:N,SA:N",0E1|1E14|2A17|3E1|4E20|5A20|6E20|7A20|8A12|9E1|10E4|11N1|12E4
343,120014,timeout,298,100,-682.73,3,9,0.6200,0,51.080187,57,83,148,100,50,2,42,6,42,"NA:N,SA:N",0E1|1E8|2A20|3E6|4E20|5A20|6E20|7A17|8E20|9E2|10E3|11N1|12E3
344,120311,timeout,297,100,-1155.08,6,7,0.6190,0,50.115040,80,77,150,97,50,5,34,8,36,"NA:N,SA:N",0E1|1E14|2A13|3E1|4E20|5A17|6E20|7A4|8A20|9A20|10E20|11A6|12E1
345,120585,timeout,274,100,-379.29,3,9,0.6181,0,50.440339,54,71,124,101,49,2,42,6,45,"NA:N,SA:N",0E1|1E10|2A16|3E1|4E20|5A20|6E14|7A18|8E15|9E4|10E3|11N1|12E3
346,120896,timeout,311,100,-636.92,4,8,0.6172,0,49.248256,70,61,150,111,50,5,49,9,46,"NA:N,SA:N",0A14|1E6|2A16|3E1|4E20|5A20|6E17|7A20|8E10|9E3|10E2|11N1|12E2
347,121223,timeout,327,100,-1725.72,5,7,0.6161,0,51.374849,63,38,150,127,50,5,66,6,40,"NA:N,SA:N",0E1|1E8|2A17|3E1|4A7|5A20|6E20|7A18|8A1|9E3|10E3|11N1|12E2
348,121549,timeout,326,100,-1320.66,5,7,0.6151,0,47.908068,68,59,153,124,49,11,55,14,44,"NA:N,SA:N",0A11|1E20|2A19|3A1|4E20|5A20|6E8|7A17|8E5|9E2|10E2|11N1|12E2
349,121879,timeout,330,100,-1956.77,4,8,0.6140,0,47.344997,50,67,150,130,50,9,63,14,40,"NA:N,SA:N",0E1|1E13|2A9|3E1|4E20|5A20|6E20|7A20|8A1|9E6|10E3|11N1|12E3
350,122212,timeout,333,100,-1041.03,8,4,0.6130,0,47.726096,71,42,152,131,50,18,55,17,42,"NA:N,SA:N",0A1|1A2|2A20|3A2|4E18|5A20|6E18|7A19|8A3|9A4|10E3|11N1|12E3
351,122527,timeout,315,100,-1354.59,5,8,0.6120,0,48.411058,59,75,153,114,48,4,51,7,41,"NA:N,SA:N",0E1|1E1|2E3|3E20|4E17|5A20|6E19|7A12|8A19|9A7|10E11|11A1|12E3
352,122834,timeout,307,100,-606.78,5,7,0.6110,0,47.497347,85,65,155,103,49,1,42,5,41,"NA:N,SA:N",0E1|1E17|2A20|3E15|4A17|5A20|6E18|7A20|8A8|9E3|10E5|11N1|12E6
353,123121,timeout,287,100,-922.32,5,7,0.6101,0,46.688577,97,79,150,87,50,5,24,9,44,"NA:N,SA:N",0E12|1A17|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E3|10E2|11N1|12E2
354,123378,timeout,257,100,-232.17,3,9,0.6093,0,46.496019,59,78,121,87,49,1,28,6,43,"NA:N,SA:N",0E1|1E10|2A19|3E1|4E20|5A20|6E19|7A20|8E19|9E3|10E2|11N1|12E3
355,123633,timeout,255,100,-245.56,2,10,0.6085,0,44.465286,38,77,108,100,47,2,38,8,40,"NA:N,SA:N",0E1|1E1|2E14|3E1|4E20|5A18|6E14|7A20|8E14|9E4|10E4|11N1|12E4
356,123897,timeout,264,100,-619.30,3,9,0.6077,0,46.360388,60,94,129,85,50,1,27,5,47,"NA:N,SA:N",0E1|1E18|2A20|3E7|4E20|5A20|6E19|7A20|8E20|9E3|10E3|11N1|12E3
357,124181,timeout,284,100,-210.68,3,9,0.6068,0,43.861890,52,91,140,105,39,1,38,4,28,"NA:N,SA:N",0E3|1E7|2A18|3E17|4E20|5A14|6E16|7A20|8E14|9E4|10E5|11N1|12E5
358,124494,timeout,313,100,-636.06,3,9,0.6058,0,44.129529,50,77,152,111,50,3,50,8,39,"NA:N,SA:N",0E1|1E1|2E18|3E1|4E20|5A17|6E20|7A18|8A15|9E11|10E2|11N1|12E3
359,124798,timeout,304,100,-720.58,4,8,0.6048,0,45.663034,78,64,146,109,49,5,46,9,44,"NA:N,SA:N",0E1|1E20|2A20|3E4|4A18|5A20|6E20|7A20|8E8|9E3|10E3|11N1|12E5
360,125073,timeout,275,100,-201.56,3,9,0.6039,0,43.688292,59,66,128,98,49,0,41,3,41,"NA:N,SA:N",0E1|1E12|2A20|3E5|4E15|5A20|6E13|7A19|8E11|9E3|10E3|11N1|12E3
361,125394,timeout,321,100,-446.25,6,6,0.6029,0,44.101968,88,42,153,119,49,9,52,11,48,"NA:N,SA:N",0A11|1E7|2A20|3A9|4E20|5A20|6E3|7A8|8A20|9E1|10E5|11N1|12E6
