362,109371,timeout,300,60,-45.10,7,5,0.0500,0,0.333092,81,72,180,60,60,1,51,2,52,"NA:N,SA:N",0A20|1A1|2A1|3A17|4A3|5A19|6E20|7A20|8E20|9E10|10E11|11N1|12E11
363,109679,timeout,308,60,-62.62,7,5,0.0500,0,0.330225,68,92,186,62,60,0,54,0,48,"NA:N,SA:N",0A3|1A20|2A2|3A14|4A7|5A2|6E19|7A20|8E19|9E18|10E18|11N1|12E18
364,109967,timeout,288,60,-76.14,4,8,0.0500,0,0.336681,79,83,168,60,60,4,48,8,56,"NA:N,SA:N",0E3|1E9|2A20|3E20|4E20|5A20|6A19|7A20|8E20|9E4|10E4|11N1|12E3
365,110271,timeout,304,60,-28.73,7,5,0.0500,0,0.322402,88,73,183,61,60,1,52,2,55,"NA:N,SA:N",0A20|1A2|2A2|3A15|4A18|5A11|6E20|7A20|8E20|9E11|10E11|11N1|12E11
366,110571,timeout,300,60,-37.53,7,5,0.0500,0,0.307225,76,79,180,60,60,1,52,2,57,"NA:N,SA:N",0A20|1A1|2A7|3A14|4A2|5A12|6E20|7A20|8E20|9E14|10E13|11N1|12E12
367,110866,timeout,295,60,-50.82,5,7,0.0500,0,0.304739,88,71,175,60,60,4,48,7,55,"NA:N,SA:N",0A8|1E18|2A20|3A20|4E20|5A20|6E3|7A20|8E17|9E5|10E5|11N1|12E3
368,111130,timeout,264,60,-62.85,4,8,0.0500,0,0.293407,80,70,143,61,60,6,44,10,54,"NA:N,SA:N",0E1|1E6|2A20|3E13|4E20|5A20|6A20|7A20|8E20|9E3|10E3|11N1|12E4
369,111481,timeout,351,60,-58.69,9,3,0.0500,0,0.292973,178,60,231,60,60,0,3,0,53,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A18|9E20|10E20|11N1|12E20
370,111778,timeout,297,60,-64.16,4,8,0.0500,0,0.268239,77,87,177,60,60,2,50,6,49,"NA:N,SA:N",0E5|1A17|2A20|3E20|4E20|5A20|6A20|7E20|8E15|9E3|10E2|11N1|12E2
371,112078,timeout,300,60,-45.07,7,5,0.0500,0,0.267189,80,86,180,60,60,0,47,1,52,"NA:N,SA:N",0A2|1A20|2A1|3A20|4A4|5A13|6E16|7A20|8E20|9E16|10E17|11N1|12E17
372,112378,timeout,300,60,-42.57,7,5,0.0500,0,0.242160,89,82,180,60,60,1,47,2,57,"NA:N,SA:N",0A15|1A14|2A1|3A20|4A15|5A4|6E18|7A20|8E20|9E15|10E14|11N1|12E15
373,112678,timeout,300,60,-83.86,6,6,0.0500,0,0.231125,98,75,180,60,60,7,44,9,57,"NA:N,SA:N",0E1|1E19|2A17|3E11|4E20|5A20|6A1|7A20|8A20|9A20|10E20|11N1|12E4
374,113048,timeout,370,60,-46.10,9,3,0.0500,0,0.232436,179,59,250,60,60,0,11,0,59,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A19|9E19|10E20|11N1|12E20
375,113348,timeout,300,60,-124.83,6,7,0.0500,0,0.211758,78,94,180,60,60,4,46,7,57,"NA:N,SA:N",0E1|1E15|2E19|3E5|4E20|5A19|6A1|7A18|8A9|9A20|10E20|11A11|12E14
376,113648,timeout,300,60,-51.26,7,5,0.0500,0,0.264140,80,84,180,60,60,1,51,2,53,"NA:N,SA:N",0A1|1A1|2A20|3A12|4A6|5A20|6E17|7A20|8E20|9E16|10E15|11N1|12E16
377,113993,timeout,345,60,-53.95,9,3,0.0500,0,0.280157,179,58,225,60,60,0,3,0,58,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A19|9E18|10E20|11N1|12E20
378,114348,timeout,355,60,-51.80,9,3,0.0500,0,0.295165,178,59,235,60,60,0,6,0,60,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A18|9E19|10E20|11N1|12E20
379,114648,timeout,300,60,-35.02,7,5,0.0500,0,0.322794,73,82,180,60,60,0,52,1,59,"NA:N,SA:N",0A5|1A1|2A20|3A4|4A3|5A20|6E19|7A20|8E20|9E14|10E14|11N1|12E15
380,114948,timeout,300,60,-41.86,8,4,0.0500,0,0.329964,90,65,180,60,60,0,51,0,58,"NA:N,SA:N",0A6|1A1|2A20|3A16|4A1|5A20|6A6|7A20|8E18|9E16|10E16|11N1|12E15
381,115248,timeout,300,60,-33.20,7,5,0.0500,0,0.335214,84,81,180,60,60,0,48,1,57,"NA:N,SA:N",0A9|1A1|2A20|3A9|4A5|5A20|6E13|7A20|8E17|9E18|10E16|11N1|12E17
382,115522,timeout,274,60,-81.73,3,9,0.0500,0,0.352564,58,84,152,62,60,5,48,10,55,"NA:N,SA:N",0E1|1E17|2A19|3E1|4E20|5A19|6E19|7A20|8E20|9E1|10E3|11N1|12E2
383,115822,timeout,300,60,-32.91,7,5,0.0500,0,0.327907,75,77,180,60,60,0,53,1,57,"NA:N,SA:N",0A15|1A9|2A1|3A18|4A11|5A1|6E20|7A20|8E20|9E13|10E12|11N1|12E12
384,116122,timeout,300,60,-24.10,8,4,0.0500,0,0.344322,91,77,180,60,60,0,45,0,57,"NA:N,SA:N",0A18|1A1|2A14|3A20|4A1|5A2|6A15|7A20|8E19|9E20|10E19|11N1|12E19
385,116422,timeout,300,60,-26.15,7,5,0.0500,0,0.352105,95,66,180,60,60,0,50,1,55,"NA:N,SA:N",0A20|1A10|2A8|3A19|4A17|5A1|6E19|7A20|8E20|9E9|10E9|11N1|12E9
386,116722,timeout,300,60,-39.80,6,6,0.0500,0,0.352321,81,76,180,60,60,1,51,3,57,"NA:N,SA:N",0A17|1A20|2A1|3E20|4A20|5A3|6E20|7A20|8E20|9E6|10E5|11N1|12E5
387,117022,timeout,300,60,-42.16,8,4,0.0500,0,0.332536,97,77,180,60,60,0,39,0,55,"NA:N,SA:N",0A20|1A4|2A1|3A20|4A19|5A9|6A4|7A20|8E17|9E20|10E20|11N1|12E20
388,117322,timeout,300,60,-43.19,7,5,0.0500,0,0.347035,81,71,180,60,60,0,52,0,51,"NA:N,SA:N",0A20|1A3|2A1|3A20|4A16|5A1|6E18|7A20|8E20|9E11|10E11|11N1|12E11
389,117622,timeout,300,60,-97.60,5,7,0.0500,0,0.354175,84,85,180,60,60,3,49,6,49,"NA:N,SA:N",0E7|1E20|2A6|3A18|4E20|5A20|6A20|7A20|8E20|9E6|10E6|11N1|12E6
390,117930,timeout,308,60,-33.37,7,5,0.0500,0,0.347605,98,64,186,62,60,0,52,1,59,"NA:N,SA:N",0A20|1A14|2A3|3A20|4A20|5A1|6E18|7A20|8E20|9E8|10E9|11N1|12E9
391,118230,timeout,300,60,-29.21,8,4,0.0500,0,0.355024,87,64,180,60,60,0,53,0,59,"NA:N,SA:N",0A13|1A1|2A20|3A20|4A1|5A8|6A4|7A20|8E16|9E15|10E17|11N1|12E16
392,118530,timeout,300,60,-56.18,7,5,0.0500,0,0.362610,70,82,180,60,60,0,52,1,59,"NA:N,SA:N",0A20|1A1|2A1|3A10|4A17|5A1|6E19|7A20|8E20|9E15|10E14|11N1|12E14
