# run_timestamp,20260509_074328
# total_steps,100000
# learning_rate,0.0001
# gamma,0.95
# tau,0.01
# eps_decay,20000
# grad_clip,10.0
# batch_size,64
# replay_capacity,50000
# beginner_max_turns,60
# beginner_agent_armies,8
# beginner_enemy_armies,1
# reward_clip,none

episode,global_step,outcome,ep_steps,turns,reward,agent_terr,enemy_terr,epsilon,curriculum_level,mean_loss,agent_armies,enemy_armies,phase_reinforce,phase_attack,phase_fortify,combat_wins,combat_losses,territory_losses,fortify_count,continents,final_state
228,65873,timeout,295,60,-50.65,4,8,0.0500,0,0.151774,78,90,175,60,60,4,45,9,59,"NA:N,SA:N",0E1|1E18|2A18|3E19|4A20|5A20|6E20|7A20|8E18|9E10|10E2|11N1|12E2
229,66173,timeout,300,60,-85.90,6,6,0.0500,0,0.159541,84,76,180,60,60,2,51,4,57,"NA:N,SA:N",0E14|1E20|2A2|3A18|4A20|5A18|6E20|7A20|8A6|9E17|10E3|11N1|12E2
230,66473,timeout,300,60,-95.56,5,7,0.0500,0,0.148119,76,85,180,60,60,2,51,4,60,"NA:N,SA:N",0E1|1E18|2A1|3E20|4A20|5A15|6E20|7A20|8A20|9E20|10E3|11N1|12E3
231,66769,timeout,296,60,-51.97,4,8,0.0500,0,0.150650,77,90,176,60,60,5,47,9,60,"NA:N,SA:N",0E1|1E20|2A19|3E20|4A18|5A20|6E20|7A20|8E20|9E3|10E3|11N1|12E3
232,67069,timeout,300,60,-57.19,5,7,0.0500,0,0.149169,83,85,180,60,60,7,45,11,59,"NA:N,SA:N",0E1|1E19|2A6|3E20|4A19|5A20|6E20|7A20|8A18|9E19|10E3|11N1|12E3
233,67348,timeout,279,60,-56.77,4,8,0.0500,0,0.158044,79,79,159,60,60,7,43,12,59,"NA:N,SA:N",0E1|1E18|2A19|3E13|4A20|5A20|6E20|7A20|8E13|9E6|10E3|11N1|12E5
234,67648,timeout,300,60,-40.20,6,6,0.0500,0,0.157523,103,73,180,60,60,5,47,7,59,"NA:N,SA:N",0A3|1E20|2A20|3A20|4A20|5A20|6E20|7A20|8E20|9E4|10E4|11N1|12E5
235,67931,timeout,283,60,-53.07,4,8,0.0500,0,0.154733,78,74,163,60,60,4,48,9,59,"NA:N,SA:N",0E1|1E20|2A20|3E5|4A18|5A20|6E20|7A20|8E17|9E3|10E3|11N1|12E5
236,68231,timeout,300,60,-56.40,5,7,0.0500,0,0.156388,84,87,180,60,60,4,49,5,60,"NA:N,SA:N",0A19|1A5|2A20|3E19|4E20|5A20|6E20|7A20|8E19|9E3|10E3|11N1|12E3
237,68537,timeout,306,60,-60.72,5,7,0.0500,0,0.146403,100,82,185,61,60,1,48,5,60,"NA:N,SA:N",0E1|1E18|2A20|3E16|4A20|5A20|6E20|7A20|8A20|9E19|10E4|11N1|12E4
238,68842,timeout,305,60,-46.02,6,6,0.0500,0,0.143865,104,80,185,60,60,8,44,11,56,"NA:N,SA:N",0A10|1A14|2A20|3E19|4A20|5A20|6E20|7A20|8E20|9E10|10E6|11N1|12E5
239,69142,timeout,300,60,-67.19,5,7,0.0500,0,0.152202,88,75,180,60,60,3,50,6,60,"NA:N,SA:N",0E1|1E18|2A20|3E16|4A8|5A20|6E20|7A20|8A20|9E16|10E2|11N1|12E2
240,69442,timeout,300,60,-87.13,6,6,0.0500,0,0.155352,97,73,180,60,60,5,47,8,59,"NA:N,SA:N",0E7|1E20|2A1|3A17|4A20|5A20|6E20|7A19|8A20|9E20|10E4|11N1|12E2
241,69742,timeout,300,60,-78.78,5,7,0.0500,0,0.161148,85,85,180,60,60,2,48,6,60,"NA:N,SA:N",0E10|1E20|2A7|3E6|4A18|5A20|6E20|7A20|8A20|9E20|10E5|11N1|12E4
242,70042,timeout,300,60,-59.49,4,8,0.0500,0,0.158258,72,94,180,60,60,1,53,4,60,"NA:N,SA:N",0E2|1E19|2A16|3E20|4A18|5A20|6E20|7A18|8E20|9E4|10E4|11N1|12E5
243,70367,timeout,325,60,-33.92,6,6,0.0500,0,0.156368,111,81,205,60,60,2,50,5,60,"NA:N,SA:N",0A11|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8E20|9E12|10E5|11N1|12E5
244,70702,timeout,335,60,-64.10,7,5,0.0500,0,0.160844,118,90,215,60,60,4,44,6,58,"NA:N,SA:N",0A18|1A1|2A20|3E19|4A20|5A20|6E20|7A20|8A19|9E20|10E16|11N1|12E15
245,71002,timeout,300,60,-97.60,5,7,0.0500,0,0.156817,82,80,180,60,60,3,50,6,59,"NA:N,SA:N",0E1|1E18|2A10|3E20|4A20|5A20|6E20|7A20|8A12|9E11|10E5|11N1|12E5
246,71327,timeout,325,60,-33.91,7,5,0.0500,0,0.153443,137,62,205,60,60,4,47,6,60,"NA:N,SA:N",0A17|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8A20|9E15|10E4|11N1|12E4
247,71619,timeout,292,60,-52.24,5,7,0.0500,0,0.160954,100,79,171,61,60,8,44,11,58,"NA:N,SA:N",0E3|1A20|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E6|10E5|11N1|12E5
248,71929,timeout,310,60,-103.34,5,7,0.0500,0,0.150506,86,87,190,60,60,1,49,5,60,"NA:N,SA:N",0E1|1E20|2A18|3E20|4A18|5A20|6E20|7A20|8A10|9E14|10E6|11N1|12E6
249,72258,timeout,329,60,-24.57,6,6,0.0500,0,0.164839,118,69,209,60,60,0,50,3,57,"NA:N,SA:N",0A18|1A20|2A20|3E18|4A20|5A20|6E18|7A20|8E1|9E16|10E8|11N1|12E8
250,72578,timeout,320,60,-51.16,6,6,0.0500,0,0.154273,110,86,200,60,60,5,45,8,59,"NA:N,SA:N",0A10|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8E15|9E15|10E9|11N1|12E8
251,72873,timeout,295,60,-59.97,6,6,0.0500,0,0.155728,107,80,175,60,60,8,45,10,60,"NA:N,SA:N",0A7|1A20|2A20|3E17|4A20|5A20|6E20|7A20|8E20|9E8|10E7|11N1|12E8
252,73173,timeout,300,60,-74.95,5,7,0.0500,0,0.160508,79,87,180,60,60,4,49,7,60,"NA:N,SA:N",0E16|1A11|2A18|3E20|4A20|5A10|6E20|7A20|8E20|9E4|10E3|11N1|12E4
253,73473,timeout,300,60,-52.41,5,7,0.0500,0,0.149958,88,88,180,60,60,6,46,9,59,"NA:N,SA:N",0E15|1A16|2A13|3E20|4A20|5A20|6E20|7A19|8E20|9E4|10E5|11N1|12E4
254,73808,timeout,335,60,-25.69,7,5,0.0500,0,0.154879,115,80,215,60,60,0,50,2,57,"NA:N,SA:N",0A19|1A20|2A6|3A20|4A20|5A10|6E18|7A20|8E19|9E15|10E14|11N1|12E14
255,74108,timeout,300,60,-74.03,6,6,0.0500,0,0.151746,75,92,180,60,60,4,48,7,58,"NA:N,SA:N",0A3|1A18|2A4|3E18|4A20|5A10|6E20|7A20|8E20|9E12|10E11|11N1|12E11
256,74408,timeout,300,60,-50.12,7,5,0.0500,0,0.145674,82,71,180,60,60,0,52,1,59,"NA:N,SA:N",0A20|1A12|2A6|3A19|4A20|5A1|6E18|7A4|8E20|9E11|10E11|11N1|12E11
257,74708,timeout,300,60,-73.17,7,5,0.0500,0,0.154258,65,91,180,60,60,0,51,2,59,"NA:N,SA:N",0A2|1A20|2A1|3A19|4A20|5A2|6E19|7A1|8E20|9E17|10E18|11N1|12E17
258,75008,timeout,300,60,-47.07,5,7,0.0500,0,0.153160,83,89,180,60,60,5,47,8,60,"NA:N,SA:N",0E20|1A18|2A8|3E20|4A20|5A20|6E20|7A17|8E20|9E3|10E3|11N1|12E3
259,75308,timeout,300,60,-64.87,5,7,0.0500,0,0.145690,77,92,180,60,60,1,50,5,60,"NA:N,SA:N",0E3|1A19|2A12|3E20|4A18|5A8|6E20|7A20|8E20|9E9|10E10|11N1|12E10
260,75643,timeout,335,60,-22.03,7,5,0.0500,0,0.151078,116,77,215,60,60,0,50,2,60,"NA:N,SA:N",0A4|1A20|2A16|3A20|4A20|5A19|6E18|7A17|8E20|9E16|10E12|11N1|12E11
261,75948,timeout,305,60,-46.52,5,7,0.0500,0,0.160302,97,96,185,60,60,9,40,13,60,"NA:N,SA:N",0E6|1A17|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E14|10E8|11N1|12E8
262,76263,timeout,315,60,-75.00,7,5,0.0500,0,0.155776,83,88,195,60,60,0,52,2,60,"NA:N,SA:N",0A20|1A20|2A1|3A19|4A19|5A3|6E19|7A1|8E20|9E17|10E16|11N1|12E16
263,76563,timeout,300,60,-100.05,5,7,0.0500,0,0.161921,79,82,180,60,60,5,48,8,60,"NA:N,SA:N",0E7|1E8|2A20|3E20|4A16|5A13|6E20|7A12|8A18|9E20|10E4|11N1|12E3
264,76883,timeout,320,60,-31.44,6,6,0.0500,0,0.150834,118,81,200,60,60,6,46,9,59,"NA:N,SA:N",0A18|1A20|2A20|3E18|4A20|5A20|6E20|7A20|8E20|9E10|10E7|11N1|12E6
265,77183,timeout,300,60,-90.29,5,7,0.0500,0,0.149324,79,82,180,60,60,3,50,6,59,"NA:N,SA:N",0E1|1E18|2A20|3E20|4A17|5A12|6E20|7A20|8A10|9E18|10E3|11N1|12E2
266,77505,timeout,322,60,-30.04,6,6,0.0500,0,0.141132,118,82,202,60,60,7,45,10,60,"NA:N,SA:N",0E14|1A18|2A20|3E20|4A20|5A20|6E20|7A20|8A20|9E20|10E4|11N1|12E4
267,77805,timeout,300,60,-61.00,5,7,0.0500,0,0.153672,89,91,180,60,60,7,44,11,59,"NA:N,SA:N",0E10|1A18|2A20|3E20|4A20|5A16|6E20|7A15|8E20|9E8|10E6|11N1|12E7
268,78105,timeout,300,60,-45.12,6,6,0.0500,0,0.142501,102,77,180,60,60,5,45,8,60,"NA:N,SA:N",0A2|1A20|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E6|10E6|11N1|12E5
269,78427,timeout,322,60,-46.40,6,6,0.0500,0,0.140960,118,80,202,60,60,5,45,8,60,"NA:N,SA:N",0E12|1A20|2A18|3E20|4A20|5A20|6E20|7A20|8A20|9E17|10E5|11N1|12E6
270,78742,timeout,315,60,-38.07,6,6,0.0500,0,0.148017,111,75,195,60,60,6,46,9,60,"NA:N,SA:N",0E10|1A11|2A20|3E20|4A20|5A20|6E20|7A20|8A20|9E20|10E3|11N1|12E2
271,79042,timeout,300,60,-52.00,5,7,0.0500,0,0.151750,73,88,180,60,60,3,49,7,59,"NA:N,SA:N",0E1|1E18|2A12|3E20|4A20|5A1|6E20|7A20|8A20|9E20|10E4|11N1|12E5
272,79381,timeout,339,60,-33.05,7,5,0.0500,0,0.144014,136,82,219,60,60,7,43,9,60,"NA:N,SA:N",0A18|1A18|2A20|3E20|4A20|5A20|6E20|7A20|8A20|9E20|10E11|11N1|12E11
273,79691,timeout,310,60,-45.46,6,6,0.0500,0,0.152675,107,88,190,60,60,10,40,13,60,"NA:N,SA:N",0A7|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8E20|9E11|10E9|11N1|12E9
274,80022,timeout,331,60,-33.92,7,5,0.0500,0,0.147509,136,75,211,60,60,9,42,11,60,"NA:N,SA:N",0A18|1A20|2A20|3E18|4A20|5A20|6E20|7A20|8A18|9E20|10E8|11N1|12E9
275,80322,timeout,300,60,-50.53,6,6,0.0500,0,0.147444,107,70,180,60,60,9,44,10,60,"NA:N,SA:N",0A7|1A20|2A20|3E17|4A20|5A20|6E20|7A20|8E20|9E5|10E4|11N1|12E4
276,80622,timeout,300,60,-53.48,5,7,0.0500,0,0.142357,91,75,180,60,60,1,51,4,59,"NA:N,SA:N",0E15|1A18|2A20|3E20|4A20|5A16|6E20|7A17|8E11|9E3|10E3|11N1|12E3
277,80922,timeout,300,60,-62.36,6,6,0.0500,0,0.148586,89,90,180,60,60,4,43,7,60,"NA:N,SA:N",0E20|1A17|2A20|3E20|4A20|5A8|6E20|7A4|8A20|9E20|10E5|11N1|12E5
278,81222,timeout,300,60,-65.23,5,7,0.0500,0,0.150816,98,79,180,60,60,6,44,9,60,"NA:N,SA:N",0E11|1A18|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E3|10E2|11N1|12E3
279,81522,timeout,300,60,-40.73,7,5,0.0500,0,0.137910,118,71,180,60,60,10,43,11,59,"NA:N,SA:N",0A1|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8A17|9E20|10E6|11N1|12E6
280,81821,timeout,299,60,-44.34,5,7,0.0500,0,0.146406,98,84,179,60,60,5,47,9,59,"NA:N,SA:N",0E9|1A20|2A18|3E20|4A20|5A20|6E20|7A20|8E20|9E5|10E5|11N1|12E5
281,82121,timeout,300,60,-59.48,6,6,0.0500,0,0.146504,89,96,180,60,60,7,45,9,60,"NA:N,SA:N",0A1|1A20|2A20|3E19|4A20|5A10|6E20|7A18|8E20|9E12|10E13|11N1|12E12
282,82421,timeout,300,60,-59.12,5,7,0.0500,0,0.141600,84,84,180,60,60,4,48,7,59,"NA:N,SA:N",0E19|1A19|2A20|3E20|4A19|5A20|6E20|7A6|8E16|9E3|10E3|11N1|12E3
283,82721,timeout,300,60,-54.11,5,7,0.0500,0,0.141463,91,89,180,60,60,7,44,11,60,"NA:N,SA:N",0E5|1E19|2A20|3E20|4A19|5A20|6E20|7A18|8A14|9E19|10E3|11N1|12E3
284,83007,timeout,286,60,-51.32,4,8,0.0500,0,0.144542,80,78,165,61,60,4,47,7,58,"NA:N,SA:N",0E1|1E18|2A20|3E15|4A20|5A20|6E20|7A20|8E15|9E3|10E3|11N1|12E3
285,83307,timeout,300,60,-52.34,6,6,0.0500,0,0.143210,103,93,180,60,60,12,39,12,59,"NA:N,SA:N",0A10|1A20|2A17|3E18|4A20|5A18|6E20|7A18|8E19|9E12|10E12|11N1|12E12
286,83607,timeout,300,60,-42.85,6,6,0.0500,0,0.132156,76,79,180,60,60,2,51,3,60,"NA:N,SA:N",0E5|1E20|2A10|3E20|4A18|5A1|6A15|7A20|8A12|9E20|10E7|11N1|12E7
287,83890,timeout,283,60,-67.41,3,9,0.0500,0,0.140376,58,81,163,60,60,2,51,7,59,"NA:N,SA:N",0E1|1E16|2A18|3E5|4E20|5A20|6E18|7A20|8E16|9E1|10E2|11N1|12E2
288,84190,timeout,300,60,-53.21,5,7,0.0500,0,0.134380,80,95,180,60,60,5,46,9,60,"NA:N,SA:N",0E20|1A17|2A20|3E20|4A20|5A11|6E20|7A12|8E20|9E5|10E5|11N1|12E5
289,84490,timeout,300,60,-53.61,5,7,0.0500,0,0.133072,89,95,180,60,60,7,43,10,60,"NA:N,SA:N",0E18|1A19|2A11|3E20|4A20|5A20|6E20|7A19|8E20|9E6|10E5|11N1|12E6
290,84790,timeout,300,60,-105.94,5,7,0.0500,0,0.138629,84,94,180,60,60,4,46,6,59,"NA:N,SA:N",0E3|1E20|2A20|3E20|4A18|5A20|6E20|7A20|8A6|9E18|10E6|11N1|12E7
291,85090,timeout,300,60,-46.86,5,7,0.0500,0,0.145131,96,87,180,60,60,8,44,11,60,"NA:N,SA:N",0E19|1A18|2A20|3E20|4A20|5A20|6E20|7A18|8E20|9E3|10E2|11N1|12E3
292,85390,timeout,300,60,-42.54,6,6,0.0500,0,0.136203,92,83,180,60,60,7,44,9,60,"NA:N,SA:N",0A6|1A19|2A20|3E18|4A20|5A7|6E20|7A20|8E20|9E8|10E8|11N1|12E9
293,85690,timeout,300,60,-39.77,6,6,0.0500,0,0.131091,102,80,180,60,60,6,45,8,58,"NA:N,SA:N",0A12|1A20|2A20|3E20|4A20|5A10|6E20|7A20|8E20|9E7|10E6|11N1|12E7
294,85990,timeout,300,60,-80.09,6,6,0.0500,0,0.131337,83,87,180,60,60,4,48,6,59,"NA:N,SA:N",0E19|1A11|2A20|3E20|4A20|5A5|6E20|7A20|8A7|9E20|10E4|11N1|12E4
295,86290,timeout,300,60,-58.01,5,7,0.0500,0,0.138193,87,83,180,60,60,6,47,8,60,"NA:N,SA:N",0E16|1A16|2A17|3E20|4A20|5A15|6E20|7A19|8E20|9E1|10E3|11N1|12E3
296,86590,timeout,300,60,-37.95,6,6,0.0500,0,0.129377,108,80,180,60,60,9,42,9,60,"NA:N,SA:N",0A8|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8E20|9E7|10E7|11N1|12E7
297,86890,timeout,300,60,-48.39,6,6,0.0500,0,0.134601,87,79,180,60,60,6,43,7,59,"NA:N,SA:N",0E11|1A20|2A7|3E20|4A20|5A20|6E20|7A8|8A12|9E20|10E4|11N1|12E4
298,87190,timeout,300,60,-59.87,6,6,0.0500,0,0.137440,91,84,180,60,60,5,46,7,60,"NA:N,SA:N",0E19|1A18|2A20|3E20|4A20|5A13|6E20|7A19|8A1|9E15|10E5|11N1|12E5
299,87490,timeout,300,60,-52.65,6,6,0.0500,0,0.127759,82,85,180,60,60,2,49,4,60,"NA:N,SA:N",0E19|1A14|2A17|3E20|4A20|5A9|6E20|7A20|8A2|9E20|10E3|11N1|12E3
300,87790,timeout,300,60,-76.70,5,7,0.0500,0,0.124108,79,94,180,60,60,4,47,7,59,"NA:N,SA:N",0E18|1A16|2A20|3E20|4A3|5A20|6E20|7A20|8E20|9E5|10E6|11N1|12E5
301,88090,timeout,300,60,-68.41,7,6,0.0500,0,0.126195,90,75,180,60,60,3,48,4,60,"NA:N,SA:N",0E1|1E18|2A20|3E18|4A14|5A1|6E20|7A20|8A1|9A14|10E16|11A20|12E2
302,88390,timeout,300,60,-76.69,5,7,0.0500,0,0.135642,82,90,180,60,60,4,46,7,58,"NA:N,SA:N",0E16|1A18|2A20|3E20|4A20|5A6|6E20|7A18|8E15|9E6|10E7|11N1|12E6
303,88690,timeout,300,60,-56.55,5,7,0.0500,0,0.138720,94,80,180,60,60,2,47,5,58,"NA:N,SA:N",0E12|1A18|2A20|3E20|4A20|5A16|6E20|7A20|8E18|9E3|10E3|11N1|12E4
304,88990,timeout,300,60,-55.35,5,7,0.0500,0,0.133073,94,78,180,60,60,4,47,6,59,"NA:N,SA:N",0E9|1A18|2A20|3E20|4A20|5A16|6E20|7A20|8E20|9E3|10E3|11N1|12E3
305,89290,timeout,300,60,-79.67,6,6,0.0500,0,0.124120,82,91,180,60,60,4,47,5,57,"NA:N,SA:N",0A18|1A20|2A3|3E19|4A20|5A1|6E20|7A20|8E20|9E10|10E11|11N1|12E11
306,89590,timeout,300,60,-79.01,6,6,0.0500,0,0.141691,80,75,180,60,60,0,51,1,58,"NA:N,SA:N",0A13|1A19|2A14|3A11|4E19|5A3|6E20|7A20|8E20|9E5|10E5|11N1|12E6
307,89890,timeout,300,60,-64.77,6,6,0.0500,0,0.130904,87,69,180,60,60,0,50,1,58,"NA:N,SA:N",0A20|1A18|2A18|3A20|4E20|5A8|6E20|7A3|8E11|9E6|10E6|11N1|12E6
308,90190,timeout,300,60,-83.11,6,6,0.0500,0,0.135693,86,91,180,60,60,2,46,3,59,"NA:N,SA:N",0E19|1A19|2A18|3E20|4A20|5A10|6E20|7A18|8A1|9E18|10E7|11N1|12E7
309,90490,timeout,300,60,-55.49,6,6,0.0500,0,0.137754,89,76,180,60,60,2,49,4,60,"NA:N,SA:N",0A18|1A20|2A10|3E14|4A20|5A7|6E15|7A14|8E19|9E10|10E9|11N1|12E9
310,90790,timeout,300,60,-84.19,6,6,0.0500,0,0.135499,84,71,180,60,60,0,51,1,60,"NA:N,SA:N",0A20|1A20|2A2|3A18|4E18|5A4|6E20|7A20|8E20|9E4|10E4|11N1|12E5
311,91090,timeout,300,60,-66.18,5,6,0.0500,0,0.138161,87,70,180,60,60,0,53,1,59,"NA:N,SA:N",0A20|1A18|2A20|3N1|4E20|5A19|6E20|7A10|8E20|9E3|10E4|11N1|12E3
312,91390,timeout,300,60,-78.20,6,6,0.0500,0,0.141961,83,96,180,60,60,4,45,5,55,"NA:N,SA:N",0E18|1A17|2A20|3E20|4A20|5A10|6E20|7A14|8A2|9E20|10E9|11N1|12E9
313,91690,timeout,300,60,-32.95,8,5,0.0500,0,0.133460,89,80,180,60,60,4,48,3,59,"NA:N,SA:N",0E1|1E19|2A1|3E20|4A16|5A1|6E20|7A20|8A8|9A20|10A3|11A20|12E20
314,91990,timeout,300,60,-77.14,5,6,0.0500,0,0.128108,78,82,180,60,60,0,51,1,51,"NA:N,SA:N",0A20|1A19|2A18|3N1|4E17|5A18|6E20|7A3|8E19|9E8|10E9|11N1|12E9
315,92290,timeout,300,60,-147.21,6,6,0.0500,0,0.147655,83,88,180,60,60,0,48,2,57,"NA:N,SA:N",0A20|1A20|2A9|3A13|4E18|5A20|6A1|7E20|8E18|9E11|10E10|11N1|12E11
316,92590,timeout,300,60,-61.46,5,6,0.0500,0,0.134737,95,60,180,60,60,0,51,1,54,"NA:N,SA:N",0A20|1A18|2A20|3N1|4E20|5A20|6E15|7A17|8E14|9E4|10E3|11N1|12E4
317,92890,timeout,300,60,-36.13,6,6,0.0500,0,0.128615,102,61,180,60,60,1,47,2,58,"NA:N,SA:N",0A13|1A20|2A12|3E20|4A20|5A17|6E15|7A20|8E11|9E5|10E5|11N1|12E5
318,93190,timeout,300,60,-120.86,6,6,0.0500,0,0.119916,74,80,180,60,60,0,51,1,56,"NA:N,SA:N",0A20|1A18|2A3|3A19|4E20|5A2|6E20|7A12|8E20|9E7|10E7|11N1|12E6
319,93490,timeout,300,60,-80.16,5,6,0.0500,0,0.127481,88,80,180,60,60,0,49,1,55,"NA:N,SA:N",0A20|1A18|2A20|3N1|4E20|5A20|6E20|7A10|8E20|9E7|10E7|11N1|12E6
320,93794,timeout,304,60,-83.97,5,6,0.0500,0,0.143463,83,73,183,61,60,0,52,1,54,"NA:N,SA:N",0A20|1A18|2A18|3A18|4E20|5A9|6E20|7N1|8E9|9E8|10E8|11N1|12E8
321,94094,timeout,300,60,-112.99,6,6,0.0500,0,0.141219,80,86,180,60,60,0,48,1,56,"NA:N,SA:N",0A20|1A18|2A15|3A20|4E20|5A3|6E20|7A4|8E20|9E9|10E8|11N1|12E9
322,94394,timeout,300,60,-37.41,6,6,0.0500,0,0.131157,100,66,180,60,60,5,47,6,59,"NA:N,SA:N",0A12|1A20|2A20|3E20|4A18|5A20|6E20|7A10|8E18|9E2|10E3|11N1|12E3
323,94694,timeout,300,60,-123.39,7,5,0.0500,0,0.138425,98,61,180,60,60,2,49,2,59,"NA:N,SA:N",0A20|1A19|2A2|3A20|4E19|5A20|6A1|7A16|8E20|9E8|10E7|11N1|12E7
324,94984,timeout,290,60,-39.66,4,6,0.0500,0,0.125016,75,72,170,60,60,0,53,2,58,"NA:N,SA:N",0A20|1A18|2A17|3N1|4E20|5A20|6N1|7E20|8E8|9E8|10E8|11N1|12E8
325,95284,timeout,300,60,-175.69,5,7,0.0500,0,0.135002,64,96,180,60,60,0,51,2,46,"NA:N,SA:N",0A16|1E2|2A1|3A20|4E20|5A20|6E20|7A7|8E20|9E12|10E11|11N1|12E11
326,95584,timeout,300,60,-119.32,8,4,0.0500,0,0.134394,93,62,180,60,60,2,50,1,59,"NA:N,SA:N",0A20|1A17|2A1|3A20|4E19|5A4|6A3|7A20|8A8|9E20|10E11|11N1|12E12
327,95884,timeout,300,60,-140.24,7,5,0.0500,0,0.131505,88,75,180,60,60,2,49,2,58,"NA:N,SA:N",0A20|1A19|2A18|3A6|4E19|5A20|6E20|7A1|8A4|9E20|10E8|11N1|12E8
328,96184,timeout,300,60,-110.39,7,5,0.0500,0,0.124617,103,65,180,60,60,1,47,1,56,"NA:N,SA:N",0A20|1A18|2A2|3A20|4E20|5A14|6A9|7A20|8E20|9E9|10E9|11N1|12E7
329,96484,timeout,300,60,-106.05,8,4,0.0500,0,0.130818,99,75,180,60,60,3,45,2,54,"NA:N,SA:N",0A16|1A18|2A3|3A19|4E20|5A20|6A1|7A13|8A9|9E20|10E17|11N1|12E18
330,96784,timeout,300,60,-130.77,6,6,0.0500,0,0.136886,90,77,180,60,60,0,50,1,53,"NA:N,SA:N",0A20|1A18|2A13|3A4|4E20|5A20|6E20|7A15|8E20|9E5|10E6|11N1|12E6
331,97088,timeout,304,60,-150.79,6,6,0.0500,0,0.134752,77,87,183,61,60,0,52,1,44,"NA:N,SA:N",0A20|1A20|2A12|3A1|4E18|5A6|6E20|7A18|8E20|9E10|10E9|11N1|12E10
332,97388,timeout,300,60,-178.50,6,6,0.0500,0,0.151438,78,82,180,60,60,1,48,2,56,"NA:N,SA:N",0A20|1E16|2A20|3A20|4E20|5A8|6A8|7A2|8E20|9E8|10E9|11N1|12E9
333,97688,timeout,300,60,-82.80,7,5,0.0500,0,0.147904,92,71,180,60,60,0,48,0,58,"NA:N,SA:N",0A20|1A20|2A14|3A6|4A6|5A20|6E19|7A6|8E20|9E11|10E11|11N1|12E10
334,97988,timeout,300,60,-63.00,7,5,0.0500,0,0.150171,93,74,180,60,60,1,48,1,55,"NA:N,SA:N",0A20|1A20|2A19|3E18|4A6|5A12|6E18|7A10|8A6|9E20|10E9|11N1|12E9
335,98288,timeout,300,60,-115.59,7,5,0.0500,0,0.149054,85,73,180,60,60,2,50,2,57,"NA:N,SA:N",0A14|1A20|2A5|3E18|4A15|5A10|6E20|7A20|8A1|9E19|10E8|11N1|12E8
336,98588,timeout,300,60,-124.86,6,6,0.0500,0,0.142613,89,71,180,60,60,0,52,1,58,"NA:N,SA:N",0A20|1A18|2A20|3A2|4E20|5A20|6E20|7A9|8E20|9E4|10E4|11N1|12E3
337,98888,timeout,300,60,-160.37,6,6,0.0500,0,0.142311,90,69,180,60,60,1,52,3,60,"NA:N,SA:N",0A16|1E19|2A20|3A20|4E20|5A13|6A1|7A20|8E20|9E3|10E3|11N1|12E4
338,99188,timeout,300,60,-53.78,6,6,0.0500,0,0.141988,81,76,180,60,60,2,51,4,59,"NA:N,SA:N",0A19|1A20|2A1|3E18|4A20|5A1|6E20|7A20|8E20|9E6|10E6|11N1|12E6
339,99488,timeout,300,60,-145.19,7,5,0.0500,0,0.143588,98,62,180,60,60,2,49,2,57,"NA:N,SA:N",0A20|1A20|2A1|3A16|4E18|5A20|6A1|7A20|8E20|9E8|10E8|11N1|12E8
340,99782,timeout,294,60,-65.14,4,8,0.0500,0,0.142059,77,82,174,60,60,2,48,5,57,"NA:N,SA:N",0E1|1E11|2A17|3E19|4E20|5A20|6A20|7A20|8E20|9E3|10E3|11N1|12E5
