609,216481,timeout,365,100,87.15,10,3,0.3145,0,0.799000,42,29,155,161,49,7,94,6,38,"NA:N,SA:N",0A18|1A1|2A1|3E19|4A1|5A16|6A1|7A1|8A1|9A1|10E7|11A1|12E3
610,216843,timeout,362,100,18.37,6,6,0.3133,0,0.822268,28,44,153,160,49,2,100,4,37,"NA:N,SA:N",0E3|1A19|2A1|3E20|4A1|5A2|6A1|7A4|8E13|9E3|10E2|11N1|12E3
611,217195,timeout,352,100,20.97,7,5,0.3122,0,0.825942,35,51,152,150,50,2,89,4,29,"NA:N,SA:N",0A4|1A1|2A5|3E19|4A19|5A4|6A1|7A1|8E20|9E4|10E4|11N1|12E4
612,217547,timeout,352,100,45.17,7,5,0.3111,0,0.843440,51,21,153,151,48,4,88,5,38,"NA:N,SA:N",0A20|1A1|2A18|3A9|4A1|5A1|6E3|7A1|8E3|9E9|10E3|11N1|12E3
613,217904,timeout,357,100,31.82,7,5,0.3100,0,0.866081,26,55,152,155,50,3,93,5,33,"NA:N,SA:N",0A20|1A1|2A1|3E16|4A1|5A1|6A1|7A1|8E20|9E6|10E6|11N1|12E7
614,218242,timeout,338,100,14.18,7,5,0.3089,0,0.862536,25,78,150,138,50,1,80,2,26,"NA:N,SA:N",0A18|1A1|2A1|3E19|4A2|5A1|6E20|7A1|8A1|9E20|10E9|11N1|12E10
615,218606,timeout,364,100,17.09,6,6,0.3077,0,0.897229,29,31,152,164,48,2,102,4,35,"NA:N,SA:N",0E1|1A20|2A1|3E15|4A1|5A2|6A1|7A4|8E4|9E4|10E4|11N1|12E3
616,218959,timeout,353,100,35.93,6,6,0.3066,0,0.874590,22,49,152,155,46,3,93,3,32,"NA:N,SA:N",0A14|1A1|2A1|3E19|4A1|5A3|6E5|7A2|8E14|9E4|10E3|11N1|12E4
617,219293,timeout,334,100,26.04,8,4,0.3056,0,0.910657,28,76,150,134,50,2,74,3,36,"NA:N,SA:N",0A20|1A1|2A1|3E18|4A1|5A1|6A1|7A1|8A2|9E20|10E19|11N1|12E19
618,219631,loss,338,97,14.33,0,12,0.3045,0,0.921930,0,89,138,170,30,7,89,14,18,"NA:E,SA:N",0E2|1E1|2E1|3E18|4E7|5E5|6E15|7E3|8E4|9E11|10E11|11N1|12E11
619,219981,timeout,350,100,79.85,8,4,0.3034,0,0.937502,62,27,153,148,49,7,83,7,45,"NA:N,SA:N",0A20|1A19|2A6|3E14|4A1|5A12|6A1|7A2|8A1|9E2|10E5|11N1|12E6
620,220329,timeout,348,100,19.93,7,5,0.3023,0,0.936165,29,70,152,146,50,2,85,4,33,"NA:N,SA:N",0A4|1A20|2A1|3E19|4A1|5A1|6E20|7A1|8A1|9E17|10E7|11N1|12E7
621,220687,timeout,358,100,10.13,7,5,0.3012,0,0.982424,21,54,152,156,50,1,96,3,37,"NA:N,SA:N",0A14|1A1|2A1|3E19|4A1|5A2|6A1|7A1|8E20|9E7|10E4|11N1|12E4
622,221097,timeout,410,100,153.35,8,4,0.2999,0,0.959643,103,27,202,158,50,14,86,13,44,"NA:N,SA:N",0A20|1A3|2A11|3A20|4A20|5A20|6A2|7A7|8E2|9E12|10E7|11N1|12E6
623,221446,timeout,349,100,29.04,7,5,0.2988,0,1.010925,27,65,153,148,48,2,88,2,33,"NA:N,SA:N",0A17|1A1|2A1|3E19|4A5|5A1|6A1|7A1|8E20|9E9|10E9|11N1|12E8
624,221806,timeout,360,100,53.30,8,4,0.2976,0,0.961419,33,30,155,156,49,4,94,3,44,"NA:N,SA:N",0A19|1A1|2A1|3E14|4A8|5A1|6A1|7A1|8A1|9E11|10E3|11N1|12E2
625,222131,loss,325,75,44.55,0,12,0.2966,0,0.963527,0,55,135,166,24,9,100,15,16,"NA:E,SA:N",0E2|1E1|2E1|3E14|4E12|5E5|6E4|7E3|8E5|9E3|10E2|11N1|12E3
626,222485,timeout,354,100,54.09,7,5,0.2955,0,1.001330,30,49,153,152,49,5,89,6,34,"NA:N,SA:N",0A2|1A1|2A1|3E16|4A20|5A4|6A1|7A1|8E20|9E4|10E5|11N1|12E4
627,222836,timeout,351,100,62.86,8,4,0.2944,0,1.006936,28,43,153,149,49,5,87,3,34,"NA:N,SA:N",0A14|1A1|2A1|3E20|4A8|5A1|6A1|7A1|8A1|9E13|10E5|11N1|12E5
628,223231,timeout,395,100,101.55,12,1,0.2931,0,0.996671,86,19,198,150,47,7,83,3,46,"NA:N,SA:A",0A19|1A1|2A5|3E19|4A1|5A3|6A1|7A2|8A4|9A20|10A6|11A20|12A4
629,223575,timeout,344,100,17.09,7,5,0.2920,0,0.976270,39,61,152,144,48,1,84,1,34,"NA:N,SA:N",0A20|1A2|2A13|3E13|4A1|5A1|6A1|7A1|8E19|9E10|10E9|11N1|12E10
630,223906,timeout,331,100,96.51,5,7,0.2910,0,0.918586,34,50,140,151,40,10,76,11,20,"NA:N,SA:N",0E1|1E11|2A2|3E18|4E4|5A18|6A1|7A12|8A1|9E9|10E4|11N1|12E3
631,224138,loss,232,62,-8.78,0,12,0.2902,0,0.941511,0,49,91,119,22,4,69,10,14,"NA:E,SA:N",0E5|1E1|2E1|3E13|4E2|5E4|6E3|7E3|8E4|9E4|10E4|11N1|12E5
632,224478,timeout,340,100,30.80,8,4,0.2892,0,0.930312,30,52,150,140,50,2,81,2,44,"NA:N,SA:N",0A19|1A1|2A1|3E19|4A5|5A1|6A1|7A1|8A1|9E18|10E7|11N1|12E8
633,224807,timeout,329,100,2.44,6,6,0.2881,0,0.896680,21,80,144,143,42,0,79,0,24,"NA:N,SA:N",0A16|1A1|2A1|3E19|4A1|5A1|6E20|7A1|8E16|9E8|10E9|11N1|12E8
634,225161,timeout,354,100,34.19,7,5,0.2870,0,0.876879,27,45,152,152,50,3,91,4,42,"NA:N,SA:N",0A1|1A20|2A1|3E13|4A1|5A2|6A1|7A1|8E20|9E4|10E4|11N1|12E4
635,225524,timeout,363,100,44.38,7,5,0.2858,0,0.878821,33,33,153,161,49,4,99,5,44,"NA:N,SA:N",0A14|1A1|2A14|3E20|4A1|5A1|6A1|7A1|8E5|9E3|10E2|11N1|12E3
636,225896,timeout,372,100,93.37,5,7,0.2847,0,0.891542,28,33,152,170,50,10,102,13,35,"NA:N,SA:N",0E1|1E6|2A1|3E15|4E3|5A15|6A1|7A10|8A1|9E1|10E4|11N1|12E3
637,226261,timeout,365,100,35.85,5,7,0.2835,0,0.878408,24,45,155,161,49,4,98,7,39,"NA:N,SA:N",0E2|1E5|2A1|3E15|4A3|5A18|6A1|7A1|8E10|9E5|10E4|11N1|12E4
638,226592,timeout,331,100,3.21,6,6,0.2825,0,0.897270,26,62,142,147,42,0,84,0,27,"NA:N,SA:N",0A20|1A1|2A2|3E18|4A1|5A1|6E20|7A1|8E11|9E4|10E4|11N1|12E5
639,226937,timeout,345,100,47.75,9,3,0.2814,0,0.898175,71,29,160,135,50,3,75,2,41,"NA:A,SA:N",0A20|1A1|2A1|3A17|4A20|5A6|6A1|7A4|8A1|9E16|10E7|11N1|12E6
640,227297,timeout,360,100,43.95,5,7,0.2802,0,0.915512,30,33,152,158,50,5,95,8,37,"NA:N,SA:N",0E1|1E1|2A20|3E17|4A4|5A4|6A1|7A1|8E3|9E4|10E4|11N1|12E3
641,227652,timeout,355,100,67.35,5,7,0.2791,0,0.906173,49,50,155,151,49,7,86,9,41,"NA:N,SA:N",0E1|1E5|2A20|3E20|4A4|5A20|6A1|7A4|8E15|9E3|10E3|11N1|12E3
642,227984,timeout,332,100,29.37,7,5,0.2781,0,0.892164,33,76,153,130,49,2,71,2,41,"NA:N,SA:N",0A18|1A1|2A1|3E20|4A10|5A1|6A1|7A1|8E20|9E12|10E12|11N1|12E12
643,228360,timeout,376,100,162.91,7,5,0.2769,0,0.857544,79,45,175,151,50,16,77,18,47,"NA:N,SA:N",0A20|1A1|2A20|3A16|4A1|5A20|6E3|7A1|8E10|9E9|10E9|11N1|12E14
644,228752,timeout,392,100,113.22,6,7,0.2756,0,0.850905,27,40,166,178,48,12,106,15,28,"NA:N,SA:A",0E1|1E1|2E1|3E13|4E12|5E3|6E9|7A2|8A1|9A1|10A1|11A17|12A5
645,229090,timeout,338,100,94.88,5,7,0.2745,0,0.876278,26,71,143,151,44,10,78,12,14,"NA:N,SA:N",0E6|1A3|2A1|3E11|4E20|5A20|6E20|7A1|8A1|9E8|10E3|11N1|12E3
646,229421,timeout,331,100,7.26,6,6,0.2735,0,0.838082,51,62,153,129,49,1,70,3,40,"NA:N,SA:N",0E1|1A19|2A20|3E19|4A1|5A8|6A2|7A1|8E18|9E8|10E8|11N1|12E8
647,229742,timeout,321,100,26.91,3,9,0.2725,0,0.826134,41,80,150,124,47,4,61,8,19,"NA:N,SA:N",0E1|1E4|2E1|3E14|4E14|5A18|6E19|7A6|8A17|9E20|10E3|11N1|12E4
648,230099,timeout,357,100,134.92,8,4,0.2714,0,0.867585,32,47,153,158,46,12,87,10,34,"NA:N,SA:N",0A11|1A1|2A1|3E20|4A15|5A1|6A1|7A1|8A1|9E15|10E6|11N1|12E6
649,230473,timeout,374,100,98.54,6,6,0.2702,0,0.849440,11,39,155,170,49,10,101,12,35,"NA:N,SA:N",0E4|1E8|2A1|3E11|4A1|5A4|6A1|7A3|8A1|9E2|10E5|11N1|12E9
650,230822,timeout,349,100,19.39,6,6,0.2691,0,0.838707,38,56,155,145,49,2,84,4,40,"NA:N,SA:N",0E7|1A1|2A20|3E20|4A3|5A12|6A1|7A1|8E17|9E3|10E5|11N1|12E4
651,231161,timeout,339,100,56.24,8,4,0.2680,0,0.812944,33,64,153,138,48,4,76,3,43,"NA:N,SA:N",0A18|1A1|2A5|3E18|4A4|5A2|6A1|7A1|8A1|9E20|10E13|11N1|12E13
652,231501,timeout,340,100,31.35,8,4,0.2669,0,0.809621,52,32,152,138,50,2,78,2,43,"NA:N,SA:N",0A20|1A1|2A3|3E4|4A20|5A4|6A1|7A2|8A1|9E15|10E7|11N1|12E6
653,231821,timeout,320,100,29.60,8,4,0.2659,0,0.835185,66,53,155,116,49,2,55,2,46,"NA:N,SA:N",0A20|1A1|2A16|3E12|4A20|5A3|6A1|7A4|8A1|9E20|10E10|11N1|12E11
654,232201,timeout,380,100,149.25,5,7,0.2647,0,0.880472,21,33,153,179,48,15,106,16,26,"NA:N,SA:N",0E2|1E3|2A8|3E8|4A8|5A3|6E13|7A1|8A1|9E2|10E2|11N1|12E3
655,232551,timeout,350,100,46.05,8,4,0.2636,0,0.849351,49,49,155,145,50,4,83,5,50,"NA:N,SA:N",0A18|1A15|2A6|3E20|4A1|5A1|6A1|7A6|8A1|9E16|10E6|11N1|12E7
656,232899,timeout,348,100,30.08,6,6,0.2625,0,0.915243,35,38,150,151,47,2,91,2,38,"NA:N,SA:N",0E1|1A1|2A19|3E18|4A4|5A9|6A1|7A1|8E8|9E4|10E3|11N1|12E4
657,233249,timeout,350,100,22.65,2,10,0.2614,0,0.901270,20,61,148,162,40,4,92,8,14,"NA:N,SA:N",0E1|1E2|2E9|3E6|4E20|5A19|6E4|7A1|8E4|9E5|10E5|11N1|12E5
658,233615,timeout,366,100,56.31,5,7,0.2602,0,0.867766,15,49,152,164,50,6,101,8,31,"NA:N,SA:N",0E1|1A1|2A1|3E20|4E1|5A10|6E15|7A2|8A1|9E6|10E3|11N1|12E3
659,233979,timeout,364,100,149.89,8,4,0.2591,0,0.898469,42,33,155,159,50,14,88,14,42,"NA:N,SA:N",0A20|1A1|2A1|3E18|4A1|5A1|6A1|7A16|8A1|9E8|10E3|11N1|12E4
660,234308,timeout,329,100,6.59,5,7,0.2580,0,0.899950,44,57,149,133,47,1,72,3,36,"NA:N,SA:N",0E4|1E7|2A11|3E19|4A11|5A20|6A1|7A1|8E17|9E4|10E3|11N1|12E3
661,234639,timeout,331,100,18.41,6,6,0.2570,0,0.887538,48,65,150,134,47,2,72,4,36,"NA:N,SA:N",0E5|1A19|2A6|3E20|4A9|5A12|6A1|7A1|8E20|9E7|10E6|11N1|12E7
662,234969,timeout,330,100,44.00,8,4,0.2559,0,0.922158,65,44,149,134,47,3,71,2,40,"NA:N,SA:N",0A20|1A1|2A12|3E6|4A20|5A5|6A1|7A5|8A1|9E19|10E9|11N1|12E10
663,235345,timeout,376,100,134.71,7,5,0.2547,0,0.907147,26,22,152,174,50,13,103,14,41,"NA:N,SA:N",0A1|1A1|2A1|3E5|4A6|5A1|6A1|7A15|8E6|9E3|10E4|11N1|12E4
664,235708,timeout,363,100,47.68,5,7,0.2536,0,0.885975,7,55,150,165,48,5,101,7,37,"NA:N,SA:N",0E1|1A1|2A1|3E11|4E9|5A3|6A1|7A1|8E15|9E7|10E6|11N1|12E6
665,236030,timeout,322,100,30.17,8,4,0.2526,0,0.861463,56,76,152,122,48,2,60,2,40,"NA:N,SA:N",0A20|1A1|2A9|3E19|4A2|5A20|6A1|7A2|8A1|9E20|10E19|11N1|12E18
666,236355,timeout,325,100,28.75,8,4,0.2515,0,0.868657,68,57,153,123,49,2,62,2,44,"NA:N,SA:N",0A18|1A1|2A20|3E13|4A5|5A20|6A1|7A2|8A1|9E19|10E12|11N1|12E13
667,236699,timeout,344,100,56.39,7,5,0.2505,0,0.874651,51,53,152,142,50,5,80,5,32,"NA:N,SA:N",0A20|1A1|2A20|3E19|4A5|5A3|6A1|7A1|8E18|9E5|10E5|11N1|12E6
668,237013,timeout,314,100,38.34,8,5,0.2495,0,0.859345,71,75,155,110,49,3,48,3,41,"NA:N,SA:N",0E3|1E12|2A2|3E20|4A17|5A15|6A1|7A6|8A1|9A9|10E20|11A20|12E20
669,237409,timeout,396,100,228.26,7,5,0.2482,0,0.852204,10,35,155,192,49,22,112,22,40,"NA:N,SA:N",0E2|1A2|2A1|3E20|4A3|5A1|6A1|7A1|8A1|9E7|10E3|11N1|12E3
670,237744,timeout,335,100,36.05,8,4,0.2471,0,0.835251,47,45,150,138,47,2,78,0,44,"NA:N,SA:N",0A19|1A1|2A3|3E19|4A1|5A20|6A1|7A1|8A1|9E15|10E5|11N1|12E6
671,238076,timeout,332,100,12.82,7,5,0.2461,0,0.832920,47,58,149,136,47,1,74,2,43,"NA:N,SA:N",0A20|1A1|2A4|3E13|4A19|5A1|6A1|7A1|8E17|9E9|10E10|11N1|12E9
672,238429,timeout,353,100,140.93,5,8,0.2450,0,0.859230,52,54,155,149,49,15,74,19,40,"NA:N,SA:N",0E1|1E1|2E1|3E1|4E7|5A3|6E3|7A11|8A1|9A17|10E20|11A20|12E20
673,238755,timeout,326,100,30.76,8,4,0.2439,0,0.845969,56,54,155,122,49,2,62,1,44,"NA:N,SA:N",0A19|1A1|2A14|3E10|4A14|5A4|6A1|7A2|8A1|9E20|10E12|11N1|12E12
674,239121,timeout,366,100,70.16,8,4,0.2428,0,0.812278,58,32,167,149,50,6,85,6,43,"NA:N,SA:N",0A20|1A1|2A20|3A6|4A8|5A1|6A1|7A1|8E4|9E14|10E7|11N1|12E7
675,239507,timeout,386,100,114.01,1,11,0.2416,0,0.816212,1,72,159,181,46,14,106,21,33,"NA:N,SA:N",0E1|1E3|2E4|3E17|4E19|5E3|6E8|7A1|8E8|9E3|10E3|11N1|12E3
676,239847,timeout,340,100,67.65,8,4,0.2405,0,0.810196,52,41,152,138,50,6,74,6,44,"NA:N,SA:N",0A20|1A1|2A6|3E18|4A1|5A20|6A1|7A2|8A1|9E12|10E5|11N1|12E6
677,240209,timeout,362,100,130.97,6,6,0.2393,0,0.823822,40,37,153,160,49,13,89,14,41,"NA:N,SA:N",0E1|1E7|2A1|3E16|4A13|5A20|6A1|7A4|8A1|9E6|10E4|11N1|12E3
678,240575,timeout,366,100,184.46,7,5,0.2382,0,0.829527,32,34,149,170,47,18,91,19,36,"NA:N,SA:N",0E1|1A1|2A10|3E14|4A3|5A1|6A1|7A15|8A1|9E7|10E6|11N1|12E6
679,240924,timeout,349,100,85.14,6,6,0.2371,0,0.821996,29,55,153,147,49,8,82,9,43,"NA:N,SA:N",0E1|1E19|2A16|3E20|4A1|5A9|6A1|7A1|8A1|9E11|10E1|11N1|12E3
680,241250,timeout,326,100,43.16,10,3,0.2360,0,0.814631,64,47,150,126,50,3,65,2,38,"NA:N,SA:N",0A19|1A1|2A1|3E19|4A6|5A1|6A1|7A6|8A1|9A8|10E20|11A20|12E8
681,241541,timeout,291,100,65.96,10,3,0.2351,0,0.827121,82,60,147,97,47,5,32,3,42,"NA:N,SA:N",0A18|1A1|2A2|3E20|4A2|5A16|6A1|7A1|8A2|9A20|10E20|11A19|12E20
682,241848,timeout,307,100,36.07,8,4,0.2341,0,0.808883,59,79,150,110,47,2,50,0,43,"NA:N,SA:N",0A19|1A1|2A2|3E19|4A1|5A14|6A1|7A1|8A20|9E20|10E20|11N1|12E20
683,242220,timeout,372,100,52.72,3,9,0.2330,0,0.816861,8,33,150,175,47,7,108,11,30,"NA:N,SA:N",0E1|1E1|2E1|3E7|4E7|5A6|6A1|7A1|8E3|9E3|10E5|11N1|12E5
684,242562,timeout,342,100,48.82,8,4,0.2319,0,0.826951,53,49,155,138,49,4,75,4,36,"NA:N,SA:N",0A20|1A1|2A1|3E15|4A7|5A20|6A1|7A2|8A1|9E18|10E8|11N1|12E8
685,242905,timeout,343,100,144.23,6,6,0.2308,0,0.839831,52,64,149,153,41,14,74,14,20,"NA:N,SA:N",0A15|1E7|2A1|3A1|4E20|5A20|6E20|7A14|8A1|9E7|10E5|11N1|12E5
686,243235,timeout,330,100,15.80,7,5,0.2298,0,0.832896,32,80,150,133,47,1,73,1,40,"NA:N,SA:N",0A20|1A1|2A1|3E18|4A1|5A1|6A1|7A7|8E20|9E14|10E14|11N1|12E14
687,243549,timeout,314,100,34.29,8,4,0.2288,0,0.826978,49,62,147,121,46,2,60,0,40,"NA:N,SA:N",0A18|1A1|2A2|3E15|4A5|5A1|6A1|7A20|8A1|9E7|10E20|11N1|12E20
688,243890,timeout,341,100,22.81,7,5,0.2277,0,0.800642,27,66,150,141,50,2,82,3,38,"NA:N,SA:N",0A20|1A1|2A1|3E18|4A1|5A1|6A1|7A2|8E20|9E9|10E9|11N1|12E10
689,244237,timeout,347,100,33.42,7,5,0.2266,0,0.817265,27,46,152,145,50,3,84,4,31,"NA:N,SA:N",0A18|1A1|2A3|3E20|4A1|5A2|6E18|7A1|8A1|9E2|10E3|11N1|12E3
690,244604,timeout,367,100,215.67,10,3,0.2254,0,0.788748,44,33,150,167,50,20,89,19,42,"NA:N,SA:N",0A18|1A1|2A1|3E20|4A8|5A2|6A1|7A2|8A1|9A1|10E7|11A9|12E6
691,244954,timeout,350,100,151.65,4,8,0.2243,0,0.763370,43,62,152,150,48,16,75,19,36,"NA:N,SA:N",0E1|1A4|2A13|3E1|4E19|5A6|6E14|7A20|8E20|9E2|10E3|11N1|12E2
692,245333,timeout,379,100,122.44,4,8,0.2231,0,0.793418,16,37,153,178,48,13,107,16,39,"NA:N,SA:N",0E1|1E1|2E1|3E15|4E6|5A1|6A1|7A13|8A1|9E8|10E2|11N1|12E3
693,245711,timeout,378,100,105.63,7,5,0.2219,0,0.785274,29,29,163,167,48,10,98,11,47,"NA:N,SA:N",0A20|1A1|2A1|3A4|4A1|5A1|6E5|7A1|8E8|9E6|10E5|11N1|12E5
694,246046,timeout,335,100,40.35,8,4,0.2209,0,0.717945,39,51,150,135,50,3,75,3,43,"NA:N,SA:N",0A19|1A1|2A1|3E16|4A1|5A13|6A1|7A2|8A1|9E19|10E8|11N1|12E8
695,246403,timeout,357,100,129.07,5,7,0.2197,0,0.731692,31,40,150,160,47,13,88,15,36,"NA:N,SA:N",0E1|1A3|2A3|3E1|4E9|5A11|6E17|7A9|8A5|9E3|10E5|11N1|12E4
696,246699,timeout,296,100,19.01,7,5,0.2188,0,0.748093,78,82,152,96,48,1,36,1,34,"NA:N,SA:N",0A20|1A4|2A11|3A6|4A20|5A8|6E18|7A9|8E20|9E15|10E15|11N1|12E14
697,247036,timeout,337,100,71.77,8,4,0.2177,0,0.726734,46,47,150,137,50,6,75,5,45,"NA:N,SA:N",0A19|1A1|2A1|3E19|4A1|5A2|6A1|7A20|8A1|9E16|10E6|11N1|12E6
698,247391,timeout,355,100,54.80,10,3,0.2166,0,0.737870,31,34,152,153,50,4,90,3,32,"NA:N,SA:N",0A19|1A1|2A1|3E20|4A2|5A1|6A1|7A2|8A1|9A1|10E10|11A2|12E4
699,247738,timeout,347,100,99.07,8,4,0.2155,0,0.731366,58,50,155,143,49,9,75,9,42,"NA:N,SA:N",0A20|1A1|2A1|3E18|4A1|5A13|6A1|7A20|8A1|9E18|10E7|11N1|12E7
700,248042,timeout,304,100,67.59,10,3,0.2145,0,0.696769,77,58,152,102,50,5,39,3,43,"NA:N,SA:N",0A20|1A1|2A1|3E18|4A1|5A2|6A2|7A1|8A11|9A18|10E20|11A20|12E20
701,248389,timeout,347,100,124.12,6,6,0.2134,0,0.702010,40,47,152,147,48,12,76,12,16,"NA:N,SA:N",0A20|1E20|2A1|3E15|4A1|5A2|6E1|7A15|8A1|9E3|10E4|11N1|12E4
702,248759,timeout,370,100,179.10,5,7,0.2123,0,0.714891,24,45,150,173,47,18,96,20,36,"NA:N,SA:N",0E1|1E2|2A1|3E14|4E9|5A1|6A1|7A20|8A1|9E10|10E4|11N1|12E5
703,249156,timeout,397,100,175.37,5,7,0.2110,0,0.735466,20,31,155,193,49,18,116,20,30,"NA:N,SA:N",0A16|1E11|2A1|3A1|4E4|5A1|6A1|7E3|8E3|9E2|10E4|11N1|12E4
704,249541,timeout,385,100,82.85,5,7,0.2098,0,0.712972,16,32,155,181,49,9,113,12,20,"NA:N,SA:N",0A4|1E3|2A1|3A9|4E6|5A1|6A1|7E9|8E5|9E3|10E3|11N1|12E3
705,249882,timeout,341,100,48.31,8,4,0.2087,0,0.690763,42,62,155,137,49,3,77,1,41,"NA:N,SA:N",0A20|1A1|2A1|3E10|4A13|5A1|6A1|7A4|8A1|9E20|10E16|11N1|12E16
