366,124673,timeout,289,100,31.96,7,5,0.6052,0,0.553130,82,82,152,87,50,0,29,1,46,"NA:N,SA:N",0A9|1A17|2A2|3A13|4A13|5A10|6E18|7A18|8E20|9E15|10E15|11N1|12E14
367,124977,timeout,304,100,79.27,6,6,0.6042,0,0.600174,85,68,152,102,50,4,41,5,47,"NA:N,SA:N",0E1|1E20|2A5|3E8|4A18|5A12|6E20|7A20|8A10|9A20|10E13|11N1|12E6
368,125284,timeout,307,100,13.50,6,6,0.6033,0,0.592016,68,50,150,107,50,0,51,1,48,"NA:N,SA:N",0A8|1A18|2A2|3E17|4A20|5A1|6E10|7A19|8E7|9E5|10E5|11N1|12E6
369,125599,timeout,315,100,22.60,5,7,0.6023,0,0.587130,58,64,150,115,50,2,56,5,49,"NA:N,SA:N",0E4|1A11|2A7|3E18|4A20|5A1|6E20|7A19|8E15|9E2|10E2|11N1|12E3
370,125904,timeout,305,100,12.86,6,6,0.6013,0,0.553663,64,69,150,105,50,1,48,2,47,"NA:N,SA:N",0E15|1A19|2A1|3E20|4A20|5A5|6E20|7A14|8A5|9E6|10E4|11N1|12E4
371,126190,timeout,286,100,33.93,5,7,0.6004,0,0.557963,82,86,150,86,50,1,28,4,49,"NA:N,SA:N",0E1|1A12|2A12|3E20|4A20|5A18|6E20|7A20|8E19|9E9|10E9|11N1|12E8
372,126478,timeout,288,100,7.35,5,8,0.5995,0,0.610381,98,78,152,87,49,0,26,6,44,"NA:N,SA:N",0E1|1E19|2A20|3E17|4A18|5A20|6E20|7A20|8E6|9E4|10E5|11A20|12E6
373,126779,timeout,301,100,83.11,7,5,0.5985,0,0.573137,82,63,150,101,50,3,41,4,47,"NA:N,SA:N",0A8|1A6|2A1|3E18|4A20|5A20|6E20|7A20|8A7|9E11|10E7|11N1|12E7
374,127079,timeout,300,100,9.19,6,6,0.5976,0,0.602014,74,71,153,98,49,0,40,2,45,"NA:N,SA:N",0A8|1A10|2A8|3E17|4A20|5A10|6E20|7A18|8E20|9E5|10E4|11N1|12E5
375,127383,timeout,304,100,38.35,6,6,0.5966,0,0.578986,82,49,150,104,50,1,46,3,45,"NA:N,SA:N",0A12|1A20|2A3|3E17|4A20|5A7|6E6|7A20|8E14|9E4|10E4|11N1|12E4
376,127693,timeout,310,100,4.03,6,6,0.5956,0,0.559310,63,58,150,110,50,1,52,3,49,"NA:N,SA:N",0E1|1A17|2A1|3E20|4A15|5A2|6E20|7A8|8A20|9E9|10E3|11N1|12E5
377,127991,timeout,298,100,61.02,6,6,0.5947,0,0.616194,93,68,155,94,49,2,34,3,45,"NA:N,SA:N",0E4|1A19|2A8|3E20|4A20|5A20|6E20|7A6|8A20|9E17|10E3|11N1|12E4
378,128296,timeout,305,100,60.34,6,6,0.5937,0,0.554079,78,65,153,103,49,4,42,5,46,"NA:N,SA:N",0A5|1A12|2A20|3E18|4A20|5A20|6E20|7A1|8E19|9E2|10E3|11N1|12E3
379,128602,timeout,306,100,39.42,6,6,0.5928,0,0.589538,64,70,150,106,50,2,47,4,45,"NA:N,SA:N",0E10|1E12|2A2|3E20|4A1|5A5|6A17|7A20|8A19|9E20|10E4|11N1|12E4
380,128883,timeout,281,100,48.90,8,4,0.5919,0,0.588782,95,76,150,81,50,0,24,0,50,"NA:N,SA:N",0A17|1A1|2A4|3A11|4A20|5A20|6A14|7A8|8E20|9E19|10E19|11N1|12E18
381,129194,timeout,311,100,-24.26,4,8,0.5909,0,0.571269,44,80,152,112,47,0,53,2,42,"NA:N,SA:N",0E4|1E15|2A5|3E20|4A15|5A4|6E20|7A20|8E14|9E2|10E2|11N1|12E3
382,129468,timeout,274,100,-13.47,2,10,0.5900,0,0.557169,40,78,124,100,50,0,43,5,41,"NA:N,SA:N",0E1|1E1|2E7|3E9|4E20|5A20|6E16|7A20|8E17|9E2|10E3|11N1|12E2
383,129783,timeout,315,100,21.83,7,5,0.5890,0,0.556085,72,44,153,113,49,1,53,3,47,"NA:N,SA:N",0A16|1A5|2A1|3E18|4A20|5A12|6A2|7A16|8E13|9E3|10E3|11N1|12E7
384,130087,timeout,304,100,25.88,4,8,0.5881,0,0.550681,64,81,152,104,48,1,45,3,45,"NA:N,SA:N",0E1|1E19|2A20|3E17|4A17|5A10|6E20|7A17|8E14|9E3|10E4|11N1|12E3
385,130391,timeout,304,100,60.53,6,6,0.5871,0,0.550798,75,75,155,99,50,2,39,5,49,"NA:N,SA:N",0A13|1A14|2A4|3E20|4A20|5A20|6E20|7A4|8E19|9E5|10E6|11N1|12E5
386,130708,timeout,317,100,-24.40,7,5,0.5861,0,0.548749,53,70,156,113,48,1,54,1,43,"NA:N,SA:N",0A2|1A3|2A1|3E18|4A20|5A4|6E20|7A4|8A19|9E19|10E6|11N1|12E7
387,131004,timeout,296,100,25.46,7,5,0.5852,0,0.600771,73,76,150,96,50,1,40,0,46,"NA:N,SA:N",0A14|1A1|2A20|3E18|4A3|5A10|6E20|7A20|8A5|9E20|10E9|11N1|12E9
388,131304,timeout,300,100,-1.83,6,6,0.5842,0,0.583448,73,77,153,98,49,0,40,2,47,"NA:N,SA:N",0A5|1A20|2A20|3E18|4A3|5A14|6E17|7A11|8E18|9E8|10E8|11N1|12E8
389,131626,timeout,322,100,112.96,8,4,0.5832,0,0.577813,83,33,153,120,49,5,57,5,47,"NA:N,SA:N",0E5|1E3|2A16|3E20|4A2|5A1|6A20|7A6|8A20|9A14|10A4|11N1|12E5
390,131926,timeout,300,100,14.82,6,6,0.5822,0,0.584579,74,73,152,98,50,0,41,1,45,"NA:N,SA:N",0A10|1A20|2A4|3E18|4A19|5A2|6E19|7A19|8E20|9E5|10E6|11N1|12E5
391,132233,timeout,307,100,-22.06,7,5,0.5813,0,0.532066,54,67,150,107,50,1,48,3,50,"NA:N,SA:N",0A7|1A3|2A1|3E20|4A3|5A2|6E20|7A20|8A18|9E20|10E3|11N1|12E4
392,132513,timeout,280,100,21.28,4,8,0.5804,0,0.549055,80,87,145,87,48,0,28,3,41,"NA:N,SA:N",0E1|1E20|2A20|3E19|4A20|5A20|6E20|7A20|8E20|9E2|10E3|11N1|12E2
393,132817,timeout,304,100,24.99,5,7,0.5794,0,0.539407,73,81,152,102,50,2,42,5,45,"NA:N,SA:N",0E8|1E1|2A12|3E19|4E20|5A1|6A20|7A20|8A20|9E20|10E4|11N1|12E9
394,133124,timeout,307,100,-0.23,7,5,0.5784,0,0.583453,69,60,153,105,49,1,46,2,47,"NA:N,SA:N",0A12|1A20|2A4|3E18|4A1|5A13|6E20|7A3|8A16|9E16|10E3|11N1|12E3
395,133420,timeout,296,100,-4.84,6,6,0.5775,0,0.558761,80,75,152,94,50,0,37,1,44,"NA:N,SA:N",0A2|1A7|2A20|3E19|4A20|5A20|6E20|7A11|8E18|9E6|10E6|11N1|12E6
396,133718,timeout,298,100,25.89,5,7,0.5766,0,0.554891,74,76,153,97,48,1,37,4,44,"NA:N,SA:N",0E1|1A18|2A2|3E20|4A19|5A15|6E20|7A20|8E20|9E5|10E5|11N1|12E5
397,134016,timeout,298,100,8.35,6,6,0.5756,0,0.569532,75,81,155,94,49,0,36,1,46,"NA:N,SA:N",0A15|1A15|2A1|3E20|4A20|5A4|6E19|7A20|8E20|9E7|10E7|11N1|12E8
398,134305,timeout,289,100,32.59,5,7,0.5747,0,0.571124,81,90,152,89,48,1,28,4,46,"NA:N,SA:N",0E1|1A20|2A3|3E20|4A20|5A20|6E20|7A18|8E20|9E9|10E10|11N1|12E10
399,134602,timeout,297,100,4.66,6,6,0.5738,0,0.577064,69,93,153,95,49,1,36,3,47,"NA:N,SA:N",0A18|1A1|2A11|3E19|4A20|5A5|6E20|7A14|8E20|9E11|10E12|11N1|12E11
400,134912,timeout,310,100,56.27,9,4,0.5728,0,0.516066,69,63,152,110,48,3,48,1,44,"NA:N,SA:N",0A7|1A3|2A1|3E19|4A19|5A5|6E18|7A20|8A9|9A3|10E20|11A2|12E6
401,135205,timeout,293,100,34.87,6,6,0.5719,0,0.571700,77,77,152,91,50,0,34,1,47,"NA:N,SA:N",0A5|1A20|2A3|3E16|4A20|5A9|6E12|7A20|8E20|9E10|10E9|11N1|12E10
402,135510,timeout,305,100,2.56,7,5,0.5709,0,0.547046,75,66,152,103,50,1,43,3,49,"NA:N,SA:N",0A12|1A1|2A20|3E11|4A8|5A4|6E17|7A20|8A10|9E18|10E10|11N1|12E10
403,135799,timeout,289,100,24.79,6,6,0.5700,0,0.557476,78,89,153,88,48,0,30,1,40,"NA:N,SA:N",0A14|1A1|2A18|3E10|4A20|5A20|6E17|7A5|8E20|9E14|10E14|11N1|12E14
404,136090,timeout,291,100,34.66,7,5,0.5690,0,0.581420,105,61,152,89,50,0,31,1,46,"NA:N,SA:N",0A12|1A15|2A20|3A20|4A10|5A8|6E18|7A20|8E20|9E8|10E7|11N1|12E8
405,136398,timeout,308,100,0.02,4,8,0.5681,0,0.570766,51,76,150,108,50,1,50,5,45,"NA:N,SA:N",0E1|1E14|2A5|3E12|4A18|5A8|6E20|7A20|8E19|9E3|10E3|11N1|12E4
406,136703,timeout,305,100,14.58,6,6,0.5671,0,0.588676,74,58,153,104,48,0,46,1,45,"NA:N,SA:N",0A16|1A10|2A20|3E19|4A7|5A1|6E20|7A20|8E6|9E5|10E4|11N1|12E4
407,136989,timeout,286,100,9.64,6,6,0.5662,0,0.554517,77,89,152,84,50,0,27,1,47,"NA:N,SA:N",0A12|1A3|2A2|3E19|4A20|5A20|6E18|7A20|8E20|9E11|10E10|11N1|12E11
408,137302,timeout,313,100,95.86,7,6,0.5652,0,0.509155,72,66,152,111,50,6,47,7,44,"NA:N,SA:N",0E1|1E1|2A2|3E8|4E16|5A4|6E20|7A11|8A20|9A1|10A15|11A19|12E20
409,137599,timeout,297,100,43.99,7,5,0.5643,0,0.545799,79,70,150,97,50,2,38,3,44,"NA:N,SA:N",0A13|1A1|2A1|3E19|4A20|5A14|6E20|7A18|8A12|9E20|10E6|11N1|12E5
410,137904,timeout,305,100,59.00,6,6,0.5633,0,0.592223,73,63,150,105,50,3,45,5,49,"NA:N,SA:N",0A16|1A8|2A19|3E12|4A1|5A10|6E13|7A19|8E17|9E7|10E7|11N1|12E7
411,138190,timeout,286,100,10.04,5,7,0.5624,0,0.568255,75,79,144,97,45,0,36,2,45,"NA:N,SA:N",0E3|1A19|2A12|3E20|4A20|5A4|6E20|7A20|8E18|9E6|10E6|11N1|12E6
412,138485,timeout,295,100,7.59,7,5,0.5615,0,0.564415,73,72,150,95,50,1,37,2,48,"NA:N,SA:N",0A3|1A1|2A5|3E19|4A20|5A11|6E20|7A18|8A15|9E20|10E6|11N1|12E7
413,138775,timeout,290,100,14.26,6,6,0.5605,0,0.588070,71,84,150,93,47,0,35,0,44,"NA:N,SA:N",0A9|1A19|2A5|3E19|4A17|5A1|6E20|7A20|8E20|9E8|10E9|11N1|12E8
414,139085,timeout,310,100,62.58,7,5,0.5596,0,0.550280,77,46,152,110,48,3,49,2,47,"NA:N,SA:N",0A10|1A2|2A1|3E16|4A5|5A20|6A20|7A19|8E20|9E4|10E3|11N1|12E3
415,139379,timeout,294,100,7.70,3,9,0.5586,0,0.574601,58,80,144,100,50,2,41,7,37,"NA:N,SA:N",0E1|1E5|2E1|3E9|4E20|5E17|6A18|7A20|8A20|9E18|10E5|11N1|12E4
416,139690,timeout,311,100,79.86,7,5,0.5576,0,0.561007,84,49,155,107,49,3,45,4,46,"NA:N,SA:N",0A20|1A3|2A1|3A20|4A18|5A2|6E15|7A20|8E19|9E5|10E5|11N1|12E5
417,139991,timeout,301,100,24.39,7,5,0.5567,0,0.556851,75,57,150,101,50,2,43,2,46,"NA:N,SA:N",0A5|1A6|2A2|3E19|4A20|5A2|6E20|7A20|8A20|9E12|10E3|11N1|12E3
418,140283,timeout,292,100,27.54,6,6,0.5558,0,0.598096,74,74,149,94,49,0,36,1,45,"NA:N,SA:N",0A12|1A19|2A2|3E3|4A20|5A1|6E15|7A20|8E18|9E12|10E13|11N1|12E13
419,140592,timeout,309,100,22.78,7,5,0.5548,0,0.555847,77,61,153,107,49,3,46,4,42,"NA:N,SA:N",0A1|1E20|2A10|3A17|4E20|5A4|6A20|7A20|8A5|9E14|10E3|11N1|12E4
420,140887,timeout,295,100,41.24,8,4,0.5539,0,0.567144,82,75,152,93,50,0,35,0,48,"NA:N,SA:N",0A8|1A20|2A10|3A1|4A9|5A20|6A13|7A1|8E16|9E20|10E20|11N1|12E19
421,141183,timeout,296,100,6.33,5,7,0.5529,0,0.558267,66,84,150,96,50,0,38,4,49,"NA:N,SA:N",0E11|1A10|2A7|3E20|4A20|5A9|6E20|7A20|8E20|9E3|10E5|11N1|12E5
422,141470,timeout,287,100,36.70,6,6,0.5520,0,0.539605,98,70,150,87,50,1,29,3,45,"NA:N,SA:N",0A7|1A20|2A11|3E20|4A20|5A20|6E20|7A20|8E19|9E3|10E4|11N1|12E4
423,141767,timeout,297,100,14.14,7,5,0.5511,0,0.551014,77,71,150,97,50,1,40,1,46,"NA:N,SA:N",0A12|1A2|2A1|3E20|4A4|5A20|6E20|7A18|8A20|9E20|10E6|11N1|12E5
424,142054,timeout,287,100,28.37,6,6,0.5502,0,0.523371,83,92,155,83,49,0,25,1,46,"NA:N,SA:N",0A13|1A20|2A6|3E20|4A20|5A4|6E20|7A20|8E20|9E11|10E11|11N1|12E10
425,142316,timeout,262,100,24.14,3,9,0.5493,0,0.527440,57,76,121,91,50,1,34,5,46,"NA:N,SA:N",0E1|1E1|2E2|3E6|4E20|5A17|6E20|7A20|8A20|9E19|10E4|11N1|12E3
426,142629,timeout,313,100,44.87,6,6,0.5483,0,0.525778,85,89,168,96,49,1,36,4,48,"NA:N,SA:N",0A9|1A20|2A12|3E20|4A20|5A4|6E20|7A20|8E20|9E15|10E7|11N1|12E7
427,142926,timeout,297,100,125.65,9,4,0.5474,0,0.517090,94,67,152,95,50,4,33,3,47,"NA:N,SA:N",0E13|1A7|2A10|3E20|4A20|5A3|6E18|7A9|8A20|9A18|10E16|11A2|12A5
428,143216,timeout,290,100,103.12,6,6,0.5465,0,0.563018,87,78,153,88,49,3,28,4,49,"NA:N,SA:N",0A15|1A19|2A1|3E20|4A19|5A15|6E20|7A18|8E20|9E6|10E6|11N1|12E6
429,143522,timeout,306,100,69.19,6,7,0.5455,0,0.543608,80,76,155,102,49,5,37,8,46,"NA:N,SA:N",0E1|1E2|2A19|3E7|4E20|5A2|6E9|7A17|8A2|9A20|10E20|11A20|12E17
430,143811,timeout,289,100,50.00,6,6,0.5446,0,0.535742,83,90,152,87,50,2,28,3,45,"NA:N,SA:N",0E16|1A10|2A4|3E20|4A20|5A10|6E20|7A20|8A19|9E20|10E7|11N1|12E7
431,144101,timeout,290,100,16.67,6,6,0.5437,0,0.547464,82,82,153,88,49,0,31,1,47,"NA:N,SA:N",0A19|1A15|2A3|3E19|4A20|5A5|6E18|7A20|8E18|9E9|10E9|11N1|12E9
432,144412,timeout,311,100,25.68,6,6,0.5427,0,0.552174,95,63,162,99,50,0,40,3,48,"NA:N,SA:N",0A20|1A20|2A12|3E17|4A20|5A20|6E19|7A3|8E13|9E8|10E3|11N1|12E3
433,144707,timeout,295,100,33.97,6,6,0.5418,0,0.516892,91,73,155,91,49,0,32,2,43,"NA:N,SA:N",0A10|1A20|2A1|3E20|4A20|5A20|6E20|7A20|8E20|9E4|10E4|11N1|12E5
434,145015,timeout,308,100,9.88,5,7,0.5408,0,0.527528,76,66,155,104,49,1,44,4,34,"NA:N,SA:N",0E1|1E19|2A20|3A16|4E20|5A18|6A2|7E20|8A20|9E3|10E1|11N1|12E2
435,145307,timeout,292,100,60.30,5,7,0.5399,0,0.555500,81,83,153,90,49,2,31,4,44,"NA:N,SA:N",0E4|1E19|2A6|3E20|4A18|5A17|6A20|7A20|8E20|9E7|10E6|11N1|12E7
436,145598,timeout,291,100,80.83,5,7,0.5389,0,0.538727,88,89,156,87,48,2,27,4,45,"NA:N,SA:N",0E18|1A13|2A15|3E20|4A20|5A20|6E20|7A20|8E20|9E3|10E4|11N1|12E4
437,145888,timeout,290,100,30.91,6,6,0.5380,0,0.525497,92,72,152,88,50,0,31,1,46,"NA:N,SA:N",0A18|1A14|2A20|3E18|4A19|5A2|6E17|7A19|8E20|9E5|10E6|11N1|12E6
438,146161,timeout,273,100,18.54,4,8,0.5372,0,0.530200,80,85,138,85,50,0,27,4,46,"NA:N,SA:N",0E1|1E18|2A20|3E18|4A20|5A20|6E20|7A20|8E19|9E3|10E3|11N1|12E3
439,146444,timeout,283,100,41.74,7,5,0.5363,0,0.505503,87,77,150,83,50,1,25,2,48,"NA:N,SA:N",0A19|1A1|2A4|3E19|4A20|5A3|6A20|7A20|8E20|9E13|10E12|11N1|12E13
440,146739,timeout,295,100,13.69,6,6,0.5353,0,0.531627,74,75,150,95,50,1,37,3,50,"NA:N,SA:N",0A20|1A5|2A2|3A15|4E17|5A12|6A20|7E20|8E19|9E6|10E7|11N1|12E6
441,147023,timeout,284,100,30.29,6,6,0.5344,0,0.517322,93,75,152,82,50,0,25,1,45,"NA:N,SA:N",0A14|1A1|2A19|3E20|4A20|5A20|6E15|7A19|8E19|9E7|10E7|11N1|12E7
442,147314,timeout,291,100,1.58,5,7,0.5335,0,0.536379,82,86,152,91,48,0,32,2,41,"NA:N,SA:N",0A17|1E18|2A20|3A20|4E20|5A5|6E20|7A20|8E12|9E4|10E6|11N1|12E6
443,147600,timeout,286,100,43.67,6,6,0.5326,0,0.560366,84,84,148,92,46,1,32,1,43,"NA:N,SA:N",0A15|1A3|2A9|3E20|4A20|5A20|6E20|7A17|8E20|9E8|10E8|11N1|12E8
444,147900,timeout,300,100,25.62,6,6,0.5316,0,0.518257,73,72,152,98,50,0,42,0,46,"NA:N,SA:N",0A18|1A20|2A2|3E18|4A16|5A3|6E20|7A14|8E20|9E4|10E5|11N1|12E5
445,148185,timeout,285,100,43.46,5,7,0.5307,0,0.524651,91,81,150,85,50,1,27,4,46,"NA:N,SA:N",0E3|1E18|2A11|3E20|4A20|5A20|6A20|7A20|8E20|9E7|10E7|11N1|12E6
446,148474,timeout,289,100,30.20,6,6,0.5298,0,0.571931,99,61,152,87,50,0,30,1,47,"NA:N,SA:N",0A19|1A13|2A7|3E14|4A20|5A20|6E13|7A20|8E20|9E5|10E4|11N1|12E5
447,148765,timeout,291,100,23.87,6,6,0.5289,0,0.531909,88,66,151,92,48,0,34,1,46,"NA:N,SA:N",0A18|1A20|2A6|3E19|4A4|5A20|6E20|7A20|8E20|9E3|10E2|11N1|12E2
448,149053,timeout,288,100,32.34,6,6,0.5280,0,0.520191,72,90,149,92,47,1,31,2,42,"NA:N,SA:N",0A9|1A4|2A13|3E19|4A20|5A6|6E20|7A20|8E20|9E10|10E10|11N1|12E11
449,149341,timeout,288,100,60.83,8,4,0.5271,0,0.556812,100,79,157,81,50,0,22,1,46,"NA:N,SA:N",0A20|1A9|2A6|3A3|4A4|5A20|6A18|7A20|8E19|9E20|10E20|11N1|12E20
450,149630,timeout,289,100,58.37,6,6,0.5262,0,0.531607,97,71,153,88,48,1,30,1,42,"NA:N,SA:N",0A19|1A11|2A20|3E19|4A20|5A7|6E20|7A20|8E20|9E4|10E4|11N1|12E4
451,149931,timeout,301,100,-14.36,7,5,0.5252,0,0.530209,78,71,153,99,49,2,39,3,45,"NA:N,SA:N",0A14|1E18|2A2|3A17|4A4|5A1|6A20|7E20|8A20|9E20|10E7|11N1|12E6
452,150222,timeout,291,100,65.17,4,8,0.5243,0,0.528217,80,79,150,93,48,2,33,4,40,"NA:N,SA:N",0E1|1E10|2A20|3E19|4E20|5A20|6A20|7A20|8E20|9E3|10E3|11N1|12E3
453,150494,timeout,272,100,30.11,3,9,0.5234,0,0.524471,58,65,123,99,50,2,39,8,46,"NA:N,SA:N",0E1|1E1|2A20|3E1|4E20|5A20|6E14|7A18|8E14|9E7|10E3|11N1|12E4
454,150780,timeout,286,100,54.25,7,5,0.5225,0,0.528221,87,75,150,86,50,2,28,2,49,"NA:N,SA:N",0A8|1A15|2A2|3E19|4A20|5A2|6A20|7A20|8E20|9E12|10E12|11N1|12E12
455,151085,timeout,305,100,16.25,4,8,0.5216,0,0.519040,64,72,152,103,50,2,42,7,46,"NA:N,SA:N",0E1|1E10|2A20|3E16|4E1|5A20|6A18|7A6|8E20|9E8|10E8|11N1|12E8
456,151368,timeout,283,100,11.43,5,7,0.5207,0,0.534137,93,85,153,81,49,0,24,2,40,"NA:N,SA:N",0E15|1A18|2A20|3E20|4A20|5A15|6E20|7A20|8E20|9E3|10E3|11N1|12E4
457,151663,timeout,295,100,24.49,5,7,0.5197,0,0.511134,77,79,152,93,50,1,35,3,47,"NA:N,SA:N",0E3|1A16|2A3|3E17|4A20|5A19|6E20|7A19|8E20|9E7|10E6|11N1|12E6
458,152036,timeout,373,100,129.82,9,3,0.5186,0,0.508012,178,59,238,85,50,1,27,0,49,"NA:A,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8A18|9E19|10E20|11N1|12E20
459,152318,timeout,282,100,36.06,6,6,0.5177,0,0.532339,95,92,155,78,49,0,20,1,44,"NA:N,SA:N",0A20|1A13|2A4|3E18|4A18|5A20|6E20|7A20|8E20|9E12|10E11|11N1|12E11
460,152610,timeout,292,100,14.02,6,6,0.5167,0,0.521480,84,67,150,92,50,0,35,2,47,"NA:N,SA:N",0A17|1A11|2A6|3E20|4A19|5A11|6E20|7A20|8E15|9E2|10E5|11N1|12E5
461,152918,timeout,308,100,-24.80,6,6,0.5158,0,0.523970,68,54,153,106,49,0,48,2,46,"NA:N,SA:N",0A19|1A3|2A20|3E17|4A5|5A1|6E20|7A20|8E12|9E1|10E2|11N1|12E2
462,153205,timeout,287,100,66.23,7,6,0.5149,0,0.535712,95,72,150,87,50,2,28,3,49,"NA:N,SA:N",0E1|1E9|2A10|3E12|4A4|5A1|6E20|7A20|8A20|9A20|10E20|11A20|12E10
463,153484,timeout,279,100,43.94,5,7,0.5140,0,0.522420,90,96,152,77,50,0,20,2,41,"NA:N,SA:N",0E16|1A18|2A20|3E20|4A20|5A12|6E20|7A20|8E20|9E7|10E7|11N1|12E6
464,153770,timeout,286,100,55.21,5,7,0.5131,0,0.522770,98,78,153,85,48,1,25,4,45,"NA:N,SA:N",0E8|1A20|2A20|3E20|4A20|5A18|6E20|7A20|8E19|9E4|10E3|11N1|12E4
465,154054,timeout,284,100,37.65,6,6,0.5122,0,0.505309,93,82,153,82,49,0,24,1,46,"NA:N,SA:N",0A20|1A6|2A7|3E18|4A20|5A20|6E20|7A20|8E20|9E8|10E8|11N1|12E8
466,154347,timeout,293,100,29.21,4,9,0.5112,0,0.494705,77,81,150,93,50,2,34,6,45,"NA:N,SA:N",0E1|1E1|2E1|3E16|4E1|5E4|6E20|7A17|8A20|9A20|10E20|11A20|12E17
467,154640,timeout,293,100,48.17,7,5,0.5103,0,0.540749,79,85,153,92,48,1,32,2,47,"NA:N,SA:N",0A5|1A1|2A11|3E20|4A19|5A5|6A18|7A20|8E20|9E15|10E15|11N1|12E15
468,154941,timeout,301,100,45.26,4,8,0.5094,0,0.520525,75,69,150,101,50,2,42,6,45,"NA:N,SA:N",0A17|1E18|2A20|3E1|4E20|5A20|6E10|7A18|8E12|9E3|10E2|11N1|12E3
469,155225,timeout,284,100,38.37,6,6,0.5085,0,0.488897,94,83,152,84,48,0,25,1,47,"NA:N,SA:N",0A15|1A18|2A2|3E18|4A20|5A20|6E19|7A19|8E20|9E8|10E9|11N1|12E9
470,155512,timeout,287,100,87.97,5,7,0.5075,0,0.526152,98,86,152,85,50,3,24,5,48,"NA:N,SA:N",0E2|1A19|2A20|3E20|4A20|5A20|6E20|7A19|8E19|9E7|10E7|11N1|12E11
471,155804,timeout,292,100,33.60,6,6,0.5066,0,0.503655,72,81,150,92,50,2,34,3,48,"NA:N,SA:N",0E8|1E19|2A3|3E20|4A17|5A13|6A18|7A1|8A20|9E20|10E7|11N1|12E7
472,156094,timeout,290,100,27.59,6,6,0.5057,0,0.556298,89,76,153,89,48,0,31,1,46,"NA:N,SA:N",0A20|1A2|2A20|3E18|4A20|5A7|6E20|7A20|8E20|9E6|10E6|11N1|12E6
473,156389,timeout,295,100,30.86,7,5,0.5048,0,0.530451,77,72,150,95,50,2,36,3,46,"NA:N,SA:N",0A9|1A1|2A2|3E20|4A20|5A5|6E20|7A20|8A20|9E20|10E6|11N1|12E6
474,156669,timeout,280,100,30.63,6,6,0.5039,0,0.472843,81,87,147,87,46,0,27,1,45,"NA:N,SA:N",0A15|1A1|2A15|3E20|4A20|5A11|6E20|7A19|8E20|9E9|10E9|11N1|12E9
475,156961,timeout,292,100,8.04,5,7,0.5030,0,0.524829,72,79,149,97,46,0,38,1,41,"NA:N,SA:N",0E11|1A12|2A10|3E18|4A20|5A10|6E20|7A20|8E20|9E2|10E4|11N1|12E4
476,157245,timeout,284,100,33.68,6,6,0.5021,0,0.553371,96,91,155,80,49,0,22,1,43,"NA:N,SA:N",0A19|1A2|2A15|3E20|4A20|5A20|6E20|7A20|8E20|9E11|10E10|11N1|12E10
477,157545,timeout,300,100,13.00,6,6,0.5011,0,0.518086,82,63,153,98,49,0,40,2,47,"NA:N,SA:N",0A4|1A20|2A1|3E20|4A18|5A20|6E20|7A19|8E16|9E2|10E3|11N1|12E2
478,157831,timeout,286,100,42.07,6,6,0.5002,0,0.534879,94,75,152,84,50,0,27,1,46,"NA:N,SA:N",0A20|1A18|2A8|3E4|4A19|5A11|6E15|7A18|8E19|9E12|10E13|11N1|12E12
479,158112,timeout,281,100,75.02,5,7,0.4993,0,0.537269,84,98,152,79,50,3,19,5,41,"NA:N,SA:N",0E19|1A12|2A20|3E19|4E20|5A12|6A20|7A20|8E20|9E7|10E6|11N1|12E7
480,158395,timeout,283,100,44.41,6,6,0.4984,0,0.537834,92,80,152,81,50,0,24,1,46,"NA:N,SA:N",0A20|1A12|2A20|3E17|4A19|5A1|6E20|7A20|8E20|9E7|10E8|11N1|12E8
481,158695,timeout,300,100,-10.37,6,6,0.4975,0,0.550245,66,78,150,100,50,2,41,4,38,"NA:N,SA:N",0A18|1A5|2A1|3E19|4E20|5A2|6A20|7E20|8A20|9E14|10E3|11N1|12E2
482,158988,timeout,293,100,22.57,6,6,0.4965,0,0.518154,90,69,153,91,49,0,34,1,44,"NA:N,SA:N",0A18|1A10|2A20|3E20|4A18|5A20|6E20|7A4|8E20|9E3|10E3|11N1|12E3
483,159279,timeout,291,100,33.85,6,6,0.4956,0,0.551713,81,84,153,90,48,1,31,2,44,"NA:N,SA:N",0A1|1A12|2A20|3E20|4A20|5A8|6E20|7A20|8E20|9E8|10E8|11N1|12E8
484,159563,timeout,284,100,58.30,5,7,0.4947,0,0.498113,81,67,140,94,50,2,36,4,46,"NA:N,SA:N",0A18|1A4|2A20|3E10|4E20|5A19|6E14|7A20|8E10|9E3|10E5|11N1|12E5
485,159837,timeout,274,100,65.30,7,5,0.4938,0,0.533495,103,90,153,73,48,0,15,0,48,"NA:N,SA:N",0A20|1A20|2A1|3A11|4A17|5A14|6E18|7A20|8E20|9E17|10E18|11N1|12E17
486,160113,timeout,276,100,16.47,3,9,0.4930,0,0.543039,58,78,133,93,50,0,37,4,42,"NA:N,SA:N",0E1|1E14|2A18|3E2|4E20|5A20|6E14|7A20|8E14|9E5|10E4|11N1|12E4
487,160398,timeout,285,100,36.16,6,6,0.4921,0,0.503352,94,77,152,83,50,0,26,1,47,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A4|5A10|6E20|7A20|8E20|9E6|10E6|11N1|12E7
