243,211871,timeout,689,300,185.59,7,5,0.3291,0,0.305471,138,98,338,203,148,0,45,0,143,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6E18|7A18|8E20|9E20|10E20|11N1|12E20
244,212535,timeout,664,300,183.14,7,5,0.3270,0,0.299532,138,96,319,195,150,0,37,2,148,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6E16|7A18|8E20|9E20|10E20|11N1|12E20
245,213230,timeout,695,300,160.75,5,7,0.3248,0,0.296189,100,140,324,228,143,0,65,1,140,"NA:N,SA:N",0E20|1A20|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
246,213895,timeout,665,300,142.45,5,7,0.3227,0,0.312497,100,138,290,225,150,0,67,3,141,"NA:N,SA:N",0A20|1E18|2A20|3A20|4E20|5A20|6A20|7E20|8E20|9E20|10E20|11N1|12E20
247,214514,timeout,619,300,149.89,5,7,0.3207,0,0.313343,100,139,269,203,147,0,44,1,140,"NA:N,SA:N",0E19|1A20|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
248,215187,timeout,673,300,156.33,5,7,0.3186,0,0.300401,99,139,310,216,147,0,57,2,145,"NA:N,SA:N",0E19|1A19|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
249,215847,timeout,660,300,168.90,5,7,0.3165,0,0.285658,98,140,296,214,150,1,55,5,148,"NA:N,SA:N",0E20|1E20|2A20|3E20|4A18|5A20|6A20|7A20|8E20|9E20|10E20|11N1|12E20
250,216492,timeout,645,300,174.45,5,7,0.3144,0,0.307375,98,140,302,198,145,0,37,2,140,"NA:N,SA:N",0A18|1E20|2A20|3A20|4E20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
251,217126,timeout,634,300,166.74,6,6,0.3124,0,0.324156,120,118,285,201,148,0,42,1,145,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
252,217786,timeout,660,300,166.70,5,7,0.3103,0,0.267909,98,140,305,208,147,0,49,2,138,"NA:N,SA:N",0A18|1E20|2A20|3A20|4E20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
253,218487,timeout,701,300,170.51,6,6,0.3081,0,0.300915,120,119,333,219,149,0,61,1,144,"NA:N,SA:N",0A20|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
254,219148,timeout,661,300,151.01,5,7,0.3060,0,0.277868,98,139,297,214,150,0,57,3,145,"NA:N,SA:N",0E19|1A18|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
255,219835,timeout,687,300,188.47,6,6,0.3039,0,0.299629,118,120,333,207,147,0,49,0,142,"NA:N,SA:N",0A18|1A20|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
256,220496,timeout,661,300,160.51,6,6,0.3018,0,0.316744,119,119,299,213,149,0,56,1,145,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
257,221170,timeout,674,300,158.14,5,7,0.2996,0,0.302146,99,139,309,220,145,0,59,2,139,"NA:N,SA:N",0A19|1E19|2A20|3A20|4E20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
258,221875,timeout,705,300,203.65,7,5,0.2974,0,0.293036,140,98,355,200,150,0,43,0,147,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6E18|7A20|8E20|9E20|10E20|11N1|12E20
259,222571,timeout,696,300,186.86,7,5,0.2952,0,0.299523,139,99,343,203,150,0,46,1,148,"NA:N,SA:N",0A20|1A20|2A20|3A19|4A20|5A20|6E19|7A20|8E20|9E20|10E20|11N1|12E20
260,223207,timeout,636,300,176.26,6,6,0.2932,0,0.303184,118,119,295,191,150,0,35,1,146,"NA:N,SA:N",0A18|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
261,223922,timeout,715,300,202.85,8,5,0.2909,0,0.283525,160,98,357,208,150,1,46,4,146,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6E18|7A20|8E20|9E20|10E20|11A20|12E20
262,224629,timeout,707,300,183.37,7,5,0.2887,0,0.289704,136,100,349,208,150,0,50,2,148,"NA:N,SA:N",0A20|1A20|2A20|3A16|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
263,225245,timeout,616,300,162.56,5,7,0.2867,0,0.309298,98,140,277,189,150,0,32,3,139,"NA:N,SA:N",0A18|1E20|2A20|3A20|4E20|5A20|6A20|7E20|8E20|9E20|10E20|11N1|12E20
264,225903,timeout,658,300,170.78,4,8,0.2846,0,0.282429,79,159,296,212,150,1,55,4,144,"NA:N,SA:N",0E20|1E19|2A19|3E20|4E20|5A20|6E20|7A20|8A20|9E20|10E20|11N1|12E20
265,226550,timeout,647,300,164.87,6,6,0.2826,0,0.278227,120,118,298,199,150,0,40,3,150,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
266,227201,timeout,651,300,185.01,7,5,0.2805,0,0.288900,140,98,312,189,150,0,30,2,150,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6E18|7A20|8E20|9E20|10E20|11N1|12E20
267,227885,timeout,684,300,180.24,7,5,0.2784,0,0.286107,139,99,327,207,150,0,50,1,146,"NA:N,SA:N",0A20|1A20|2A20|3A19|4A20|5A20|6E19|7A20|8E20|9E20|10E20|11N1|12E20
268,228562,timeout,677,300,180.37,7,5,0.2762,0,0.280429,138,100,325,202,150,0,46,0,147,"NA:N,SA:N",0A20|1A20|2A20|3A18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
269,229205,timeout,643,300,174.93,6,6,0.2742,0,0.298837,119,117,300,193,150,0,37,1,147,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E18|7A20|8E20|9E20|10E20|11N1|12E20
270,229896,timeout,691,300,181.01,7,5,0.2720,0,0.285991,138,100,340,201,150,0,43,2,145,"NA:N,SA:N",0A20|1A20|2A20|3A18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
271,230553,timeout,657,300,182.27,7,5,0.2699,0,0.276464,138,99,317,190,150,0,33,1,148,"NA:N,SA:N",0A20|1A20|2A20|3A19|4A20|5A20|6E19|7A19|8E20|9E20|10E20|11N1|12E20
272,231167,timeout,614,300,142.14,4,8,0.2680,0,0.269073,78,159,268,196,150,0,38,5,143,"NA:N,SA:N",0E20|1E19|2A20|3E20|4A19|5A20|6E20|7A19|8E20|9E20|10E20|11N1|12E20
273,231826,timeout,659,300,167.59,6,6,0.2659,0,0.282505,118,120,306,203,150,0,46,2,148,"NA:N,SA:N",0A18|1A20|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
274,232494,timeout,668,300,192.58,8,4,0.2638,0,0.264709,158,80,332,186,150,0,28,1,150,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A18|7A20|8E20|9E20|10E20|11N1|12E20
275,233162,timeout,668,300,189.48,7,5,0.2617,0,0.276903,138,100,326,192,150,0,35,1,147,"NA:N,SA:N",0A20|1A20|2A20|3A18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
276,233792,timeout,630,300,162.10,5,7,0.2597,0,0.282427,98,139,284,196,150,0,38,4,146,"NA:N,SA:N",0A18|1E19|2A20|3A20|4E20|5A20|6A20|7E20|8E20|9E20|10E20|11N1|12E20
277,234435,timeout,643,300,175.83,6,6,0.2576,0,0.287681,119,119,295,198,150,0,42,1,148,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
278,235081,timeout,646,300,171.76,7,5,0.2556,0,0.281014,139,96,301,195,150,0,37,2,149,"NA:N,SA:N",0A20|1A20|2A20|3A19|4A20|5A20|6E16|7A20|8E20|9E20|10E20|11N1|12E20
279,235731,timeout,650,300,185.20,6,6,0.2535,0,0.283440,118,120,311,189,150,0,33,1,148,"NA:N,SA:N",0A18|1A20|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
280,236400,timeout,669,300,194.19,7,5,0.2514,0,0.273565,138,100,328,191,150,0,33,2,146,"NA:N,SA:N",0A20|1A20|2A20|3A18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
281,237042,timeout,642,300,186.92,7,5,0.2494,0,0.282132,140,98,306,186,150,0,27,2,149,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6E18|7A20|8E20|9E20|10E20|11N1|12E20
282,237608,timeout,566,300,128.16,3,9,0.2476,0,0.270063,60,180,225,191,150,0,34,4,142,"NA:N,SA:N",0E20|1E20|2A20|3E20|4E20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
283,238246,timeout,638,300,178.18,6,6,0.2456,0,0.279200,118,120,295,193,150,0,37,1,149,"NA:N,SA:N",0A18|1A20|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
284,238858,timeout,612,300,164.32,5,7,0.2436,0,0.277984,98,138,272,190,150,0,33,3,150,"NA:N,SA:N",0A20|1E18|2A18|3A20|4E20|5A20|6A20|7E20|8E20|9E20|10E20|11N1|12E20
285,239511,timeout,653,300,195.53,7,5,0.2415,0,0.274032,139,99,316,187,150,0,31,0,150,"NA:N,SA:N",0A20|1A20|2A20|3A19|4A20|5A20|6E19|7A20|8E20|9E20|10E20|11N1|12E20
286,240164,timeout,653,300,182.53,5,7,0.2395,0,0.283770,98,140,298,207,148,1,48,3,144,"NA:N,SA:N",0E20|1E20|2A20|3A18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
287,240825,timeout,661,300,186.01,7,5,0.2374,0,0.276920,140,98,317,194,150,0,36,1,150,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6E18|7A20|8E20|9E20|10E20|11N1|12E20
288,241423,timeout,598,300,156.18,5,7,0.2355,0,0.282961,98,140,260,188,150,0,31,3,143,"NA:N,SA:N",0A18|1E20|2A20|3A20|4E20|5A20|6A20|7E20|8E20|9E20|10E20|11N1|12E20
289,242030,timeout,607,300,162.97,5,7,0.2336,0,0.285909,99,139,276,181,150,0,23,4,147,"NA:N,SA:N",0E19|1A19|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
290,242675,timeout,645,300,189.35,7,5,0.2315,0,0.284485,140,98,309,186,150,0,27,2,149,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6E18|7A20|8E20|9E20|10E20|11N1|12E20
291,243302,timeout,627,300,176.17,5,7,0.2295,0,0.270909,100,138,292,185,150,0,28,2,136,"NA:N,SA:N",0A20|1E18|2A20|3A20|4E20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
292,243944,timeout,642,300,181.62,7,5,0.2275,0,0.259019,138,100,301,191,150,0,33,2,148,"NA:N,SA:N",0A20|1A20|2A20|3A18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
293,244560,timeout,616,300,158.86,4,8,0.2256,0,0.287736,79,159,275,191,150,0,35,3,146,"NA:N,SA:N",0E20|1E19|2A20|3E20|4A19|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
294,245181,timeout,621,300,165.71,5,7,0.2236,0,0.264297,100,138,279,192,150,0,35,2,146,"NA:N,SA:N",0E18|1A20|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
295,245785,timeout,604,300,160.64,5,7,0.2217,0,0.270852,98,140,271,183,150,0,25,4,150,"NA:N,SA:N",0E20|1A18|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
296,246399,timeout,614,300,183.14,6,6,0.2197,0,0.274587,119,119,284,180,150,0,22,3,150,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
297,247029,timeout,630,300,160.70,6,6,0.2177,0,0.278529,119,116,286,194,150,0,36,3,146,"NA:N,SA:N",0A19|1A20|2A20|3E16|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
298,247678,timeout,649,300,175.69,6,6,0.2157,0,0.263016,120,118,301,198,150,0,41,1,146,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
299,248319,timeout,641,300,173.51,6,6,0.2137,0,0.286355,118,120,300,191,150,0,33,3,149,"NA:N,SA:N",0A18|1A20|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
300,248933,timeout,614,300,167.54,6,6,0.2117,0,0.282810,116,120,281,183,150,0,25,3,149,"NA:N,SA:N",0A20|1A18|2A20|3A20|4E20|5A20|6A18|7E20|8E20|9E20|10E20|11N1|12E20
301,249572,timeout,639,300,179.99,7,5,0.2097,0,0.258183,138,99,301,188,150,0,29,3,149,"NA:N,SA:N",0A20|1A20|2A20|3A19|4A19|5A20|6E19|7A20|8E20|9E20|10E20|11N1|12E20
302,250212,timeout,640,300,184.70,5,7,0.2077,0,0.268249,100,136,290,200,150,1,40,5,148,"NA:N,SA:N",0A20|1E16|2A20|3A20|4E20|5A20|6A20|7E20|8E20|9E20|10E20|11N1|12E20
303,250839,timeout,627,300,161.07,5,7,0.2057,0,0.292248,97,139,289,188,150,0,30,4,143,"NA:N,SA:N",0A19|1E19|2A18|3A20|4E20|5A20|6A20|7E20|8E20|9E20|10E20|11N1|12E20
304,251450,timeout,611,300,170.11,6,6,0.2037,0,0.265005,120,118,275,186,150,0,27,3,147,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
305,252089,timeout,639,300,180.39,8,4,0.2017,0,0.278717,159,79,311,178,150,0,20,1,147,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A19|7A20|8E19|9E20|10E20|11N1|12E20
306,252716,timeout,627,300,177.57,6,6,0.1997,0,0.266165,118,120,296,181,150,0,23,3,149,"NA:N,SA:N",0A18|1A20|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
307,253351,timeout,635,300,184.35,7,5,0.1977,0,0.300018,138,100,303,182,150,0,24,2,150,"NA:N,SA:N",0A20|1A20|2A20|3A18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
308,254005,timeout,654,300,190.84,7,5,0.1957,0,0.244428,138,100,318,186,150,0,28,2,150,"NA:N,SA:N",0A20|1A20|2A20|3A18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
309,254684,timeout,679,300,193.99,7,5,0.1935,0,0.267578,138,100,335,194,150,0,36,2,148,"NA:N,SA:N",0A20|1A20|2A20|3A18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
310,255315,timeout,631,300,184.71,7,5,0.1915,0,0.276975,140,98,302,179,150,0,20,2,150,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6E18|7A20|8E20|9E20|10E20|11N1|12E20
311,255954,timeout,639,300,178.49,6,6,0.1895,0,0.265041,119,119,301,188,150,0,30,3,148,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
312,256543,timeout,589,300,154.59,4,7,0.1876,0,0.263287,78,138,253,187,149,0,30,2,140,"NA:N,SA:N",0A20|1E18|2A20|3A18|4E20|5A20|6E20|7N1|8E20|9E20|10E20|11N1|12E20
313,257198,timeout,655,300,183.15,6,6,0.1855,0,0.272445,119,119,319,186,150,0,28,3,149,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
314,257831,timeout,633,300,181.63,7,5,0.1835,0,0.276978,138,100,303,180,150,0,22,2,147,"NA:N,SA:N",0A20|1A20|2A20|3A18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
315,258465,timeout,634,300,188.94,6,6,0.1815,0,0.275207,118,120,303,181,150,0,23,3,149,"NA:N,SA:N",0A18|1A20|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
316,259121,timeout,656,300,194.26,8,4,0.1795,0,0.253409,160,78,326,180,150,0,21,1,150,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8E18|9E20|10E20|11N1|12E20
317,259701,timeout,580,300,152.70,4,8,0.1776,0,0.246390,79,158,250,180,150,0,23,4,149,"NA:N,SA:N",0E20|1E19|2A20|3E20|4A19|5A20|6E20|7A20|8E20|9E19|10E20|11N1|12E20
318,260301,timeout,600,300,183.30,6,6,0.1757,0,0.292279,118,120,277,173,150,0,17,1,145,"NA:N,SA:N",0A18|1A20|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
319,260944,timeout,643,300,203.33,8,4,0.1737,0,0.256045,160,78,319,174,150,0,15,1,150,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8E18|9E20|10E20|11N1|12E20
320,261575,timeout,631,300,195.11,6,6,0.1717,0,0.265257,119,118,307,174,150,0,16,3,150,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8E20|9E20|10E19|11N1|12E20
321,262202,timeout,627,300,189.07,7,5,0.1697,0,0.261597,140,100,298,179,150,0,20,2,149,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
322,262862,timeout,660,300,204.40,8,4,0.1676,0,0.282087,159,78,335,175,150,0,17,1,149,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A19|8E18|9E20|10E20|11N1|12E20
323,263499,timeout,637,300,199.27,8,4,0.1656,0,0.257258,159,79,315,172,150,0,13,2,150,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A19|7A20|8E19|9E20|10E20|11N1|12E20
324,264126,timeout,627,300,178.57,6,6,0.1636,0,0.287006,118,120,294,183,150,0,25,3,147,"NA:N,SA:N",0A18|1A20|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
325,264785,timeout,659,300,202.39,8,4,0.1615,0,0.257953,160,78,328,181,150,0,22,1,149,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8E18|9E20|10E20|11N1|12E20
326,265423,timeout,638,300,189.18,7,5,0.1595,0,0.276228,138,100,310,178,150,0,19,3,150,"NA:N,SA:N",0A20|1A20|2A20|3A18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
327,266060,timeout,637,300,198.37,7,5,0.1575,0,0.259709,139,99,309,178,150,0,21,1,148,"NA:N,SA:N",0A20|1A20|2A20|3A19|4A20|5A20|6E19|7A20|8E20|9E20|10E20|11N1|12E20
328,266683,timeout,623,300,181.83,6,6,0.1555,0,0.244095,120,118,288,185,150,0,26,3,149,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
329,267308,timeout,625,300,183.45,5,7,0.1535,0,0.252346,99,139,296,179,150,0,22,3,145,"NA:N,SA:N",0A19|1E19|2A20|3A20|4E20|5A20|6A20|7E20|8E20|9E20|10E20|11N1|12E20
330,267950,timeout,642,300,203.72,7,5,0.1515,0,0.277558,140,98,317,175,150,0,16,1,149,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6E18|7A20|8E20|9E20|10E20|11N1|12E20
331,268600,timeout,650,300,209.40,8,4,0.1494,0,0.267057,159,79,328,172,150,0,14,1,148,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A19|7A20|8E19|9E20|10E20|11N1|12E20
332,269232,timeout,632,300,207.22,7,5,0.1474,0,0.262390,140,98,311,171,150,0,13,1,148,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6E18|7A20|8E20|9E20|10E20|11N1|12E20
333,269871,timeout,639,300,198.49,7,5,0.1454,0,0.257908,140,98,312,177,150,0,18,2,146,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6E18|7A20|8E20|9E20|10E20|11N1|12E20
334,270493,timeout,622,300,180.32,6,6,0.1434,0,0.264352,120,118,290,182,150,0,23,3,148,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
335,271123,timeout,630,300,193.90,8,4,0.1414,0,0.265259,160,78,309,171,150,0,12,1,150,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8E18|9E20|10E20|11N1|12E20
336,271776,timeout,653,300,211.43,8,4,0.1394,0,0.266599,158,78,327,176,150,0,18,1,149,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A18|7A20|8E18|9E20|10E20|11N1|12E20
337,272401,timeout,625,300,197.15,7,5,0.1374,0,0.250865,139,99,299,176,150,0,19,1,149,"NA:N,SA:N",0A20|1A20|2A20|3A19|4A20|5A20|6E19|7A20|8E20|9E20|10E20|11N1|12E20
338,273007,timeout,606,300,199.86,8,4,0.1355,0,0.272707,158,80,289,167,150,0,10,0,149,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A18|7A20|8E20|9E20|10E20|11N1|12E20
339,273646,timeout,639,300,203.69,8,4,0.1335,0,0.269989,160,78,317,172,150,0,13,1,148,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8E18|9E20|10E20|11N1|12E20
340,274293,timeout,647,300,211.77,8,4,0.1314,0,0.277165,160,78,324,173,150,0,13,2,149,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8E18|9E20|10E20|11N1|12E20
341,274918,timeout,625,300,212.65,7,5,0.1294,0,0.256199,139,99,296,179,150,1,20,2,147,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8A20|9E20|10E20|11N1|12E20
342,275555,timeout,637,300,205.97,8,4,0.1274,0,0.251651,160,78,314,173,150,0,14,1,149,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8E18|9E20|10E20|11N1|12E20
343,276181,timeout,626,300,195.26,7,5,0.1254,0,0.265055,140,98,302,174,150,0,16,1,149,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6E18|7A20|8E20|9E20|10E20|11N1|12E20
344,276777,timeout,596,300,180.66,6,6,0.1235,0,0.252902,119,119,275,171,150,0,13,3,146,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
345,277392,timeout,615,300,201.55,7,5,0.1216,0,0.264943,140,100,293,172,150,0,15,0,149,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
346,278040,timeout,648,300,200.78,7,5,0.1195,0,0.264339,138,98,319,179,150,0,21,2,150,"NA:N,SA:N",0A20|1A20|2A20|3A18|4A20|5A20|6E18|7A20|8E20|9E20|10E20|11N1|12E20
347,278661,timeout,621,300,193.91,6,6,0.1176,0,0.268524,120,118,296,175,150,0,17,2,148,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
348,279249,timeout,588,300,186.28,6,6,0.1157,0,0.251599,119,119,273,165,150,0,7,2,147,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
349,279881,timeout,632,300,193.62,6,6,0.1137,0,0.263318,120,118,303,179,150,0,21,2,146,"NA:N,SA:N",0A20|1A20|2A20|3E18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
350,280514,timeout,633,300,213.23,8,4,0.1117,0,0.271803,160,78,315,168,150,0,10,0,148,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8E18|9E20|10E20|11N1|12E20
351,281151,timeout,637,300,209.67,8,4,0.1097,0,0.253109,158,80,318,169,150,0,11,1,149,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A18|7A20|8E20|9E20|10E20|11N1|12E20
352,281738,timeout,587,300,181.47,6,6,0.1078,0,0.272672,119,119,268,169,150,0,12,2,150,"NA:N,SA:N",0A19|1A20|2A20|3E19|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
353,282330,timeout,592,300,175.42,6,6,0.1060,0,0.265012,118,120,270,172,150,0,13,4,148,"NA:N,SA:N",0A18|1A20|2A20|3E20|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
354,282926,timeout,596,300,190.06,7,5,0.1041,0,0.264701,139,98,277,169,150,0,12,1,150,"NA:N,SA:N",0A20|1A20|2A20|3A19|4A20|5A20|6E19|7A20|8E19|9E20|10E20|11N1|12E20
355,283573,timeout,647,300,211.77,7,5,0.1020,0,0.253042,140,99,323,174,150,0,16,1,147,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6E19|7A20|8E20|9E20|10E20|11N1|12E20
356,284217,timeout,644,300,209.44,8,4,0.1000,0,0.255872,160,78,320,174,150,0,15,1,147,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A20|8E18|9E20|10E20|11N1|12E20
357,284842,timeout,625,300,203.35,7,5,0.0980,0,0.251241,138,100,305,170,150,0,13,1,149,"NA:N,SA:N",0A20|1A20|2A20|3A18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
358,285452,timeout,610,300,207.70,7,5,0.0961,0,0.267031,139,99,297,163,150,0,6,1,150,"NA:N,SA:N",0A20|1A20|2A20|3A19|4A20|5A20|6E19|7A20|8E20|9E20|10E20|11N1|12E20
359,286096,timeout,644,300,211.44,8,4,0.0940,0,0.258199,159,78,320,174,150,0,17,0,150,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A20|7A19|8E18|9E20|10E20|11N1|12E20
360,286721,timeout,625,300,217.85,8,4,0.0921,0,0.275414,159,79,311,164,150,0,6,1,150,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A19|7A20|8E19|9E20|10E20|11N1|12E20
361,287341,timeout,620,300,200.30,7,5,0.0901,0,0.242540,138,100,299,171,150,0,14,1,150,"NA:N,SA:N",0A20|1A20|2A20|3A18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
362,287971,timeout,630,300,217.10,8,4,0.0881,0,0.270882,158,80,314,166,150,0,9,0,149,"NA:N,SA:N",0A20|1A20|2A20|3A20|4A20|5A20|6A18|7A20|8E20|9E20|10E20|11N1|12E20
363,288590,timeout,619,300,207.19,7,5,0.0861,0,0.267889,138,100,301,168,150,0,11,1,149,"NA:N,SA:N",0A20|1A20|2A20|3A18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
364,289206,timeout,616,300,205.36,7,5,0.0842,0,0.258535,138,100,298,168,150,0,11,1,150,"NA:N,SA:N",0A20|1A20|2A20|3A18|4A20|5A20|6E20|7A20|8E20|9E20|10E20|11N1|12E20
